OBS#,CHK_ACCT,duration,history,new_car,used_car,furniture,radio/tv,education,retraining,amount,SAV_ACCT,employment,install_rate,MALE_DIV,male_single,MALE_MAR_or_WID,CO-APPLICANT,guarantor,present_resident,real_estate,PROP_UNKN_NONE,age,other_install,rent,OWN_RES,num_credits,job,num_dependents,telephone,foreign,response
637,3,24,2,0,0,0,1,0,0,1376,2,3,4,0,0,0,0,0,1,0,0,28,0,0,1,1,2,1,0,0,1
638,3,60,3,0,0,0,1,0,0,15653,0,3,2,0,1,0,0,0,4,0,0,21,0,0,1,2,2,1,1,0,1
639,3,12,2,0,0,0,1,0,0,1493,0,1,4,0,0,0,0,0,3,0,0,34,0,0,1,1,2,2,0,0,1
640,0,42,3,0,0,0,1,0,0,4370,0,3,3,0,1,0,0,0,2,0,0,26,1,0,1,2,2,2,1,0,0
641,0,18,2,0,0,0,0,1,0,750,0,0,4,0,0,0,0,0,1,1,0,27,0,0,1,1,0,1,0,0,0
642,1,15,2,0,0,0,0,0,0,1308,0,4,4,0,1,0,0,0,4,0,0,38,0,0,1,2,1,1,0,0,1
643,3,15,2,0,0,0,0,1,0,4623,1,2,3,0,1,0,0,0,2,0,0,40,0,0,1,1,3,1,1,0,0
644,3,24,4,0,0,0,1,0,0,1851,0,3,4,0,0,1,0,1,2,0,0,33,0,0,1,2,2,1,1,0,1
645,0,18,4,0,0,0,1,0,0,1880,0,3,4,0,0,1,0,0,1,0,0,32,0,0,1,2,3,1,1,0,1
646,3,36,3,0,0,0,0,0,1,7980,4,1,4,0,1,0,0,0,4,0,0,27,0,1,0,2,2,1,1,0,0
647,0,30,0,0,0,1,0,0,0,4583,0,2,2,1,0,0,0,1,2,1,0,32,0,0,1,2,2,1,0,0,1
648,3,12,2,1,0,0,0,0,0,1386,2,2,2,0,0,0,0,0,2,0,0,26,0,0,1,1,2,1,0,0,0
649,2,24,2,1,0,0,0,0,0,947,0,3,4,0,1,0,0,0,3,0,1,38,1,0,0,1,2,2,0,0,0
650,0,12,2,0,0,0,0,1,0,684,0,2,4,0,1,0,0,0,4,0,0,40,0,1,0,1,1,2,0,0,0
651,0,48,2,0,0,0,0,1,0,7476,0,3,4,0,1,0,0,0,1,0,1,50,0,0,0,1,3,1,1,0,1
652,1,12,2,0,0,1,0,0,0,1922,0,2,4,0,1,0,0,0,2,0,0,37,0,0,1,1,1,1,0,0,0
653,0,24,2,1,0,0,0,0,0,2303,0,4,4,0,1,0,1,0,1,1,0,45,0,0,1,1,2,1,0,0,0
654,1,36,3,1,0,0,0,0,0,8086,1,4,2,0,1,0,0,0,4,0,0,42,0,0,1,4,3,1,1,0,0
655,3,24,4,0,1,0,0,0,0,2346,0,3,4,0,1,0,0,0,3,0,0,35,0,0,1,2,2,1,1,0,1
656,0,14,2,1,0,0,0,0,0,3973,0,0,1,0,1,0,0,0,4,0,1,22,0,0,0,1,2,1,0,0,1
657,1,12,2,1,0,0,0,0,0,888,0,4,4,0,1,0,0,0,4,0,0,41,1,0,1,1,1,2,0,0,0
658,3,48,2,0,0,0,1,0,0,10222,4,3,4,0,1,0,0,0,3,0,0,37,1,0,1,1,2,1,1,0,1
659,1,30,0,0,0,0,0,0,1,4221,0,2,2,0,0,0,0,0,1,0,0,28,0,0,1,2,2,1,0,0,1
660,1,18,4,0,0,1,0,0,0,6361,0,4,2,0,1,0,0,0,1,0,1,41,0,0,1,1,2,1,1,0,1
661,2,12,2,0,0,0,1,0,0,1297,0,2,3,0,0,1,0,0,4,1,0,23,0,1,0,1,2,1,0,0,1
662,0,12,2,1,0,0,0,0,0,900,4,2,4,0,0,1,0,0,2,0,0,23,0,0,1,1,2,1,0,0,0
663,3,21,2,0,0,1,0,0,0,2241,0,4,4,0,1,0,0,0,2,1,0,50,0,0,1,2,2,1,0,0,1
664,1,6,3,0,0,1,0,0,0,1050,0,0,4,0,1,0,0,0,1,0,0,35,1,0,1,2,3,1,1,0,1
665,2,6,4,0,0,0,0,1,0,1047,0,2,2,0,0,0,0,0,4,0,0,50,0,0,1,1,1,1,0,0,1
666,3,24,4,0,0,0,0,0,0,6314,0,0,4,0,1,0,1,0,2,0,1,27,1,0,1,2,3,1,1,0,1
667,1,30,1,0,0,1,0,0,0,3496,3,2,4,0,1,0,0,0,2,0,0,34,1,0,1,1,2,2,1,0,1
668,3,48,1,0,0,0,0,0,1,3609,0,2,1,0,0,0,0,0,1,1,0,27,1,0,1,1,2,1,0,0,1
669,0,12,4,1,0,0,0,0,0,4843,0,4,3,0,1,0,1,0,4,0,0,43,0,1,0,2,2,1,1,0,0
670,2,30,4,0,0,0,1,0,0,3017,0,4,4,0,1,0,0,0,4,0,0,47,0,0,1,1,2,1,0,0,1
671,3,24,4,0,0,0,0,0,1,4139,1,2,3,0,1,0,0,0,3,0,0,27,0,0,1,2,1,1,1,0,1
672,3,36,2,0,0,0,0,0,1,5742,1,3,2,0,1,0,0,0,2,0,0,31,0,0,1,2,2,1,1,0,1
673,3,60,2,1,0,0,0,0,0,10366,0,4,2,0,1,0,0,0,4,0,0,42,0,0,1,1,3,1,1,0,1
674,3,6,4,1,0,0,0,0,0,2080,2,2,1,0,0,1,0,0,2,0,0,24,0,0,1,1,2,1,0,0,1
675,3,21,3,0,0,0,0,0,1,2580,2,1,4,0,1,0,0,0,2,1,0,41,1,0,1,1,1,2,0,0,0
676,3,30,4,0,0,0,1,0,0,4530,0,3,4,0,0,0,0,0,4,0,0,26,0,1,0,1,3,1,1,0,1
677,3,24,4,0,0,1,0,0,0,5150,0,4,4,0,1,0,0,0,4,0,0,33,0,0,1,1,2,1,1,0,1
678,1,72,2,0,0,0,1,0,0,5595,1,2,2,0,0,1,0,0,2,0,0,24,0,0,1,1,2,1,0,0,0
679,0,24,2,0,0,0,1,0,0,2384,0,4,4,0,1,0,0,0,4,1,0,64,1,1,0,1,1,1,0,0,1
680,3,18,2,0,0,0,1,0,0,1453,0,1,3,0,0,0,0,0,1,1,0,26,0,0,1,1,2,1,0,0,1
681,3,6,2,0,0,0,0,1,0,1538,0,1,1,0,0,0,0,0,2,0,1,56,0,0,1,1,2,1,0,0,1
682,3,12,2,0,0,0,1,0,0,2279,4,2,4,0,1,0,0,0,4,0,1,37,0,0,0,1,2,1,1,0,1
683,3,15,3,0,0,0,1,0,0,1478,0,2,4,0,0,1,0,0,3,1,0,33,1,0,1,2,2,1,0,0,1
684,3,24,4,0,0,0,1,0,0,5103,0,1,3,0,0,1,0,0,3,0,1,47,0,0,0,3,2,1,1,0,1
685,1,36,3,0,0,0,0,0,1,9857,1,3,1,0,1,0,0,0,3,0,0,31,0,0,1,2,1,2,1,0,1
686,3,60,2,1,0,0,0,0,0,6527,4,2,4,0,1,0,0,0,4,0,1,34,0,0,0,1,2,2,1,0,1
687,2,10,4,0,0,0,1,0,0,1347,4,3,4,0,1,0,0,0,2,0,0,27,0,0,1,2,2,1,1,0,1
688,1,36,3,1,0,0,0,0,0,2862,1,4,4,0,1,0,0,0,3,0,1,30,0,0,0,1,2,1,0,0,1
689,3,9,2,0,0,0,1,0,0,2753,1,4,3,0,1,0,1,0,4,0,0,35,0,0,1,1,2,1,1,0,1
690,0,12,2,1,0,0,0,0,0,3651,3,2,1,0,1,0,0,0,3,0,0,31,0,0,1,1,2,2,0,0,1
691,0,15,4,0,0,1,0,0,0,975,0,2,2,1,0,0,0,0,3,0,0,25,0,0,1,2,2,1,0,0,1
692,1,15,2,0,0,0,0,0,0,2631,1,2,3,0,0,0,0,0,2,1,0,25,0,0,1,1,1,1,0,0,1
693,1,24,2,0,0,0,1,0,0,2896,1,1,2,0,1,0,0,0,1,0,0,29,0,0,1,1,2,1,0,0,1
694,0,6,4,1,0,0,0,0,0,4716,4,1,1,0,1,0,0,0,3,1,0,44,0,0,1,2,1,2,0,0,1
695,3,24,2,0,0,0,1,0,0,2284,0,3,4,0,1,0,0,0,2,0,0,28,0,0,1,1,2,1,1,0,1
696,3,6,2,0,1,0,0,0,0,1236,2,2,2,0,1,0,0,0,4,0,0,50,0,1,0,1,2,1,0,0,1
697,1,12,2,0,0,0,1,0,0,1103,0,3,4,0,1,0,0,1,3,1,0,29,0,0,1,2,2,1,0,1,1
698,3,12,4,1,0,0,0,0,0,926,0,0,1,0,0,0,0,0,2,0,0,38,0,0,1,1,0,1,0,0,1
699,3,18,4,0,0,0,1,0,0,1800,0,2,4,0,1,0,0,0,2,0,0,24,0,0,1,2,2,1,0,0,1
700,2,15,2,0,0,0,0,1,0,1905,0,4,4,0,1,0,0,0,4,0,0,40,0,1,0,1,3,1,1,0,1
701,3,12,2,0,0,1,0,0,0,1123,2,2,4,0,0,0,0,0,4,0,0,29,0,1,0,1,1,1,0,0,0
702,0,48,4,0,1,0,0,0,0,6331,0,4,4,0,1,0,0,0,4,0,1,46,0,0,0,2,2,1,1,0,0
703,2,24,2,0,0,0,1,0,0,1377,1,4,4,0,0,0,0,0,2,0,1,47,0,0,0,1,2,1,1,0,1
704,1,30,3,0,0,0,0,0,1,2503,1,4,4,0,1,0,0,0,2,0,0,41,1,0,1,2,2,1,0,0,1
705,1,27,2,0,0,0,0,0,1,2528,0,1,4,0,0,0,0,0,1,0,0,32,0,0,1,1,2,2,1,0,1
706,3,15,2,1,0,0,0,0,0,5324,2,4,1,0,0,0,0,0,4,0,1,35,0,0,0,1,2,1,0,0,1
707,1,48,2,1,0,0,0,0,0,6560,1,3,3,0,1,0,0,0,2,0,0,24,0,0,1,1,2,1,0,0,0
708,1,12,0,0,0,1,0,0,0,2969,0,1,4,0,0,0,0,0,3,0,0,25,0,1,0,2,2,1,0,0,0
709,1,9,2,0,0,0,1,0,0,1206,0,4,4,0,0,0,0,0,4,1,0,25,0,0,1,1,2,1,0,0,1
710,1,9,2,0,0,0,1,0,0,2118,0,2,2,0,1,0,0,0,2,1,0,37,0,0,1,1,1,2,0,0,1
711,3,18,4,0,0,0,1,0,0,629,2,4,4,0,1,0,0,0,3,0,0,32,1,0,1,2,3,1,1,0,1
712,0,6,1,0,0,0,0,1,0,1198,0,4,4,0,0,0,0,0,4,0,1,35,0,0,0,1,2,1,0,0,0
713,3,21,2,0,1,0,0,0,0,2476,4,4,4,0,1,0,0,0,4,1,0,46,0,0,1,1,3,1,1,0,1
714,0,9,4,0,0,0,1,0,0,1138,0,2,4,0,1,0,0,0,4,1,0,25,0,0,1,2,1,1,0,0,1
715,1,60,2,1,0,0,0,0,0,14027,0,3,4,0,1,0,0,0,2,0,1,27,0,0,1,1,3,1,1,0,0
716,3,30,4,0,1,0,0,0,0,7596,4,4,1,0,1,0,0,0,4,0,0,63,0,0,1,2,2,1,0,0,1
717,3,30,4,0,0,0,1,0,0,3077,4,4,3,0,1,0,0,0,2,0,0,40,0,0,1,2,2,2,1,0,1
718,3,18,2,0,0,0,1,0,0,1505,0,2,4,0,1,0,0,0,2,0,1,32,0,0,0,1,3,1,1,0,1
719,2,24,4,0,0,0,1,0,0,3148,4,2,3,0,1,0,0,0,2,0,0,31,0,0,1,2,2,1,1,0,1
720,1,20,0,0,1,0,0,0,0,6148,1,4,3,0,0,1,0,0,4,0,0,31,1,0,1,2,2,1,1,0,1
721,2,9,0,0,0,0,1,0,0,1337,0,1,4,0,1,0,0,0,2,0,0,34,0,0,1,2,3,1,1,0,0
722,1,6,1,0,0,0,0,1,0,433,3,1,4,0,0,0,0,0,2,0,0,24,1,1,0,1,2,2,0,0,0
723,0,12,2,1,0,0,0,0,0,1228,0,2,4,0,0,0,0,0,2,1,0,24,0,0,1,1,1,1,0,0,0
724,1,9,2,0,0,0,1,0,0,790,2,2,4,0,0,0,0,0,3,1,0,66,0,0,1,1,1,1,0,0,1
725,3,27,2,1,0,0,0,0,0,2570,0,2,3,0,0,0,0,0,3,1,0,21,0,1,0,1,2,1,0,0,0
726,3,6,4,1,0,0,0,0,0,250,3,2,2,0,0,0,0,0,2,1,0,41,1,0,1,2,1,1,0,0,1
727,3,15,4,0,0,0,1,0,0,1316,2,2,2,0,0,1,0,0,2,0,0,47,0,0,1,2,1,1,0,0,1
728,0,18,2,0,0,0,1,0,0,1882,0,2,4,0,0,0,0,0,4,0,0,25,1,1,0,2,2,1,0,0,0
729,1,48,1,0,0,0,0,0,1,6416,0,4,4,0,0,0,0,0,3,0,1,59,0,1,0,1,2,1,0,0,0
730,2,24,4,0,0,0,0,0,1,1275,3,2,2,1,0,0,0,0,4,1,0,36,0,0,1,2,2,1,1,0,1
731,1,24,3,0,0,0,1,0,0,6403,0,1,1,0,1,0,0,0,2,0,0,33,0,0,1,1,2,1,0,0,1
732,0,24,2,0,0,0,1,0,0,1987,0,2,2,0,1,0,0,0,4,1,0,21,0,1,0,1,1,2,0,0,0
733,1,8,2,0,0,0,1,0,0,760,0,3,4,0,0,0,0,1,2,1,0,44,0,0,1,1,1,1,0,0,1
734,3,24,2,0,1,0,0,0,0,2603,3,2,2,0,0,0,0,0,4,0,0,28,0,1,0,1,2,1,1,0,1
735,3,4,4,1,0,0,0,0,0,3380,0,3,1,0,0,0,0,0,1,1,0,37,0,0,1,1,2,2,0,0,1
736,1,36,1,0,0,0,0,0,0,3990,4,1,3,0,0,0,0,0,2,0,1,29,1,0,1,1,0,1,0,0,1
737,1,24,2,0,1,0,0,0,0,11560,0,2,1,0,0,0,0,0,4,0,0,23,0,1,0,2,3,1,0,0,0
738,0,18,2,1,0,0,0,0,0,4380,1,2,3,0,1,0,0,0,4,0,0,35,0,0,1,1,1,2,1,0,1
739,3,6,4,1,0,0,0,0,0,6761,0,3,1,0,1,0,0,0,3,0,1,45,0,0,1,2,3,2,1,0,1
740,1,30,0,0,0,0,0,0,1,4280,1,2,4,0,0,0,0,0,4,0,0,26,0,1,0,2,1,1,0,0,0
741,0,24,1,1,0,0,0,0,0,2325,1,3,2,0,1,0,0,0,3,0,0,32,1,0,1,1,2,1,0,0,1
742,1,10,1,0,0,0,1,0,0,1048,0,2,4,0,1,0,0,0,4,1,0,23,1,0,1,1,1,1,0,0,1
743,3,21,2,0,0,0,1,0,0,3160,4,4,4,0,1,0,0,0,3,0,0,41,0,0,1,1,2,1,1,0,1
744,0,24,1,0,0,1,0,0,0,2483,2,2,4,0,1,0,0,0,4,1,0,22,1,0,1,1,2,1,1,0,1
745,0,39,4,0,0,1,0,0,0,14179,4,3,4,0,1,0,0,0,4,0,0,30,0,0,1,2,3,1,1,0,1
746,0,13,4,0,0,0,0,0,1,1797,0,1,3,0,1,0,0,0,1,0,0,28,1,0,1,2,1,1,0,0,1
747,0,15,2,1,0,0,0,0,0,2511,0,0,1,0,0,0,0,0,4,0,0,23,0,1,0,1,2,1,0,0,1
748,0,12,2,1,0,0,0,0,0,1274,0,1,3,0,0,0,0,0,1,1,0,37,0,0,1,1,1,1,0,0,0
749,3,21,2,0,1,0,0,0,0,5248,4,2,1,0,1,0,0,0,3,0,0,26,0,0,1,1,2,1,0,0,1
750,3,15,2,0,1,0,0,0,0,3029,0,3,2,0,1,0,0,0,2,0,0,33,0,0,1,1,2,1,0,0,1
751,0,6,2,0,0,1,0,0,0,428,0,4,2,0,0,0,0,0,1,0,0,49,1,0,1,1,2,1,1,0,1
752,0,18,2,1,0,0,0,0,0,976,0,1,1,0,0,0,0,0,2,0,0,23,0,0,1,1,1,1,0,0,0
753,1,12,2,0,0,0,0,0,1,841,1,3,2,0,0,0,0,0,4,1,0,23,0,1,0,1,1,1,0,0,1
754,3,30,4,0,0,0,1,0,0,5771,0,3,4,0,0,0,0,0,2,0,0,25,0,0,1,2,2,1,0,0,1
755,3,12,3,0,0,0,0,0,0,1555,3,4,4,0,1,0,0,0,4,0,1,55,0,0,0,2,2,2,0,0,0
756,0,24,2,1,0,0,0,0,0,1285,4,3,4,0,0,0,0,0,4,0,1,32,0,1,0,1,2,1,0,0,0
757,2,6,4,1,0,0,0,0,0,1299,0,2,1,0,1,0,0,0,1,1,0,74,0,0,1,3,0,2,0,1,1
758,2,15,4,0,0,0,1,0,0,1271,4,2,3,0,1,0,0,0,4,0,1,39,0,0,0,2,2,1,1,0,0
759,3,24,2,1,0,0,0,0,0,1393,0,2,2,0,1,0,0,1,2,1,0,31,0,0,1,1,2,1,1,0,1
760,0,12,4,1,0,0,0,0,0,691,0,4,4,0,1,0,0,0,3,0,0,35,0,0,1,2,2,1,0,0,0
761,3,15,4,1,0,0,0,0,0,5045,4,4,1,0,0,0,0,0,4,0,0,59,0,0,1,1,2,1,1,0,1
762,0,18,4,0,0,1,0,0,0,2124,0,2,4,0,0,0,0,0,4,1,0,24,0,1,0,2,2,1,0,0,0
763,0,12,2,0,0,0,1,0,0,2214,0,2,4,0,1,0,0,0,3,0,0,24,0,0,1,1,1,1,0,0,1
764,3,21,4,1,0,0,0,0,0,12680,4,4,4,0,1,0,0,0,4,0,1,30,0,0,0,1,3,1,1,0,0
765,3,24,4,1,0,0,0,0,0,2463,1,3,4,0,0,1,0,0,3,0,0,27,0,0,1,2,2,1,1,0,1
766,1,12,2,0,0,0,1,0,0,1155,0,4,3,0,0,1,0,1,3,1,0,40,1,0,1,2,1,1,0,0,1
767,0,30,2,0,0,1,0,0,0,3108,0,1,2,1,0,0,0,0,4,0,0,31,0,0,1,1,1,1,0,0,0
768,3,10,2,0,1,0,0,0,0,2901,4,1,1,0,0,0,0,0,4,1,0,31,0,1,0,1,2,1,0,0,1
769,1,12,4,0,0,1,0,0,0,3617,0,4,1,0,1,0,0,0,4,0,0,28,0,1,0,3,2,1,1,0,1
770,3,12,4,0,0,0,1,0,0,1655,0,4,2,0,1,0,0,0,4,1,0,63,0,0,1,2,1,1,1,0,1
771,0,24,2,0,1,0,0,0,0,2812,4,4,2,0,0,0,0,0,4,1,0,26,0,1,0,1,2,1,0,0,1
772,0,36,4,0,0,0,0,1,0,8065,0,2,3,0,0,0,0,0,2,0,1,25,0,0,1,2,3,1,1,0,0
773,3,21,4,0,1,0,0,0,0,3275,0,4,1,0,1,0,0,0,4,0,0,36,0,0,1,1,3,1,1,0,1
774,3,24,4,0,0,0,1,0,0,2223,1,4,4,0,1,0,0,0,4,0,0,52,1,0,1,2,2,1,0,0,1
775,2,12,4,1,0,0,0,0,0,1480,2,0,2,0,1,0,0,0,4,0,1,66,1,0,0,3,0,1,0,0,1
776,0,24,2,1,0,0,0,0,0,1371,4,2,4,0,0,0,0,0,4,1,0,25,0,1,0,1,2,1,0,0,0
777,3,36,4,1,0,0,0,0,0,3535,0,3,4,0,1,0,0,0,4,0,0,37,0,0,1,2,2,1,1,0,1
778,0,18,2,0,0,0,1,0,0,3509,0,3,4,0,0,0,0,1,1,1,0,25,0,0,1,1,2,1,0,0,1
779,3,36,4,0,1,0,0,0,0,5711,3,4,4,0,1,0,0,0,2,0,0,38,0,0,1,2,3,1,1,0,1
780,1,18,2,0,0,0,0,0,0,3872,0,0,2,0,0,0,0,0,4,0,0,67,0,0,1,1,2,1,1,0,1
781,1,39,4,0,0,0,1,0,0,4933,0,3,2,0,1,0,0,1,2,1,0,25,0,0,1,2,2,1,0,0,0
782,3,24,4,1,0,0,0,0,0,1940,3,4,4,0,1,0,0,0,4,1,0,60,0,0,1,1,2,1,1,0,1
783,1,12,0,0,0,0,0,0,0,1410,0,2,2,0,1,0,0,0,2,1,0,31,0,0,1,1,1,1,1,0,1
784,1,12,2,1,0,0,0,0,0,836,1,1,4,0,0,0,0,0,2,0,0,23,1,0,1,1,1,1,0,0,0
785,1,20,2,0,1,0,0,0,0,6468,4,0,1,1,0,0,0,0,4,1,0,60,0,0,1,1,3,1,1,0,1
786,1,18,2,0,0,0,0,0,1,1941,3,2,4,0,1,0,0,0,2,0,0,35,0,0,1,1,1,1,1,0,1
787,3,22,2,0,0,0,1,0,0,2675,2,4,3,0,1,0,0,0,4,0,0,40,0,0,1,1,2,1,0,0,1
788,3,48,4,0,1,0,0,0,0,2751,4,4,4,0,1,0,0,0,3,0,0,38,0,0,1,2,2,2,1,0,1
789,1,48,3,0,0,0,0,1,0,6224,0,4,4,0,1,0,0,0,4,0,1,50,0,0,0,1,2,1,0,0,0
790,0,40,4,0,0,0,0,1,0,5998,0,2,4,0,1,0,0,0,3,0,1,27,1,0,1,1,2,1,1,0,0
791,1,21,2,0,0,0,0,0,1,1188,0,4,2,0,0,0,0,0,4,0,0,39,0,0,1,1,2,2,0,0,0
792,3,24,2,0,1,0,0,0,0,6313,4,4,3,0,1,0,0,0,4,0,0,41,0,0,1,1,3,2,1,0,1
793,3,6,4,0,0,1,0,0,0,1221,4,2,1,0,0,1,0,0,2,0,0,27,0,0,1,2,2,1,0,0,1
794,2,24,2,0,0,1,0,0,0,2892,0,4,3,1,0,0,0,0,4,0,1,51,0,0,0,1,2,1,0,0,1
795,3,24,2,0,0,1,0,0,0,3062,2,4,4,0,1,0,0,0,3,0,1,32,0,1,0,1,2,1,1,0,1
796,3,9,2,0,0,1,0,0,0,2301,1,1,2,0,0,0,0,0,4,0,0,22,0,1,0,1,2,1,0,0,1
797,0,18,2,0,1,0,0,0,0,7511,4,4,1,0,1,0,0,0,4,0,0,51,0,0,0,1,2,2,1,0,0
798,3,12,4,0,0,1,0,0,0,1258,0,1,2,0,0,0,0,0,4,0,0,22,0,1,0,2,1,1,0,0,1
799,3,24,3,1,0,0,0,0,0,717,4,4,4,0,0,1,0,0,4,0,0,54,0,0,1,2,2,1,1,0,1
800,1,9,2,1,0,0,0,0,0,1549,4,1,4,0,1,0,0,0,2,1,0,35,0,0,1,1,0,1,0,0,1
801,3,24,4,0,0,0,0,1,0,1597,0,4,4,0,1,0,0,0,4,0,1,54,0,0,0,2,2,2,0,0,1
802,1,18,4,0,0,0,1,0,0,1795,0,4,3,0,0,0,0,1,4,1,0,48,1,1,0,2,1,1,1,0,1
803,0,20,4,0,0,1,0,0,0,4272,0,4,1,0,0,0,0,0,4,0,0,24,0,0,1,2,2,1,0,0,1
804,3,12,4,0,0,0,1,0,0,976,4,4,4,0,1,0,0,0,4,0,0,35,0,0,1,2,2,1,0,0,1
805,1,12,2,1,0,0,0,0,0,7472,4,0,1,0,0,0,0,0,2,1,0,24,0,1,0,1,0,1,0,0,1
806,0,36,2,1,0,0,0,0,0,9271,0,3,2,0,1,0,0,0,1,0,0,24,0,0,1,1,2,1,1,0,0
807,1,6,2,0,0,0,1,0,0,590,0,1,3,0,0,1,0,0,3,1,0,26,0,0,1,1,1,1,0,1,1
808,3,12,4,0,0,0,1,0,0,930,4,4,4,0,1,0,0,0,4,1,0,65,0,0,1,4,2,1,0,0,1
809,1,42,1,0,1,0,0,0,0,9283,0,0,1,0,1,0,0,0,2,0,1,55,1,0,0,1,3,1,1,0,1
810,1,15,0,1,0,0,0,0,0,1778,0,1,2,0,0,0,0,0,1,1,0,26,0,1,0,2,0,1,0,0,0
811,1,8,2,0,0,0,0,0,1,907,0,1,3,0,0,1,0,0,2,1,0,26,0,0,1,1,2,1,1,0,1
812,1,6,2,0,0,0,1,0,0,484,0,3,3,0,0,1,0,1,3,1,0,28,1,0,1,1,1,1,0,0,1
813,0,36,4,0,1,0,0,0,0,9629,0,3,4,0,1,0,0,0,4,0,0,24,0,0,1,2,2,1,1,0,0
814,0,48,2,0,0,0,0,0,0,3051,0,2,3,0,1,0,0,0,4,0,0,54,0,0,1,1,2,1,0,0,0
815,0,48,2,1,0,0,0,0,0,3931,0,3,4,0,1,0,0,0,4,0,1,46,0,0,0,1,2,2,0,0,0
816,1,36,3,1,0,0,0,0,0,7432,0,2,2,0,0,0,0,0,2,0,0,54,0,1,0,1,2,1,0,0,1
817,3,6,2,0,0,0,0,0,0,1338,2,2,1,1,0,0,0,0,4,1,0,62,0,0,1,1,2,1,0,0,1
818,3,6,4,0,0,0,1,0,0,1554,0,3,1,0,0,0,0,0,2,0,0,24,0,1,0,2,2,1,1,0,1
819,0,36,2,0,0,0,0,0,0,15857,0,0,2,1,0,0,1,0,3,0,0,43,0,0,1,1,3,1,0,0,1
820,0,18,2,0,0,0,1,0,0,1345,0,2,4,0,0,1,0,0,3,1,0,26,1,0,1,1,2,1,0,0,0
821,3,12,2,1,0,0,0,0,0,1101,0,2,3,0,0,1,0,0,2,1,0,27,0,0,1,2,2,1,1,0,1
822,2,12,2,0,0,0,1,0,0,3016,0,2,3,0,0,1,0,0,1,0,0,24,0,0,1,1,2,1,0,0,1
823,0,36,2,0,0,1,0,0,0,2712,0,4,2,0,1,0,0,0,2,0,0,41,1,0,1,1,2,2,0,0,0
824,0,8,4,1,0,0,0,0,0,731,0,4,4,0,1,0,0,0,4,1,0,47,0,0,1,2,1,1,0,0,1
825,3,18,4,0,0,1,0,0,0,3780,0,1,3,1,0,0,0,0,2,0,0,35,0,0,1,2,3,1,1,0,1
826,0,21,4,1,0,0,0,0,0,1602,0,4,4,0,0,1,0,0,3,0,0,30,0,0,1,2,2,1,1,0,1
827,0,18,4,1,0,0,0,0,0,3966,0,4,1,0,0,0,0,0,4,1,0,33,1,1,0,3,2,1,1,0,0
828,3,18,0,0,0,0,0,0,1,4165,0,2,2,0,1,0,0,0,2,0,0,36,1,0,1,2,2,2,0,0,0
829,0,36,2,0,1,0,0,0,0,8335,4,4,3,0,1,0,0,0,4,0,1,47,0,0,0,1,2,1,0,0,0
830,1,48,3,0,0,0,0,0,1,6681,4,2,4,0,1,0,0,0,4,0,1,38,0,0,0,1,2,2,1,0,1
831,3,24,3,0,0,0,0,0,1,2375,2,2,4,0,1,0,0,0,2,0,0,44,0,0,1,2,2,2,1,0,1
832,0,18,2,1,0,0,0,0,0,1216,0,1,4,0,0,0,0,0,3,0,0,23,0,1,0,1,2,1,1,0,0
833,0,45,0,0,0,0,0,0,1,11816,0,4,2,0,1,0,0,0,4,0,0,29,0,1,0,2,2,1,0,0,0
834,1,24,2,0,0,0,1,0,0,5084,4,4,2,0,0,0,0,0,4,0,0,42,0,0,1,1,2,1,1,0,1
835,2,15,2,0,0,0,1,0,0,2327,0,1,2,0,0,0,0,0,3,1,0,25,0,0,1,1,1,1,0,0,0
836,0,12,0,1,0,0,0,0,0,1082,0,2,4,0,1,0,0,0,4,0,0,48,1,0,1,2,2,1,0,0,0
837,3,12,2,0,0,0,1,0,0,886,4,2,4,0,0,0,0,0,2,0,0,21,0,0,1,1,2,1,0,0,1
838,3,4,2,0,0,1,0,0,0,601,0,1,1,0,0,0,0,0,3,1,0,23,0,1,0,1,1,2,0,0,1
839,0,24,4,0,1,0,0,0,0,2957,0,4,4,0,1,0,0,0,4,0,0,63,0,0,1,2,2,1,1,0,1
840,3,24,4,0,0,0,1,0,0,2611,0,4,4,0,0,1,1,0,3,1,0,46,0,0,1,2,2,1,0,0,1
841,0,36,2,0,0,1,0,0,0,5179,0,3,4,0,1,0,0,0,2,0,0,29,0,0,1,1,2,1,0,0,0
842,3,21,3,0,1,0,0,0,0,2993,0,2,3,0,1,0,0,0,2,1,0,28,1,0,1,2,1,1,0,0,1
843,3,18,2,0,0,0,0,0,0,1943,0,1,4,0,0,0,0,0,4,1,0,23,0,0,1,1,2,1,0,0,0
844,3,24,1,0,0,0,0,0,1,1559,0,3,4,0,1,0,0,0,4,0,0,50,1,0,1,1,2,1,1,0,1
845,3,18,2,0,0,1,0,0,0,3422,0,4,4,0,1,0,0,0,4,0,0,47,1,0,1,3,2,2,1,0,1
846,1,21,2,0,0,1,0,0,0,3976,4,3,2,0,1,0,0,0,3,0,0,35,0,0,1,1,2,1,1,0,1
847,3,18,2,1,0,0,0,0,0,6761,4,2,2,0,1,0,0,0,4,0,0,68,0,1,0,2,2,1,0,0,0
848,3,24,2,1,0,0,0,0,0,1249,0,1,4,0,0,1,0,0,2,1,0,28,0,0,1,1,2,1,0,0,1
849,0,9,2,0,0,0,1,0,0,1364,0,3,3,0,1,0,0,0,4,1,0,59,0,0,1,1,2,1,0,0,1
