date,time,BOROUGH,zip_code,latitude,longitude,location,on_street_name,cross_street_name,off_street_name,#_persons_injured,#_persons_killed,#_pedestrians_injured,#_pedestrians_killed,#_cyclist_injured,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
02/20/2017,21:38,,,40.716652,-73.8259,"(40.716652, -73.8259)",GRAND CENTRAL PKWY              ,,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3621983,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/13/2017,8:30,BRONX,10467.0,40.865390000000005,-73.86913,"(40.86539, -73.86913)",ALLERTON AVENUE                 ,BARKER AVENUE,,0.0,0.0,0,0,0,0,0,0,View Obstructed/Limited,Driver Inattention/Distraction,,,,3749699,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
07/02/2016,16:30,BROOKLYN,11208.0,40.669456,-73.86284,"(40.669456, -73.86284)",LINDEN BOULEVARD                ,ELDERTS LANE,,2.0,0.0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3475019,PASSENGER VEHICLE,OTHER,,,
04/02/2015,10:25,MANHATTAN,10022.0,40.760222600000006,-73.967462,"(40.7602226, -73.967462)",EAST 57 STREET                  ,3 AVENUE                        ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3196201,BUS,SPORT UTILITY / STATION WAGON,,,
03/30/2014,17:40,BROOKLYN,11215,40.6764116,-73.9804599,"(40.6764116, -73.9804599)",5 AVENUE                        ,UNION STREET                    ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,742281,TAXI,PASSENGER VEHICLE,,,
07/20/2018,18:17,BRONX,10452.0,40.83611,-73.92238,"(40.83611, -73.92238)",EAST 167 STREET                 ,JEROME AVENUE,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3946638,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
12/10/2014,16:30,BROOKLYN,11233,40.676343100000004,-73.910927,"(40.6763431, -73.910927)",ATLANTIC AVENUE                 ,ROCKAWAY AVENUE                 ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3134856,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/27/2014,13:00,,,,,,GRIDLEY AVENUE                  ,BRABANT STREET                  ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,359479,BUS,UNKNOWN,,,
01/28/2014,8:20,QUEENS,11356,40.78169329999999,-73.84050390000002,"(40.7816933, -73.8405039)",20 AVENUE                       ,128 STREET                      ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,254274,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/26/2014,3:00,BROOKLYN,11222,40.72289129999999,-73.94022059999999,"(40.7228913, -73.9402206)",MEEKER AVENUE                   ,SUTTON STREET                   ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,200963,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,PASSENGER VEHICLE,PASSENGER VEHICLE,OTHER
04/22/2018,16:50,,,40.826622,-73.930984,"(40.826622, -73.930984)",MAJOR DEEGAN EXPRESSWAY         ,,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3886344,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
05/08/2018,18:20,QUEENS,11433.0,40.69755,-73.79756,"(40.69755, -73.79756)",,,106-20    157 STREET                    ,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3898176,Sedan,Station Wagon/Sport Utility Vehicle,,,
10/07/2015,21:00,QUEENS,11101.0,40.750646200000006,-73.9456564,"(40.7506462, -73.9456564)",43 AVENUE                       ,21 STREET                       ,,1.0,0.0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3311458,PASSENGER VEHICLE,,,,
10/10/2013,12:40,STATEN ISLAND,10310,40.638542799999996,-74.1073373,"(40.6385428, -74.1073373)",BARD AVENUE                     ,HENDERSON AVENUE                ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,289472,PASSENGER VEHICLE,UNKNOWN,,,
10/26/2018,16:00,,,40.699690000000004,-73.91557,"(40.69969, -73.91557)",MENAHAN STREET                  ,,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4014382,,,,,
05/21/2014,18:46,QUEENS,11356,40.78419,-73.8458097,"(40.78419, -73.8458097)",COLLEGE POINT BOULEVARD         ,15 AVENUE                       ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,339619,VAN,VAN,,,
04/27/2017,19:00,STATEN ISLAND,10301.0,40.64481,-74.09598000000001,"(40.64481, -74.09598)",LAFAYETTE AVENUE                ,RICHMOND TERRACE,,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,Unspecified,,,3660546,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
11/06/2015,22:00,QUEENS,11369.0,40.764828,-73.8698464,"(40.764828, -73.8698464)",25 AVENUE                       ,100 STREET                      ,,1.0,0.0,0,0,0,0,1,0,Reaction to Other Uninvolved Vehicle,Unspecified,,,,3330288,SPORT UTILITY / STATION WAGON,MOTORCYCLE,,,
02/28/2014,18:30,,,,,,,,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2873509,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/22/2016,1:13,,,40.76155,-73.96659,"(40.76155, -73.96659)",,,EAST 59 STREET                          ,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3409019,PASSENGER VEHICLE,,,,
07/12/2012,14:06,MANHATTAN,10013,40.720340500000006,-74.0022223,"(40.7203405, -74.0022223)",MERCER STREET                   ,HOWARD STREET                   ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,126,SPORT UTILITY / STATION WAGON,TAXI,,,
08/08/2013,15:56,BROOKLYN,11234.0,40.6241643,-73.917751,"(40.6241643, -73.917751)",RALPH AVENUE                    ,AVENUE L                        ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,128387,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/09/2013,10:30,QUEENS,11356,40.783869700000004,-73.8549679,"(40.7838697, -73.8549679)",15 AVENUE                       ,112 STREET                      ,,1.0,0.0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,,248466,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
12/31/2013,16:30,MANHATTAN,10024,40.784975200000005,-73.982638,"(40.7849752, -73.982638)",WEST 79 STREET                  ,RIVERSIDE DRIVE                 ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,55063,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/06/2017,19:00,MANHATTAN,10007.0,40.714478,-74.01354,"(40.714478, -74.01354)",BARCLAY STREET                  ,WEST STREET,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3744443,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/13/2014,7:20,MANHATTAN,10035,40.804375799999995,-73.9374202,"(40.8043758, -73.9374202)",EAST 125 STREET                 ,LEXINGTON AVENUE                ,,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,349737,SPORT UTILITY / STATION WAGON,OTHER,,,
01/06/2015,9:30,STATEN ISLAND,10301,40.6317239,-74.09591999999999,"(40.6317239, -74.09592)",FOREST AVENUE                   ,HAVENWOOD ROAD                  ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3148571,OTHER,PASSENGER VEHICLE,,,
03/13/2014,13:04,,,,,,,,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2934719,SMALL COM VEH(4 TIRES) ,UNKNOWN,,,
01/12/2019,11:39,QUEENS,11420.0,40.66708,-73.81033000000001,"(40.66708, -73.81033)",130 STREET                      ,NORTH CONDUIT AVENUE,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4065569,Station Wagon/Sport Utility Vehicle,Sedan,,,
12/27/2016,13:15,,,40.534034999999996,-74.195656,"(40.534035, -74.195656)",KOREAN WAR VETS PARKWAY         ,,,3.0,0.0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,,3589377,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
09/14/2018,14:26,BROOKLYN,11203.0,40.654915,-73.93751999999999,"(40.654915, -73.93752)",EAST 43 STREET                  ,LENOX ROAD,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,3981617,Sedan,,,,
05/23/2016,20:00,BROOKLYN,11207.0,40.676594,-73.89038000000001,"(40.676594, -73.89038)",ATLANTIC AVENUE                 ,HENDRIX STREET,,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3450549,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/11/2015,21:45,BROOKLYN,11225,40.659227,-73.9533863,"(40.659227, -73.9533863)",ROGERS AVENUE                   ,RUTLAND ROAD                    ,,4.0,0.0,0,0,0,0,4,0,Physical Disability,Unspecified,,,,3184981,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/08/2018,16:50,,,40.683803999999995,-73.833534,"(40.683804, -73.833534)",LIBERTY AVENUE                  ,108 STREET,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3996224,Station Wagon/Sport Utility Vehicle,Sedan,,,
08/23/2013,16:50,,,40.76390120000001,-73.95322409999999,"(40.7639012, -73.9532241)",,,,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,2849078,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
05/23/2018,17:05,,,40.90148,-73.887764,"(40.90148, -73.887764)",HENRY HUDSON PARKWAY            ,,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3907169,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
09/15/2014,11:20,QUEENS,11426,40.7267569,-73.7141023,"(40.7267569, -73.7141023)",JAMAICA AVENUE                  ,251 STREET                      ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,1025150,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/27/2016,14:55,STATEN ISLAND,10312.0,,,,AMBOY ROAD                      ,ALVINE AVENUE,,1.0,0.0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3433353,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/04/2018,8:00,,,,,,MC GUINNESS BLVD SOUTH          ,MEEKER AVENUE,,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3974351,Sedan,Sedan,,,
04/24/2017,10:00,BROOKLYN,11226.0,40.648643,-73.96075,"(40.648643, -73.96075)",OCEAN AVENUE                    ,TENNIS COURT,,1.0,0.0,1,0,0,0,0,0,Unspecified,,,,,3656896,PASSENGER VEHICLE,,,,
10/25/2012,15:15,,,40.6304283,-73.88592659999999,"(40.6304283, -73.8859266)",,,,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,2960101,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2013,19:00,,,,,,,,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,3045883,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/04/2017,20:08,BROOKLYN,11209.0,40.617683,-74.02948,"(40.617683, -74.02948)",,,9201      5 AVENUE                      ,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,3592733,SPORT UTILITY / STATION WAGON,,,,
09/28/2017,22:00,,,40.843994,-73.89752,"(40.843994, -73.89752)",3 AVENUE                        ,CROSS BRONX EXPRESSWAY,,2.0,0.0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3760919,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
03/31/2017,17:20,BROOKLYN,11217.0,40.681835,-73.97584,"(40.681835, -73.97584)",FLATBUSH AVENUE                 ,DEAN STREET,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3643995,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/10/2013,16:00,STATEN ISLAND,10309,40.52945510000001,-74.2109969,"(40.5294551, -74.2109969)",DRUMGOOLE ROAD EAST             ,MAGUIRE AVENUE                  ,,2.0,0.0,0,0,0,0,2,0,Unspecified,Unspecified,,,,303252,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
05/03/2017,21:00,,,,,,168 STREET                      ,GRAND CENTRAL PARKWAY,,0.0,0.0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3662698,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
03/24/2015,20:30,MANHATTAN,10011.0,40.7464925,-74.0013245,"(40.7464925, -74.0013245)",9 AVENUE                        ,WEST 23 STREET                  ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3192386,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
08/25/2015,13:15,,,,,,ROCKLAND AVENUE                 ,SLAYTON AVENUE                  ,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3284378,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/19/2012,19:25,BROOKLYN,11232,40.647486,-74.0006631,"(40.647486, -74.0006631)",41 STREET                       ,7 AVENUE                        ,,1.0,0.0,0,0,1,0,0,0,Unspecified,Unspecified,,,,157026,PASSENGER VEHICLE,BICYCLE,,,
01/16/2016,17:00,QUEENS,11385.0,40.702000700000006,-73.8800782,"(40.7020007, -73.8800782)",MYRTLE AVENUE                   ,71 STREET                       ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3372480,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/14/2017,6:00,,,40.73632,-73.85901,"(40.73632, -73.85901)",99 STREET                       ,,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3749762,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/09/2014,16:30,QUEENS,11415,40.7139131,-73.83008249999999,"(40.7139131, -73.8300825)",QUEENS BOULEVARD                ,80 ROAD                         ,,0.0,0.0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,3134365,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/25/2015,15:40,,,,,,QUEENS BOULEVARD                ,59 AVENUE                       ,,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3176222,PASSENGER VEHICLE,VAN,,,
08/04/2013,13:34,QUEENS,11427.0,40.7229283,-73.7534572,"(40.7229283, -73.7534572)",89 AVENUE                       ,HOLLIS COURT                    ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,224766,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/15/2014,15:20,BROOKLYN,11206,40.69698629999999,-73.9352238,"(40.6969863, -73.9352238)",MYRTLE AVENUE                   ,BROADWAY                        ,,1.0,0.0,1,0,0,0,0,0,Unspecified,,,,,3137959,BUS,,,,
11/19/2018,19:00,MANHATTAN,10038.0,40.707214,-74.00275400000001,"(40.707214, -74.002754)",BEEKMAN STREET                  ,FRONT STREET,,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4029298,Station Wagon/Sport Utility Vehicle,Sedan,,,
08/10/2012,11:20,QUEENS,11355,40.7571441,-73.82709179999999,"(40.7571441, -73.8270918)",KISSENA BOULEVARD               ,SANFORD AVENUE                  ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,246192,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/07/2019,17:40,,,40.63932,-74.02356,"(40.63932, -74.02356)",65 STREET                       ,3 AVENUE,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4064735,Sedan,Sedan,,,
08/14/2018,18:25,STATEN ISLAND,10310.0,40.63422,-74.12123000000001,"(40.63422, -74.12123)",CASTLETON AVENUE                ,BARKER STREET,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3962159,Sedan,Sedan,,,
11/26/2014,14:25,BRONX,10451,40.82294279999999,-73.91450649999999,"(40.8229428, -73.9145065)",EAST 159 STREET                 ,MELROSE AVENUE                  ,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3127225,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES) ,,,
01/30/2017,21:30,BROOKLYN,11235.0,40.582836,-73.95901500000001,"(40.582836, -73.959015)",GUIDER AVENUE                   ,EAST 11 STREET,,0.0,0.0,0,0,0,0,0,0,Pavement Slippery,,,,,3607369,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/21/2012,18:15,BROOKLYN,11238,40.6745738,-73.9631381,"(40.6745738, -73.9631381)",WASHINGTON AVENUE               ,STERLING PLACE                  ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,172985,PASSENGER VEHICLE,BICYCLE,,,
06/15/2013,19:50,,,40.6793205,-74.003322,"(40.6793205, -74.003322)",,,,0.0,0.0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,2976283,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
05/20/2018,12:20,,,40.793552000000005,-73.945335,"(40.793552, -73.945335)",LEXINGTON AVENUE                ,,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3905441,Sedan,Station Wagon/Sport Utility Vehicle,,,
04/13/2015,13:40,,,,,,DREISER LOOP                    ,COOP CITY BOULEVARD             ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3201772,PASSENGER VEHICLE,UNKNOWN,,,
12/31/2018,19:54,,,40.894314,-73.86027,"(40.894314, -73.86027)",EAST 233 STREET                 ,,,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Traffic Control Disregarded,,,,4055503,Sedan,Sedan,,,
09/24/2017,18:00,,,,,,12 AVENUE                       ,,,0.0,0.0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Unspecified,,,3756678,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
03/15/2016,8:00,,,40.674,-73.8721,"(40.674, -73.8721)",,,,0.0,0.0,0,0,0,0,0,0,Pavement Slippery,Following Too Closely,,,,3414708,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/27/2014,16:30,QUEENS,11101,40.7522294,-73.93910059999999,"(40.7522294, -73.9391006)",41 AVENUE                       ,CRESCENT STREET                 ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,358911,LIVERY VEHICLE,SMALL COM VEH(4 TIRES) ,,,
01/28/2019,12:01,MANHATTAN,10018.0,40.75525,-73.998665,"(40.75525, -73.998665)",WEST 35 STREET                  ,10 AVENUE,,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,4071031,omm,Taxi,,,
05/03/2016,14:40,BROOKLYN,11207.0,,,,VAN SICLEN AVENUE               ,LINDEN BOULEVARD,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,3435023,PASSENGER VEHICLE,,,,
07/20/2017,13:20,BROOKLYN,11231.0,40.681059999999995,-73.99654,"(40.68106, -73.99654)",COURT STREET                    ,CARROLL STREET,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,3715890,PICK-UP TRUCK,PASSENGER VEHICLE,,,
08/09/2012,17:00,,,40.63580820000001,-74.01761440000001,"(40.6358082, -74.0176144)",,,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2957193,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/03/2015,16:00,BROOKLYN,11209.0,40.6213677,-74.0319191,"(40.6213677, -74.0319191)",3 AVENUE                        ,89 STREET                       ,,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3346651,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
06/10/2015,12:45,,,40.6664063,-73.8026224,"(40.6664063, -73.8026224)",,,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3238368,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
03/30/2014,16:00,MANHATTAN,10022,40.7606005,-73.9643142,"(40.7606005, -73.9643142)",EAST 59 STREET                  ,2 AVENUE                        ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,440737,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
06/07/2017,18:38,MANHATTAN,10024.0,40.781265000000005,-73.97599,"(40.781265, -73.97599)",COLUMBUS AVENUE                 ,WEST 78 STREET,,1.0,0.0,1,0,0,0,0,0,,,,,,3686089,,,,,
07/16/2016,6:45,BROOKLYN,11203.0,40.655334,-73.93077,"(40.655334, -73.93077)",LENOX ROAD                      ,UTICA AVENUE,,2.0,0.0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3482258,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/28/2014,7:53,BROOKLYN,11220,40.64120870000001,-74.0251184,"(40.6412087, -74.0251184)",2 AVENUE                        ,64 STREET                       ,,1.0,0.0,1,0,0,0,0,0,Unspecified,,,,,327247,PASSENGER VEHICLE,,,,
08/21/2017,11:45,QUEENS,11434.0,40.655254,-73.76568,"(40.655254, -73.76568)",182 STREET                      ,ROCKAWAY BOULEVARD,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3735405,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
02/27/2015,18:17,,,40.7624923,-73.83957690000001,"(40.7624923, -73.8395769)",,,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3177408,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,UNKNOWN,,
06/15/2015,8:30,BROOKLYN,11203.0,40.6549755,-73.9365477,"(40.6549755, -73.9365477)",TROY AVENUE                     ,LENOX ROAD                      ,,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3240008,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/20/2019,2:05,,,40.808445,-73.945,"(40.808445, -73.945)",WEST 126 STREET                 ,,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,4058456,Sedan,Sedan,,,
01/25/2018,15:45,,,,,,MACOMBS DAM BRIDGE              ,EXTERIOR STREET,,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3835278,PASSENGER VEHICLE,VN,,,
12/31/2015,15:25,QUEENS,11385.0,40.71333320000001,-73.9130382,"(40.7133332, -73.9130382)",NURGE AVENUE                    ,METROPOLITAN AVENUE             ,,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3363187,OTHER,SPORT UTILITY / STATION WAGON,,,
09/05/2018,5:30,BRONX,10452.0,40.831974,-73.9235,"(40.831974, -73.9235)",RIVER AVENUE                    ,EAST 165 STREET,,0.0,0.0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3974239,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
09/13/2012,13:00,BROOKLYN,11205,40.691640500000005,-73.9715595,"(40.6916405, -73.9715595)",ADELPHI STREET                  ,WILLOUGHBY AVENUE               ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,191858,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
09/16/2018,10:30,QUEENS,11693.0,40.586506,-73.81773000000001,"(40.586506, -73.81773)",ROCKAWAY FREEWAY                ,BEACH 95 STREET,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Other Vehicular,Unspecified,,,3982496,Station Wagon/Sport Utility Vehicle,Bus,Station Wagon/Sport Utility Vehicle,,
03/11/2015,19:00,,,,,,MAPLE PARKWAY                   ,FOREST AVENUE                   ,,0.0,0.0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3185260,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/10/2015,6:30,MANHATTAN,10017.0,40.7552424,-73.9732757,"(40.7552424, -73.9732757)",EAST 48 STREET                  ,LEXINGTON AVENUE                ,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3294411,SPORT UTILITY / STATION WAGON,LIVERY VEHICLE,,,
05/13/2018,10:00,,,40.823833,-73.87807,"(40.823833, -73.87807)",ELDER AVENUE                    ,BRUCKNER BOULEVARD,,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3899504,Sedan,,,,
12/10/2017,4:40,MANHATTAN,10002.0,40.718723,-73.98881999999999,"(40.718723, -73.98882)",,,101       DELANCEY STREET               ,3.0,0.0,0,0,0,0,3,0,Alcohol Involvement,Alcohol Involvement,Alcohol Involvement,Unspecified,,3813380,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,TAXI,SPORT UTILITY / STATION WAGON,
01/11/2014,18:16,,,,,,HILLSIDE AVENUE                 ,VANWYCK EXPRESSWAY              ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,212700,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/22/2019,18:15,BRONX,10475.0,40.880093,-73.827614,"(40.880093, -73.827614)",,,3285      ROMBOUTS AVENUE               ,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4059332,Sedan,Convertible,,,
07/30/2018,19:05,STATEN ISLAND,10305.0,40.5842,-74.09472,"(40.5842, -74.09472)",HYLAN BOULEVARD                 ,NAUGHTON AVENUE,,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3952124,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
07/15/2016,17:15,,,,,,STATEN ISLAND EXPY              ,,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3481120,SMALL COM VEH(4 TIRES) ,,,,
04/08/2017,16:15,QUEENS,11423.0,40.714638,-73.76131,"(40.714638, -73.76131)",,,90-52     198 STREET                    ,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,3648012,SPORT UTILITY / STATION WAGON,,,,
12/04/2015,14:10,QUEENS,11436.0,40.681861100000006,-73.79551190000001,"(40.6818611, -73.7955119)",116 AVENUE                      ,146 STREET                      ,,3.0,0.0,0,0,0,0,3,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3346914,PASSENGER VEHICLE,UNKNOWN,,,
