Seq#,ID#,gender,M,R,F,first_purch,child_bks,youth_bks,cook_bks,DoItYBks,ref_bks,art_bks,geog_bks,ital_cook,ital_atlas,ital_art,florence,related_purchase,Mcode,Rcode,Fcode,yes_florence,no_florence
2948,24384,1,293,8,9,46,3,0,1,0,1,1,2,0,0,0,1,3,5,3,3,1,0
2949,24388,0,228,4,11,46,1,1,2,2,1,0,1,0,0,0,0,1,5,2,3,0,1
2950,24389,0,160,6,6,22,1,0,0,0,1,0,1,0,0,0,0,1,4,2,3,0,1
2951,24402,1,65,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,1
2952,24412,0,167,22,3,30,0,0,1,0,0,0,0,0,0,0,0,0,4,4,3,0,1
2953,24414,1,31,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,1
2954,24424,1,151,16,1,16,0,0,1,0,0,0,0,0,0,0,0,0,4,4,1,0,1
2955,24431,0,152,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,1
2956,24438,1,327,10,2,12,0,0,0,0,0,0,1,0,0,0,0,1,5,3,2,0,1
2957,24451,1,239,36,1,36,0,0,0,0,1,1,2,0,0,1,0,4,5,4,1,0,1
2958,24457,1,102,20,2,26,1,0,0,0,0,2,0,0,0,0,0,2,4,4,2,0,1
2959,24465,1,79,18,2,22,0,0,0,1,0,1,0,0,0,0,0,1,3,4,2,0,1
2960,24484,0,199,16,1,16,0,0,0,0,1,0,0,0,0,0,0,0,4,4,1,0,1
2961,24492,1,153,10,1,10,0,0,0,0,0,1,2,0,0,0,0,3,4,3,1,0,1
2962,24505,1,175,28,3,40,1,0,0,0,1,0,2,0,0,0,0,2,4,4,3,0,1
2963,24512,1,285,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,1
2964,24521,0,33,12,2,16,0,0,1,0,0,0,0,0,0,0,1,0,2,3,2,1,0
2965,24526,1,308,14,9,60,0,1,2,3,1,0,1,1,0,0,0,2,5,4,3,0,1
2966,24543,1,82,34,3,44,1,0,0,1,0,0,0,0,0,0,0,0,3,4,3,0,1
2967,24546,1,50,26,1,26,0,0,1,0,0,2,0,0,0,0,0,2,2,4,1,0,1
2968,24554,1,265,30,11,52,3,1,4,1,0,0,0,0,0,0,1,0,5,4,3,1,0
2969,24555,0,257,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,1
2970,24581,1,363,16,10,40,2,0,2,3,0,1,2,0,0,0,1,3,5,4,3,1,0
2971,24588,0,110,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,1
2972,24609,1,233,12,2,20,1,0,0,0,0,0,0,1,0,0,0,1,5,3,2,0,1
2973,24613,1,214,6,2,10,0,0,0,0,0,0,0,1,0,0,0,1,5,2,2,0,1
2974,24621,1,161,10,9,30,1,3,2,2,0,0,0,0,0,0,0,0,4,3,3,0,1
2975,24623,1,25,16,1,16,0,0,0,1,0,0,0,0,0,0,0,0,1,4,1,0,1
2976,24634,1,108,16,2,22,1,1,0,0,0,0,0,0,0,0,0,0,4,4,2,0,1
2977,24641,0,61,14,2,20,1,1,0,0,0,0,1,0,0,0,0,1,3,4,2,0,1
2978,24645,1,127,12,7,28,1,1,1,1,1,0,0,0,0,1,0,1,4,3,3,0,1
2979,24646,1,184,16,1,16,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,1
2980,24648,1,308,16,1,16,0,0,0,0,1,0,1,0,0,0,0,1,5,4,1,0,1
2981,24655,1,415,4,10,50,2,3,0,1,0,0,2,0,0,0,1,2,5,2,3,1,0
2982,24658,0,157,14,2,22,0,0,2,0,0,0,0,2,0,0,0,2,4,4,2,0,1
2983,24682,1,372,4,7,38,0,0,3,0,1,0,1,0,0,0,0,1,5,2,3,0,1
2984,24684,1,89,8,2,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,1
2985,24709,1,194,4,6,16,0,0,2,0,0,1,0,0,1,0,0,2,4,2,3,0,1
2986,24718,0,423,8,12,44,3,0,4,1,0,1,1,0,0,0,0,2,5,3,3,0,1
2987,24720,1,291,16,1,16,0,1,0,0,0,0,1,1,0,0,0,2,5,4,1,0,1
2988,24731,1,337,14,10,52,1,1,4,0,0,0,1,2,0,0,1,3,5,4,3,1,0
2989,24736,1,183,14,1,14,0,0,0,0,0,0,2,0,0,0,0,2,4,4,1,0,1
2990,24740,0,334,8,12,62,3,2,2,1,1,0,0,0,0,0,0,0,5,3,3,0,1
2991,24743,1,55,22,1,22,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,1
2992,24746,1,244,16,5,42,0,1,1,1,0,2,0,0,0,0,0,2,5,4,3,0,1
2993,24770,1,306,6,2,10,0,0,0,0,0,0,0,1,1,0,0,2,5,2,2,0,1
2994,24787,1,185,24,8,48,1,1,1,0,2,0,2,0,0,0,0,2,4,4,3,0,1
2995,24798,1,331,8,7,32,0,0,0,2,1,0,0,0,0,1,0,1,5,3,3,0,1
2996,24799,1,245,8,2,12,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,1
2997,24801,1,167,36,1,36,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,1
2998,24822,0,37,12,1,12,0,0,0,0,0,3,0,0,0,0,0,3,2,3,1,0,1
2999,24833,1,134,12,5,36,1,1,1,0,0,1,0,0,0,0,0,1,4,3,3,0,1
3000,24836,0,169,6,7,44,2,1,2,0,0,0,0,0,0,0,0,0,4,2,3,0,1
3001,24845,1,69,12,3,24,0,0,1,0,0,1,0,0,0,0,0,1,3,3,3,0,1
3002,24858,0,434,24,10,44,2,0,3,3,1,0,1,0,2,0,0,3,5,4,3,0,1
3003,24861,1,241,10,3,24,1,0,0,1,0,1,0,0,0,0,0,1,5,3,3,0,1
3004,24868,1,166,6,3,20,0,0,0,0,0,1,0,0,0,0,0,1,4,2,3,0,1
3005,24871,1,258,2,11,38,1,0,2,4,1,0,2,0,0,0,0,2,5,1,3,0,1
3006,24875,0,368,14,12,38,5,1,0,1,1,0,2,0,0,0,0,2,5,4,3,0,1
3007,24877,1,96,14,2,20,0,1,1,0,0,0,0,0,0,0,0,0,3,4,2,0,1
3008,24878,1,273,18,2,20,1,0,1,0,0,0,0,0,0,0,0,0,5,4,2,0,1
3009,24887,1,187,26,2,32,1,0,1,0,0,0,0,0,0,0,0,0,4,4,2,0,1
3010,24892,1,456,8,11,46,1,0,5,0,1,0,0,0,0,0,0,0,5,3,3,0,1
3011,24896,1,219,6,2,8,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,1
3012,24897,0,97,12,1,12,0,0,0,0,0,1,0,0,0,0,0,1,3,3,1,0,1
3013,24913,1,110,12,1,12,0,0,0,0,0,1,0,0,0,0,0,1,4,3,1,0,1
3014,24920,1,332,4,8,36,0,1,2,0,1,0,0,0,0,1,0,1,5,2,3,0,1
3015,24933,1,152,18,2,22,1,0,0,0,0,0,0,0,0,1,1,1,4,4,2,1,0
3016,24938,1,238,12,11,38,1,1,1,3,1,0,0,0,0,0,0,0,5,3,3,0,1
3017,24940,1,159,4,1,4,0,0,0,0,0,0,1,0,0,0,0,1,4,2,1,0,1
3018,24942,1,295,24,7,64,2,0,2,1,1,1,2,1,0,0,0,4,5,4,3,0,1
3019,24957,1,185,16,1,16,1,0,0,0,0,2,2,1,0,0,0,5,4,4,1,0,1
3020,24958,1,303,34,1,34,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,1
3021,24978,1,115,12,2,18,1,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,1
3022,24980,0,464,16,12,48,3,1,4,1,0,0,2,1,0,0,0,3,5,4,3,0,1
3023,25000,1,406,10,8,56,2,0,1,0,2,0,2,0,0,0,1,2,5,3,3,1,0
3024,25010,1,57,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,1
3025,25018,0,34,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,1
3026,25034,1,258,14,1,14,0,0,0,0,1,0,2,0,0,0,0,2,5,4,1,0,1
3027,25059,1,177,6,2,14,1,0,0,0,0,1,0,0,0,0,0,1,4,2,2,0,1
3028,25066,0,102,26,1,26,0,1,0,0,0,0,0,0,0,0,0,0,4,4,1,0,1
3029,25069,1,59,14,2,20,0,0,1,0,0,0,1,0,0,0,0,1,3,4,2,0,1
3030,25087,0,271,14,2,22,0,1,0,1,0,0,0,0,0,1,0,1,5,4,2,0,1
3031,25095,0,218,14,10,44,1,1,3,1,1,0,0,0,2,0,0,2,5,4,3,0,1
3032,25113,0,318,22,8,60,5,1,1,0,0,0,3,0,0,0,0,3,5,4,3,0,1
3033,25132,1,111,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,1
3034,25134,0,219,32,9,84,0,1,1,3,1,0,0,0,0,0,0,0,5,4,3,0,1
3035,25137,0,193,14,2,20,1,0,0,1,0,0,0,0,0,0,0,0,4,4,2,0,1
3036,25143,1,390,10,8,28,1,0,4,1,0,0,0,0,0,0,0,0,5,3,3,0,1
3037,25144,1,239,12,5,40,0,1,2,0,0,0,2,0,0,0,0,2,5,3,3,0,1
3038,25154,1,262,2,3,8,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,0,1
3039,25165,1,63,24,2,32,0,1,0,1,0,0,0,1,0,0,0,1,3,4,2,0,1
3040,25183,0,218,14,1,14,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,1
3041,25192,1,257,10,2,12,0,0,0,0,0,0,0,1,0,0,0,1,5,3,2,0,1
3042,25193,1,217,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,1
3043,25237,1,313,4,1,4,0,0,0,0,0,1,0,0,0,0,0,1,5,2,1,0,1
3044,25243,1,158,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,1
3045,25245,0,184,12,10,48,3,0,2,2,0,0,0,0,2,0,0,2,4,3,3,0,1
3046,25249,1,55,14,1,14,0,0,0,0,0,1,0,1,0,0,0,2,3,4,1,0,1
3047,25260,1,85,16,4,34,1,0,0,1,0,1,0,0,0,0,0,1,3,4,3,0,1
3048,25272,1,173,24,8,56,2,0,2,3,1,1,0,1,0,0,0,2,4,4,3,0,1
3049,25275,1,291,6,2,8,0,0,0,0,0,1,1,0,0,0,0,2,5,2,2,0,1
3050,25295,0,299,2,1,2,0,0,0,0,0,0,1,0,0,0,1,1,5,1,1,1,0
3051,25297,1,207,8,7,24,1,0,1,0,0,1,0,0,0,0,0,1,5,3,3,0,1
3052,25301,0,157,6,8,34,1,0,1,1,2,1,0,0,0,0,0,1,4,2,3,0,1
3053,25304,1,148,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,1,0
3054,25319,1,286,30,8,54,1,2,0,1,0,0,0,0,0,0,0,0,5,4,3,0,1
3055,25320,1,421,12,9,44,3,1,0,0,0,0,2,0,0,0,1,2,5,3,3,1,0
3056,25321,1,123,8,5,22,0,0,0,2,0,0,0,0,0,0,0,0,4,3,3,0,1
3057,25329,1,326,2,10,48,1,0,4,1,1,0,3,0,2,1,0,6,5,1,3,0,1
3058,25330,1,175,2,5,30,0,0,0,0,0,0,2,0,0,0,0,2,4,1,3,0,1
3059,25334,1,135,4,2,12,0,0,0,0,0,0,0,0,0,0,1,0,4,2,2,1,0
3060,25335,0,79,6,4,24,0,1,1,0,0,0,0,0,0,0,1,0,3,2,3,1,0
3061,25344,1,195,10,3,22,1,0,0,0,1,0,2,0,0,0,0,2,4,3,3,0,1
3062,25350,1,93,20,1,20,0,1,0,0,0,0,0,0,0,0,0,0,3,4,1,0,1
3063,25352,1,395,14,10,70,1,2,3,1,1,0,0,2,2,0,0,4,5,4,3,0,1
3064,25368,1,98,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,1
3065,25370,0,137,12,2,14,1,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,1
3066,25375,1,269,10,1,10,0,0,0,0,0,0,1,0,0,0,0,1,5,3,1,0,1
3067,25378,1,296,10,5,38,1,0,0,1,0,0,0,0,0,0,0,0,5,3,3,0,1
3068,25380,0,308,14,1,14,0,0,0,0,1,0,1,1,0,0,0,2,5,4,1,0,1
3069,25405,1,403,22,8,54,0,0,4,1,1,0,0,0,0,0,0,0,5,4,3,0,1
3070,25423,1,143,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,1
3071,25424,1,235,8,1,8,0,0,0,0,0,0,0,2,0,0,0,2,5,3,1,0,1
3072,25427,0,295,2,7,44,1,0,1,0,1,0,2,0,1,0,0,3,5,1,3,0,1
3073,25440,1,300,8,1,8,0,0,0,0,0,0,0,2,0,0,0,2,5,3,1,0,1
3074,25443,1,203,14,4,32,1,0,2,1,0,0,0,1,0,0,0,1,5,4,3,0,1
3075,25447,1,333,18,11,62,0,1,4,2,3,2,1,0,0,0,0,3,5,4,3,0,1
3076,25454,1,129,10,2,14,0,1,0,0,0,2,0,0,0,0,0,2,4,3,2,0,1
3077,25459,0,271,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,1
3078,25469,0,97,12,2,16,0,0,1,0,0,0,0,0,0,0,0,0,3,3,2,0,1
3079,25474,1,298,2,2,8,0,0,0,0,0,0,2,0,0,0,0,2,5,1,2,0,1
3080,25482,1,379,10,7,34,0,0,1,0,1,2,3,0,1,0,0,6,5,3,3,0,1
3081,25491,1,149,22,2,24,0,0,1,0,1,0,1,0,0,0,0,1,4,4,2,0,1
3082,25495,1,292,2,2,6,0,0,0,0,0,1,0,0,0,0,0,1,5,1,2,0,1
3083,25498,1,265,16,5,36,1,2,1,1,0,0,0,0,0,1,0,1,5,4,3,0,1
3084,25499,0,270,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,1
3085,25502,0,442,26,12,88,1,1,3,3,1,0,1,0,0,1,0,2,5,4,3,0,1
3086,25503,0,232,12,6,46,2,0,1,1,0,0,2,1,0,0,0,3,5,3,3,0,1
3087,25511,0,49,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1
3088,25517,1,243,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,1
3089,25522,1,234,30,1,30,1,0,0,0,0,1,0,1,0,0,0,2,5,4,1,0,1
3090,25526,1,188,8,2,10,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,1
3091,25535,1,202,8,8,34,3,1,2,1,0,1,2,0,0,0,0,3,5,3,3,0,1
3092,25542,0,95,34,2,38,1,0,0,0,0,0,1,0,0,0,0,1,3,4,2,0,1
3093,25564,1,308,8,7,46,1,1,1,1,0,0,0,0,0,0,0,0,5,3,3,0,1
3094,25565,1,342,8,11,64,1,0,2,4,0,0,1,0,0,0,0,1,5,3,3,0,1
3095,25566,1,290,14,9,46,2,1,3,0,1,0,0,0,1,0,0,1,5,4,3,0,1
3096,25579,0,216,12,1,12,0,0,0,0,0,0,1,0,0,0,1,1,5,3,1,1,0
3097,25580,1,205,6,7,46,0,1,2,0,0,3,1,0,0,0,0,4,5,2,3,0,1
3098,25590,1,114,28,1,28,0,0,1,0,0,3,0,0,0,0,0,3,4,4,1,0,1
3099,25600,1,85,24,4,46,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,1
3100,25604,1,315,22,2,28,0,1,0,1,0,0,2,2,0,0,0,4,5,4,2,0,1
3101,25606,0,314,8,2,10,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,1
3102,25608,1,88,8,2,12,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,1
3103,25614,1,360,12,8,60,1,0,4,1,0,1,0,1,0,0,0,2,5,3,3,0,1
3104,25627,0,262,26,1,26,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,1
3105,25632,1,257,12,2,14,0,0,0,0,0,0,0,1,0,0,0,1,5,3,2,0,1
3106,25661,1,216,8,2,14,1,0,0,0,0,0,1,0,0,0,0,1,5,3,2,0,1
3107,25664,1,209,34,10,92,4,0,3,0,1,0,1,0,0,0,0,1,5,4,3,0,1
3108,25674,0,275,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,1
3109,25680,1,79,16,5,44,2,1,1,0,1,0,0,1,0,0,0,1,3,4,3,0,1
3110,25688,0,275,24,3,34,1,0,0,0,1,0,0,0,0,0,0,0,5,4,3,0,1
3111,25693,0,119,16,1,16,0,0,0,1,0,0,0,0,0,0,0,0,4,4,1,0,1
3112,25698,1,175,14,1,14,0,0,1,0,0,0,2,0,0,0,0,2,4,4,1,0,1
3113,25721,1,32,8,2,10,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,1
3114,25724,1,218,16,3,30,1,1,1,0,0,0,0,0,0,0,0,0,5,4,3,0,1
3115,25733,0,74,30,1,30,0,1,0,0,0,2,0,0,0,0,0,2,3,4,1,0,1
3116,25734,0,146,10,1,10,0,0,0,0,0,2,0,2,0,0,0,4,4,3,1,0,1
3117,25735,1,398,2,7,20,1,0,1,0,0,1,0,0,0,0,0,1,5,1,3,0,1
3118,25740,0,31,14,1,14,1,0,0,0,0,2,0,0,0,0,0,2,2,4,1,0,1
3119,25751,1,167,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,1
3120,25752,1,479,18,12,78,0,0,4,2,2,0,1,0,0,0,0,1,5,4,3,0,1
3121,25755,1,58,6,2,8,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,1
3122,25777,0,217,12,2,16,0,0,1,0,0,0,0,0,0,0,0,0,5,3,2,0,1
3123,25778,1,295,16,1,16,0,0,0,0,0,0,2,0,0,0,0,2,5,4,1,0,1
3124,25785,1,233,12,2,18,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,1
3125,25789,0,312,10,1,10,0,0,0,0,0,0,1,0,0,0,0,1,5,3,1,0,1
3126,25821,1,210,8,2,10,0,0,0,0,0,0,1,0,0,0,0,1,5,3,2,0,1
3127,25823,1,85,18,1,18,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,1
3128,25824,1,45,18,1,18,0,0,0,0,0,1,0,0,0,0,0,1,2,4,1,0,1
3129,25828,1,267,14,2,22,2,0,0,0,0,0,0,0,0,0,1,0,5,4,2,1,0
3130,25834,0,138,16,2,24,0,0,0,1,0,0,0,0,0,0,0,0,4,4,2,0,1
3131,25857,1,431,14,11,70,1,3,4,1,0,0,3,0,0,0,0,3,5,4,3,0,1
3132,25875,1,145,12,2,16,0,0,0,0,1,1,0,0,0,0,0,1,4,3,2,0,1
3133,25881,0,186,8,8,38,2,1,1,1,0,0,2,0,0,0,1,2,4,3,3,1,0
3134,25897,1,212,14,4,22,2,0,0,2,0,2,0,0,0,1,1,3,5,4,3,1,0
3135,25898,1,30,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1
3136,25904,0,100,8,1,8,0,0,0,0,0,1,0,0,0,0,0,1,3,3,1,0,1
3137,25911,1,392,8,9,46,3,1,2,1,0,0,0,0,0,0,0,0,5,3,3,0,1
3138,25917,1,215,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,1
3139,25919,1,127,14,2,22,2,0,0,0,0,0,0,0,0,1,0,1,4,4,2,0,1
3140,25923,0,162,12,10,34,2,0,1,2,1,0,0,0,1,0,0,1,4,3,3,0,1
3141,25930,1,223,2,5,12,0,0,0,0,0,1,0,0,0,0,0,1,5,1,3,0,1
3142,25935,0,100,16,6,48,0,1,1,0,1,0,0,1,0,0,0,1,3,4,3,0,1
3143,25940,1,71,36,1,36,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,1
3144,25942,1,49,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,1
3145,25947,1,260,14,2,20,1,0,1,0,0,0,0,0,0,0,0,0,5,4,2,0,1
3146,25948,0,58,10,1,10,0,0,0,0,0,2,0,0,0,0,0,2,3,3,1,0,1
3147,25952,1,282,8,2,16,0,1,0,0,0,0,1,0,0,0,0,1,5,3,2,0,1
3148,25972,1,139,28,2,30,1,1,0,0,0,0,0,0,0,0,0,0,4,4,2,0,1
3149,25979,1,130,30,1,30,0,0,0,0,0,0,1,0,0,0,0,1,4,4,1,0,1
3150,25980,1,145,12,4,24,2,0,1,0,0,0,0,0,0,0,0,0,4,3,3,0,1
3151,25997,1,188,12,1,12,0,0,0,0,0,1,0,0,0,0,0,1,4,3,1,0,1
3152,25999,1,116,28,1,28,1,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,1
3153,26015,1,208,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,1
3154,26033,1,221,6,1,6,0,0,0,0,0,0,0,1,0,0,0,1,5,2,1,0,1
3155,26038,0,332,4,7,18,1,0,1,0,0,0,0,0,0,0,0,0,5,2,3,0,1
3156,26049,1,107,16,1,16,0,0,0,1,0,1,0,0,0,0,0,1,4,4,1,0,1
3157,26051,1,161,4,2,10,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,1
3158,26052,1,418,8,9,62,2,0,2,4,0,0,1,3,0,0,0,4,5,3,3,0,1
3159,26058,0,347,10,6,40,0,1,1,0,0,0,0,0,0,0,0,0,5,3,3,0,1
3160,26059,1,427,20,10,54,5,0,2,0,0,0,3,0,1,0,0,4,5,4,3,0,1
3161,26063,0,89,16,3,28,0,0,1,1,0,0,0,0,0,0,0,0,3,4,3,0,1
3162,26068,0,19,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,1
3163,26072,1,119,14,2,22,1,0,0,0,0,0,0,1,0,1,0,2,4,4,2,0,1
3164,26081,0,133,12,5,38,0,1,2,1,0,0,0,0,0,0,0,0,4,3,3,0,1
3165,26084,1,114,6,7,36,2,0,3,1,0,1,0,1,0,0,0,2,4,2,3,0,1
3166,26094,1,308,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,1
3167,26096,1,144,4,1,4,0,0,0,0,0,0,1,0,0,0,0,1,4,2,1,0,1
3168,26101,1,173,14,11,66,6,0,1,0,0,0,0,1,0,0,0,1,4,4,3,0,1
3169,26105,0,298,16,2,18,0,1,0,1,0,0,2,0,0,0,0,2,5,4,2,0,1
3170,26120,1,125,16,2,20,0,0,2,0,0,0,0,0,0,0,0,0,4,4,2,0,1
3171,26154,0,62,12,2,20,0,1,0,0,0,0,0,0,0,0,0,0,3,3,2,0,1
3172,26162,0,170,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,1
3173,26167,0,382,8,12,42,3,1,0,0,1,0,1,3,0,0,0,4,5,3,3,0,1
3174,26169,1,95,20,1,20,0,0,0,0,0,0,1,0,0,0,0,1,3,4,1,0,1
3175,26200,1,210,4,11,38,0,1,2,2,2,0,1,0,0,0,0,1,5,2,3,0,1
3176,26203,1,315,26,2,30,0,0,0,1,1,0,2,0,0,0,0,2,5,4,2,0,1
3177,26204,1,199,4,9,42,1,1,2,3,0,0,0,0,0,0,0,0,4,2,3,0,1
3178,26207,1,249,4,7,20,1,0,1,0,0,2,1,0,0,0,0,3,5,2,3,0,1
3179,26208,0,116,10,2,18,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,1
3180,26215,1,302,16,3,34,1,0,2,0,0,2,1,0,0,0,0,3,5,4,3,0,1
3181,26219,0,307,24,2,30,2,0,0,0,0,1,0,0,0,0,0,1,5,4,2,0,1
3182,26221,1,185,12,9,50,1,0,2,0,1,0,2,0,0,1,0,3,4,3,3,0,1
3183,26227,0,195,28,1,28,1,0,0,0,0,0,2,0,0,0,0,2,4,4,1,0,1
3184,26228,1,87,32,2,36,0,0,0,0,1,0,0,0,0,0,0,0,3,4,2,0,1
3185,26242,1,97,28,1,28,0,0,0,0,1,0,0,0,0,0,1,0,3,4,1,1,0
3186,26250,1,275,4,11,40,1,0,3,0,1,0,0,0,0,0,1,0,5,2,3,1,0
3187,26255,1,385,22,11,70,2,1,3,1,1,0,0,0,0,0,0,0,5,4,3,0,1
3188,26259,1,173,16,3,24,2,0,0,1,0,0,0,0,0,0,0,0,4,4,3,0,1
3189,26260,1,74,18,1,18,1,0,0,0,0,2,0,0,0,0,1,2,3,4,1,1,0
3190,26266,0,242,10,11,62,0,0,3,1,3,1,0,0,0,0,0,1,5,3,3,0,1
3191,26267,0,83,6,5,32,1,1,0,1,0,1,1,0,0,0,1,2,3,2,3,1,0
3192,26271,1,84,8,2,14,0,0,0,0,0,3,0,0,0,0,0,3,3,3,2,0,1
3193,26272,1,205,2,1,2,0,0,0,0,0,0,1,0,0,0,0,1,5,1,1,0,1
3194,26274,1,138,10,8,54,2,1,1,0,2,0,0,0,0,0,0,0,4,3,3,0,1
3195,26288,0,399,36,7,74,0,0,2,1,1,0,0,0,0,0,0,0,5,4,3,0,1
3196,26290,1,158,8,3,24,0,1,0,0,1,0,0,0,0,0,0,0,4,3,3,0,1
3197,26295,1,155,32,7,74,3,0,4,0,0,0,0,0,0,0,0,0,4,4,3,0,1
3198,26344,1,127,16,2,18,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,1
3199,26347,0,209,12,8,34,1,0,2,0,1,0,1,1,0,0,0,2,5,3,3,0,1
3200,26348,0,100,24,1,24,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,1
3201,26362,1,157,8,2,12,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,1
3202,26374,1,328,8,2,14,0,0,0,0,1,0,2,0,0,0,0,2,5,3,2,0,1
3203,26378,1,444,8,11,36,3,0,1,2,0,0,1,0,0,0,0,1,5,3,3,0,1
3204,26389,1,298,10,1,10,0,0,0,0,0,1,2,0,0,0,0,3,5,3,1,0,1
3205,26418,1,78,8,3,20,0,0,1,0,0,1,0,0,0,0,0,1,3,3,3,0,1
3206,26422,1,327,16,2,22,0,0,0,2,0,1,1,1,0,1,0,4,5,4,2,0,1
3207,26430,1,219,28,2,34,0,0,0,2,0,1,0,0,0,0,0,1,5,4,2,0,1
3208,26460,1,232,30,1,30,1,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,1
3209,26468,1,187,8,10,30,1,1,1,1,0,0,1,0,1,0,0,2,4,3,3,0,1
3210,26475,1,156,30,10,56,1,0,4,2,1,1,0,0,1,1,0,3,4,4,3,0,1
3211,26479,0,374,20,6,46,1,2,1,0,1,0,3,0,0,0,0,3,5,4,3,0,1
3212,26482,0,350,4,5,24,1,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,1
3213,26484,1,49,4,1,4,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,1,0
3214,26492,0,101,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,1
3215,26493,1,274,30,2,38,1,0,0,0,1,0,1,0,0,0,0,1,5,4,2,0,1
3216,26499,1,93,10,4,26,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,1
3217,26500,1,303,22,2,28,0,1,0,0,0,1,0,0,0,0,0,1,5,4,2,0,1
3218,26506,1,206,36,3,52,0,0,1,1,0,0,1,0,0,0,0,1,5,4,3,0,1
3219,26516,1,39,8,2,10,0,0,0,0,0,1,0,1,0,0,0,2,2,3,2,0,1
3220,26520,1,227,6,9,40,2,0,2,0,0,1,0,0,0,0,0,1,5,2,3,0,1
3221,26522,1,169,28,1,28,0,1,0,0,0,1,0,0,0,0,0,1,4,4,1,0,1
3222,26528,1,99,12,2,18,0,0,0,1,0,0,0,0,0,0,0,0,3,3,2,0,1
3223,26530,1,208,14,6,26,0,1,1,0,3,0,0,0,0,0,0,0,5,4,3,0,1
3224,26547,1,142,4,2,8,0,0,0,0,0,0,4,0,0,0,0,4,4,2,2,0,1
