CRS_dep_time,carrier,dep_time,dest,distance,fl_date,fl_num,origin,weather,day_week,day_of_month,tail_num,flight_status
700,MQ,657,LGA,214,1/14/2004,4952,DCA,0,3,14,N707MQ,delayed
800,MQ,757,LGA,214,1/14/2004,4954,DCA,0,3,14,N734MQ,ontime
900,MQ,853,LGA,214,1/14/2004,4956,DCA,0,3,14,N721MQ,ontime
1100,MQ,1111,LGA,214,1/14/2004,4960,DCA,0,3,14,N707MQ,delayed
1300,MQ,1255,LGA,214,1/14/2004,4964,DCA,0,3,14,N724MQ,ontime
1500,MQ,1454,LGA,214,1/14/2004,4968,DCA,0,3,14,N728MQ,ontime
1600,MQ,1612,LGA,214,1/14/2004,4970,DCA,0,3,14,N723MQ,ontime
1700,MQ,1658,LGA,214,1/14/2004,4972,DCA,0,3,14,N724MQ,ontime
1900,MQ,1917,LGA,214,1/14/2004,4976,DCA,0,3,14,N726MQ,ontime
850,UA,847,LGA,229,1/14/2004,846,IAD,0,3,14,N533UA,ontime
630,US,627,LGA,214,1/14/2004,1479,DCA,0,3,14,N737UW,ontime
700,US,657,LGA,214,1/14/2004,2160,DCA,0,3,14,N748UW,ontime
800,US,757,LGA,214,1/14/2004,2162,DCA,0,3,14,N756UW,ontime
900,US,856,LGA,214,1/14/2004,2164,DCA,0,3,14,N739UW,ontime
1000,US,1001,LGA,214,1/14/2004,2166,DCA,0,3,14,N707UW,ontime
1100,US,1057,LGA,214,1/14/2004,2168,DCA,0,3,14,N748UW,ontime
1200,US,1157,LGA,214,1/14/2004,2170,DCA,0,3,14,N756UW,ontime
1300,US,1257,LGA,214,1/14/2004,2172,DCA,0,3,14,N739UW,ontime
1400,US,1356,LGA,214,1/14/2004,2174,DCA,0,3,14,N707UW,ontime
1500,US,1500,LGA,214,1/14/2004,2176,DCA,0,3,14,N748UW,ontime
1600,US,1559,LGA,214,1/14/2004,2178,DCA,0,3,14,N756UW,ontime
1700,US,1653,LGA,214,1/14/2004,2180,DCA,0,3,14,N739UW,ontime
1800,US,1757,LGA,214,1/14/2004,2182,DCA,0,3,14,N707UW,ontime
1900,US,1858,LGA,214,1/14/2004,2184,DCA,0,3,14,N748UW,ontime
2000,US,1959,LGA,214,1/14/2004,2186,DCA,0,3,14,N756UW,delayed
2100,US,2059,LGA,214,1/14/2004,2188,DCA,0,3,14,N739UW,ontime
700,RU,655,EWR,169,1/14/2004,2703,BWI,0,3,14,N14542,ontime
1455,RU,1449,EWR,169,1/14/2004,2403,BWI,0,3,14,N14570,ontime
1720,RU,1722,EWR,169,1/14/2004,3372,BWI,0,3,14,N14974,ontime
1030,RU,1035,EWR,169,1/14/2004,2303,BWI,0,3,14,N12921,ontime
1300,CO,1257,EWR,199,1/14/2004,808,DCA,0,3,14,N11612,ontime
1900,CO,1915,EWR,199,1/14/2004,816,DCA,0,3,14,N14667,ontime
735,CO,731,EWR,199,1/14/2004,806,DCA,0,3,14,N14667,ontime
1730,CO,1745,EWR,199,1/14/2004,814,DCA,0,3,14,N39343,delayed
840,DH,848,EWR,213,1/14/2004,7299,IAD,0,3,14,N658BR,ontime
1710,DH,1703,EWR,213,1/14/2004,7302,IAD,0,3,14,N693BR,ontime
1245,DH,1245,EWR,213,1/14/2004,7303,IAD,0,3,14,N693BR,ontime
2120,DH,2330,EWR,213,1/14/2004,7304,IAD,0,3,14,N629BR,delayed
630,DH,629,EWR,213,1/14/2004,7305,IAD,0,3,14,N301UE,ontime
1430,DH,1502,EWR,213,1/14/2004,7307,IAD,0,3,14,N324UE,delayed
700,RU,656,EWR,213,1/14/2004,2855,IAD,0,3,14,N13949,ontime
1700,RU,1703,EWR,213,1/14/2004,2497,IAD,0,3,14,N15555,ontime
900,RU,856,EWR,199,1/14/2004,2582,DCA,0,3,14,N13995,ontime
1359,RU,1355,EWR,199,1/14/2004,2216,DCA,0,3,14,N12921,ontime
645,RU,643,EWR,199,1/14/2004,2761,DCA,0,3,14,N14148,ontime
1500,RU,1456,EWR,213,1/14/2004,2156,IAD,0,3,14,N34111,ontime
1630,RU,1625,EWR,199,1/14/2004,2181,DCA,0,3,14,N17560,ontime
1900,RU,1858,EWR,213,1/14/2004,2385,IAD,0,3,14,N34111,ontime
1300,RU,1255,EWR,213,1/14/2004,2367,IAD,0,3,14,N17560,ontime
1525,RU,1524,EWR,199,1/14/2004,2261,DCA,0,3,14,N13964,ontime
2100,RU,2100,EWR,199,1/14/2004,2879,DCA,0,3,14,N16911,ontime
1455,OH,1455,JFK,184,1/15/2004,5935,BWI,0,4,15,N812CA,ontime
1640,DH,1637,JFK,213,1/15/2004,6155,DCA,0,4,15,N419FJ,ontime
1245,DH,1310,LGA,229,1/15/2004,7208,IAD,0,4,15,N683BR,ontime
1455,DH,1545,LGA,229,1/15/2004,7211,IAD,0,4,15,N671BR,delayed
2120,DH,2133,LGA,229,1/15/2004,7684,IAD,0,4,15,N686BR,delayed
840,DH,858,JFK,228,1/15/2004,7800,IAD,0,4,15,N673BR,ontime
1240,DH,1236,JFK,228,1/15/2004,7806,IAD,0,4,15,N333UE,ontime
1455,DH,1502,JFK,228,1/15/2004,7808,IAD,0,4,15,N311UE,ontime
1645,DH,1644,JFK,228,1/15/2004,7810,IAD,0,4,15,N313UE,ontime
1715,DH,1714,JFK,228,1/15/2004,7812,IAD,0,4,15,N316UE,ontime
2120,DH,2138,JFK,228,1/15/2004,7814,IAD,0,4,15,N680BR,ontime
1610,DH,1605,JFK,228,1/15/2004,7816,IAD,0,4,15,N328UE,ontime
1455,DL,1501,JFK,213,1/15/2004,746,DCA,0,4,15,N963DL,ontime
630,DL,630,LGA,214,1/15/2004,1740,DCA,0,4,15,N223DZ,ontime
730,DL,729,LGA,214,1/15/2004,1742,DCA,0,4,15,N221DL,delayed
930,DL,943,LGA,214,1/15/2004,1746,DCA,0,4,15,N224DA,ontime
1130,DL,1130,LGA,214,1/15/2004,1750,DCA,0,4,15,N221DL,ontime
1330,DL,1330,LGA,214,1/15/2004,1754,DCA,0,4,15,N224DA,ontime
1430,DL,1428,LGA,214,1/15/2004,1756,DCA,0,4,15,N231DN,ontime
1530,DL,1530,LGA,214,1/15/2004,1758,DCA,0,4,15,N221DL,ontime
1630,DL,1630,LGA,214,1/15/2004,1760,DCA,0,4,15,N225DL,ontime
1730,DL,1736,LGA,214,1/15/2004,1762,DCA,0,4,15,N224DA,ontime
1830,DL,1831,LGA,214,1/15/2004,1764,DCA,0,4,15,N241DL,ontime
1930,DL,1928,LGA,214,1/15/2004,1766,DCA,0,4,15,N221DL,delayed
2030,DL,2029,LGA,214,1/15/2004,1768,DCA,0,4,15,N225DL,delayed
1530,MQ,1523,JFK,213,1/15/2004,4752,DCA,0,4,15,N727MQ,ontime
600,MQ,553,JFK,213,1/15/2004,4760,DCA,0,4,15,N728MQ,ontime
1830,MQ,1834,JFK,213,1/15/2004,4784,DCA,0,4,15,N738MQ,ontime
800,MQ,800,LGA,214,1/15/2004,4954,DCA,0,4,15,N738MQ,delayed
1100,MQ,1050,LGA,214,1/15/2004,4960,DCA,0,4,15,N739MQ,ontime
1300,MQ,1341,LGA,214,1/15/2004,4964,DCA,0,4,15,N703MQ,delayed
1400,MQ,1400,LGA,214,1/15/2004,4966,DCA,0,4,15,N715MQ,ontime
1500,MQ,1519,LGA,214,1/15/2004,4968,DCA,0,4,15,N738MQ,ontime
1600,MQ,1643,LGA,214,1/15/2004,4970,DCA,0,4,15,N838MQ,delayed
1700,MQ,1758,LGA,214,1/15/2004,4972,DCA,0,4,15,N726MQ,delayed
1900,MQ,2012,LGA,214,1/15/2004,4976,DCA,0,4,15,N721MQ,delayed
850,UA,955,LGA,229,1/15/2004,846,IAD,0,4,15,N555UA,delayed
630,US,627,LGA,214,1/15/2004,1479,DCA,0,4,15,N767UW,delayed
800,US,815,LGA,214,1/15/2004,2162,DCA,0,4,15,N748UW,ontime
900,US,1019,LGA,214,1/15/2004,2164,DCA,0,4,15,N757UW,delayed
1100,US,1058,LGA,214,1/15/2004,2168,DCA,0,4,15,N700UW,ontime
1200,US,1158,LGA,214,1/15/2004,2170,DCA,0,4,15,N748UW,ontime
1400,US,1358,LGA,214,1/15/2004,2174,DCA,0,4,15,N715UW,ontime
1500,US,1458,LGA,214,1/15/2004,2176,DCA,0,4,15,N700UW,ontime
1600,US,1559,LGA,214,1/15/2004,2178,DCA,0,4,15,N748UW,ontime
1700,US,1701,LGA,214,1/15/2004,2180,DCA,0,4,15,N757UW,ontime
1800,US,1759,LGA,214,1/15/2004,2182,DCA,0,4,15,N715UW,ontime
1900,US,1858,LGA,214,1/15/2004,2184,DCA,0,4,15,N700UW,delayed
2100,US,2056,LGA,214,1/15/2004,2188,DCA,0,4,15,N757UW,delayed
1455,RU,1450,EWR,169,1/15/2004,2403,BWI,0,4,15,N12934,ontime
1030,RU,1027,EWR,169,1/15/2004,2303,BWI,0,4,15,N11551,delayed
1720,RU,1811,EWR,169,1/15/2004,3372,BWI,0,4,15,N17560,delayed
735,CO,815,EWR,199,1/15/2004,806,DCA,0,4,15,N23657,delayed
1900,CO,1951,EWR,199,1/15/2004,816,DCA,0,4,15,N11641,delayed
1300,CO,1256,EWR,199,1/15/2004,808,DCA,0,4,15,N17614,ontime
840,DH,835,EWR,213,1/15/2004,7299,IAD,0,4,15,N675BR,ontime
1245,DH,1237,EWR,213,1/15/2004,7303,IAD,0,4,15,N677BR,ontime
2120,DH,2116,EWR,213,1/15/2004,7304,IAD,0,4,15,N709BR,ontime
630,DH,623,EWR,213,1/15/2004,7305,IAD,0,4,15,N332UE,ontime
645,RU,643,EWR,199,1/15/2004,2761,DCA,0,4,15,N16951,ontime
1900,RU,1952,EWR,213,1/15/2004,2385,IAD,0,4,15,N11150,delayed
700,RU,654,EWR,213,1/15/2004,2855,IAD,0,4,15,N23139,delayed
1300,RU,1345,EWR,213,1/15/2004,2692,IAD,0,4,15,N27512,delayed
1630,RU,1646,EWR,199,1/15/2004,2181,DCA,0,4,15,N15973,ontime
1525,RU,1525,EWR,199,1/15/2004,2261,DCA,0,4,15,N14942,ontime
1500,RU,1504,EWR,213,1/15/2004,2156,IAD,0,4,15,N11127,ontime
2100,RU,2140,EWR,199,1/15/2004,2879,DCA,0,4,15,N13994,delayed
900,RU,956,EWR,199,1/15/2004,2582,DCA,0,4,15,N15555,delayed
1359,RU,1359,EWR,199,1/15/2004,2216,DCA,0,4,15,N11551,ontime
1455,OH,1455,JFK,184,1/16/2004,5935,BWI,0,5,16,N924CA,ontime
1640,DH,1648,JFK,213,1/16/2004,6155,DCA,0,5,16,N423FJ,ontime
1455,DH,1545,LGA,229,1/16/2004,7211,IAD,0,5,16,N636BR,delayed
1715,DH,1952,LGA,229,1/16/2004,7215,IAD,0,5,16,N636BR,delayed
2120,DH,2117,LGA,229,1/16/2004,7684,IAD,0,5,16,N694BR,ontime
640,DH,640,LGA,229,1/16/2004,7790,IAD,0,5,16,N659BR,ontime
840,DH,840,JFK,228,1/16/2004,7800,IAD,0,5,16,N684BR,ontime
1240,DH,1246,JFK,228,1/16/2004,7806,IAD,0,5,16,N662BR,ontime
1455,DH,1454,JFK,228,1/16/2004,7808,IAD,0,5,16,N307UE,ontime
1645,DH,1653,JFK,228,1/16/2004,7810,IAD,0,5,16,N311UE,ontime
1715,DH,1709,JFK,228,1/16/2004,7812,IAD,0,5,16,N312UE,ontime
2120,DH,2127,JFK,228,1/16/2004,7814,IAD,0,5,16,N624BR,ontime
1610,DH,1607,JFK,228,1/16/2004,7816,IAD,0,5,16,N308UE,ontime
1455,DL,1500,JFK,213,1/16/2004,746,DCA,0,5,16,N902DE,delayed
630,DL,630,LGA,214,1/16/2004,1740,DCA,0,5,16,N241DL,ontime
730,DL,739,LGA,214,1/16/2004,1742,DCA,0,5,16,N224DA,ontime
830,DL,829,LGA,214,1/16/2004,1744,DCA,0,5,16,N225DL,delayed
930,DL,929,LGA,214,1/16/2004,1746,DCA,0,5,16,N221DL,ontime
1030,DL,1040,LGA,214,1/16/2004,1748,DCA,0,5,16,N232DZ,delayed
1130,DL,1129,LGA,214,1/16/2004,1750,DCA,0,5,16,N224DA,ontime
1230,DL,1228,LGA,214,1/16/2004,1752,DCA,0,5,16,N225DL,ontime
1330,DL,1331,LGA,214,1/16/2004,1754,DCA,0,5,16,N221DL,ontime
1430,DL,1429,LGA,214,1/16/2004,1756,DCA,0,5,16,N232DZ,ontime
1530,DL,1532,LGA,214,1/16/2004,1758,DCA,0,5,16,N224DA,ontime
1630,DL,1630,LGA,214,1/16/2004,1760,DCA,0,5,16,N225DL,ontime
1730,DL,1728,LGA,214,1/16/2004,1762,DCA,0,5,16,N221DL,ontime
1830,DL,1830,LGA,214,1/16/2004,1764,DCA,0,5,16,N232DZ,ontime
1930,DL,1931,LGA,214,1/16/2004,1766,DCA,0,5,16,N224DA,ontime
2030,DL,2028,LGA,214,1/16/2004,1768,DCA,0,5,16,N225DL,ontime
1530,MQ,1522,JFK,213,1/16/2004,4752,DCA,0,5,16,N720MQ,ontime
600,MQ,553,JFK,213,1/16/2004,4760,DCA,0,5,16,N710MQ,ontime
1830,MQ,2019,JFK,213,1/16/2004,4784,DCA,0,5,16,N721MQ,delayed
800,MQ,747,LGA,214,1/16/2004,4954,DCA,0,5,16,N805MQ,delayed
900,MQ,856,LGA,214,1/16/2004,4956,DCA,0,5,16,N707MQ,delayed
1100,MQ,1217,LGA,214,1/16/2004,4960,DCA,0,5,16,N737MQ,delayed
1300,MQ,1315,LGA,214,1/16/2004,4964,DCA,0,5,16,N732MQ,delayed
1400,MQ,1429,LGA,214,1/16/2004,4966,DCA,0,5,16,N736MQ,delayed
1600,MQ,1705,LGA,214,1/16/2004,4970,DCA,0,5,16,N704MQ,delayed
1700,MQ,1729,LGA,214,1/16/2004,4972,DCA,0,5,16,N727MQ,delayed
1900,MQ,2006,LGA,214,1/16/2004,4976,DCA,0,5,16,N737MQ,delayed
850,UA,955,LGA,229,1/16/2004,846,IAD,0,5,16,N513UA,delayed
630,US,628,LGA,214,1/16/2004,1479,DCA,0,5,16,N724UW,ontime
700,US,657,LGA,214,1/16/2004,2160,DCA,0,5,16,N723UW,ontime
800,US,756,LGA,214,1/16/2004,2162,DCA,0,5,16,N745UW,ontime
900,US,859,LGA,214,1/16/2004,2164,DCA,0,5,16,N748UW,delayed
1000,US,958,LGA,214,1/16/2004,2166,DCA,0,5,16,N716UW,ontime
1100,US,1059,LGA,214,1/16/2004,2168,DCA,0,5,16,N723UW,ontime
1200,US,1151,LGA,214,1/16/2004,2170,DCA,0,5,16,N745UW,ontime
1300,US,1258,LGA,214,1/16/2004,2172,DCA,0,5,16,N748UW,ontime
1400,US,1356,LGA,214,1/16/2004,2174,DCA,0,5,16,N716UW,ontime
1500,US,1457,LGA,214,1/16/2004,2176,DCA,0,5,16,N723UW,ontime
1600,US,1558,LGA,214,1/16/2004,2178,DCA,0,5,16,N745UW,ontime
1700,US,1658,LGA,214,1/16/2004,2180,DCA,0,5,16,N748UW,ontime
1800,US,1758,LGA,214,1/16/2004,2182,DCA,0,5,16,N716UW,ontime
1900,US,1900,LGA,214,1/16/2004,2184,DCA,0,5,16,N723UW,delayed
2000,US,2000,LGA,214,1/16/2004,2186,DCA,0,5,16,N745UW,ontime
2100,US,2057,LGA,214,1/16/2004,2188,DCA,0,5,16,N748UW,ontime
1720,RU,1849,EWR,169,1/16/2004,3372,BWI,0,5,16,N15973,delayed
1030,RU,1053,EWR,169,1/16/2004,2303,BWI,0,5,16,N13913,delayed
1455,RU,1600,EWR,169,1/16/2004,2403,BWI,0,5,16,N13914,delayed
700,RU,654,EWR,169,1/16/2004,2703,BWI,0,5,16,N13553,ontime
1300,CO,1423,EWR,199,1/16/2004,808,DCA,0,5,16,N14645,delayed
1730,CO,1912,EWR,199,1/16/2004,814,DCA,0,5,16,N12319,delayed
735,CO,729,EWR,199,1/16/2004,806,DCA,0,5,16,N16648,ontime
840,DH,834,EWR,213,1/16/2004,7299,IAD,0,5,16,N694BR,ontime
1710,DH,1711,EWR,213,1/16/2004,7302,IAD,0,5,16,N625BR,ontime
1245,DH,1249,EWR,213,1/16/2004,7303,IAD,0,5,16,N625BR,ontime
2120,DH,2120,EWR,213,1/16/2004,7304,IAD,0,5,16,N695BR,ontime
630,DH,700,EWR,213,1/16/2004,7305,IAD,0,5,16,N312UE,delayed
1500,RU,1602,EWR,213,1/16/2004,2156,IAD,0,5,16,N26141,delayed
645,RU,643,EWR,199,1/16/2004,2761,DCA,0,5,16,N13997,ontime
1525,RU,1622,EWR,199,1/16/2004,2261,DCA,0,5,16,N14950,delayed
1359,RU,1549,EWR,199,1/16/2004,2216,DCA,0,5,16,N13997,delayed
1630,RU,1753,EWR,199,1/16/2004,2181,DCA,0,5,16,N16951,delayed
1300,RU,1421,EWR,213,1/16/2004,2692,IAD,0,5,16,N16511,delayed
900,RU,859,EWR,199,1/16/2004,2582,DCA,0,5,16,N15572,ontime
1900,RU,2045,EWR,213,1/16/2004,2385,IAD,0,5,16,N16510,delayed
700,RU,657,EWR,213,1/16/2004,2855,IAD,0,5,16,N14972,ontime
2100,RU,2050,EWR,199,1/16/2004,2879,DCA,0,5,16,N15910,ontime
1700,RU,1827,EWR,213,1/16/2004,2497,IAD,0,5,16,N26549,delayed
1455,OH,1455,JFK,184,1/17/2004,5935,BWI,0,6,17,N435CA,ontime
1640,DH,1637,JFK,213,1/17/2004,6155,DCA,0,6,17,N409FJ,ontime
1245,DH,1244,LGA,229,1/17/2004,7208,IAD,0,6,17,N627BR,ontime
1715,DH,1714,LGA,229,1/17/2004,7215,IAD,0,6,17,N675BR,ontime
2120,DH,2230,LGA,229,1/17/2004,7684,IAD,0,6,17,N686BR,delayed
840,DH,853,JFK,228,1/17/2004,7800,IAD,0,6,17,N694BR,ontime
1240,DH,1236,JFK,228,1/17/2004,7806,IAD,0,6,17,N660BR,ontime
1645,DH,1641,JFK,228,1/17/2004,7810,IAD,0,6,17,N311UE,ontime
1715,DH,1720,JFK,228,1/17/2004,7812,IAD,0,6,17,N313UE,delayed
2120,DH,2136,JFK,228,1/17/2004,7814,IAD,0,6,17,N706BR,delayed
1800,DH,1808,JFK,228,1/17/2004,7818,IAD,0,6,17,N324UE,delayed
1455,DL,1509,JFK,213,1/17/2004,746,DCA,0,6,17,N909DL,delayed
730,DL,727,LGA,214,1/17/2004,1742,DCA,0,6,17,N232DZ,ontime
830,DL,828,LGA,214,1/17/2004,1744,DCA,0,6,17,N221DL,ontime
1030,DL,1028,LGA,214,1/17/2004,1748,DCA,0,6,17,N223DZ,ontime
1430,DL,1430,LGA,214,1/17/2004,1756,DCA,0,6,17,N223DZ,ontime
1630,DL,1708,LGA,214,1/17/2004,1760,DCA,0,6,17,N232DZ,delayed
1830,DL,1829,LGA,214,1/17/2004,1764,DCA,0,6,17,N223DZ,ontime
2030,DL,2026,LGA,214,1/17/2004,1768,DCA,0,6,17,N224DA,ontime
1530,MQ,1529,JFK,213,1/17/2004,4752,DCA,0,6,17,N716MQ,ontime
600,MQ,554,JFK,213,1/17/2004,4760,DCA,0,6,17,N729MQ,ontime
1830,MQ,1827,JFK,213,1/17/2004,4784,DCA,0,6,17,N721MQ,ontime
900,MQ,855,LGA,214,1/17/2004,4956,DCA,0,6,17,N805MQ,ontime
1300,MQ,1247,LGA,214,1/17/2004,4964,DCA,0,6,17,N727MQ,ontime
850,UA,849,LGA,229,1/17/2004,846,IAD,0,6,17,N507UA,ontime
700,US,654,LGA,214,1/17/2004,2160,DCA,0,6,17,N736UW,ontime
900,US,859,LGA,214,1/17/2004,2164,DCA,0,6,17,N748UW,ontime
1100,US,1100,LGA,214,1/17/2004,2168,DCA,0,6,17,N736UW,ontime
1300,US,1259,LGA,214,1/17/2004,2172,DCA,0,6,17,N748UW,ontime
1500,US,1456,LGA,214,1/17/2004,2176,DCA,0,6,17,N736UW,ontime
1700,US,1658,LGA,214,1/17/2004,2180,DCA,0,6,17,N748UW,ontime
1900,US,1854,LGA,214,1/17/2004,2184,DCA,0,6,17,N736UW,ontime
1720,RU,1717,EWR,169,1/17/2004,3372,BWI,0,6,17,N15926,ontime
1455,RU,1445,EWR,169,1/17/2004,2229,BWI,0,6,17,N14933,ontime
1030,RU,1028,EWR,169,1/17/2004,2303,BWI,0,6,17,N14942,ontime
700,RU,658,EWR,169,1/17/2004,2703,BWI,0,6,17,N14991,ontime
1300,CO,1258,EWR,199,1/17/2004,808,DCA,0,6,17,N37615,ontime
840,DH,835,EWR,213,1/17/2004,7299,IAD,0,6,17,N696BR,ontime
1710,DH,1700,EWR,213,1/17/2004,7302,IAD,0,6,17,N652BR,ontime
1245,DH,1240,EWR,213,1/17/2004,7303,IAD,0,6,17,N652BR,ontime
2120,DH,2119,EWR,213,1/17/2004,7304,IAD,0,6,17,N652BR,delayed
700,RU,658,EWR,213,1/17/2004,2855,IAD,0,6,17,N29906,ontime
1600,RU,1601,EWR,199,1/17/2004,2361,DCA,0,6,17,N16987,ontime
1730,RU,1727,EWR,199,1/17/2004,2097,DCA,0,6,17,N14562,ontime
1359,RU,1351,EWR,199,1/17/2004,2216,DCA,0,6,17,N14950,ontime
1500,RU,1457,EWR,213,1/17/2004,2156,IAD,0,6,17,N24103,ontime
930,RU,924,EWR,199,1/17/2004,2582,DCA,0,6,17,N26549,ontime
1700,RU,1655,EWR,213,1/17/2004,2497,IAD,0,6,17,N21144,ontime
645,RU,641,EWR,199,1/17/2004,2761,DCA,0,6,17,N21537,ontime
1455,OH,1455,JFK,184,1/18/2004,5935,BWI,0,7,18,N712CA,ontime
1640,DH,1659,JFK,213,1/18/2004,6155,DCA,0,7,18,N404FJ,delayed
1245,DH,1302,LGA,229,1/18/2004,7208,IAD,0,7,18,N675BR,ontime
1455,DH,1526,LGA,229,1/18/2004,7211,IAD,0,7,18,N661BR,delayed
1715,DH,1802,LGA,229,1/18/2004,7215,IAD,0,7,18,N647BR,delayed
2120,DH,2110,LGA,229,1/18/2004,7684,IAD,0,7,18,N632BR,ontime
840,DH,833,JFK,228,1/18/2004,7800,IAD,0,7,18,N686BR,ontime
1240,DH,1249,JFK,228,1/18/2004,7806,IAD,0,7,18,N663BR,ontime
1455,DH,1539,JFK,228,1/18/2004,7808,IAD,0,7,18,N308UE,delayed
1645,DH,1646,JFK,228,1/18/2004,7810,IAD,0,7,18,N315UE,ontime
1715,DH,1709,JFK,228,1/18/2004,7812,IAD,0,7,18,N333UE,delayed
2120,DH,2111,JFK,228,1/18/2004,7814,IAD,0,7,18,N678BR,ontime
1610,DH,1706,JFK,228,1/18/2004,7816,IAD,0,7,18,N332UE,delayed
1455,DL,1555,JFK,213,1/18/2004,746,DCA,0,7,18,N928DL,delayed
830,DL,830,LGA,214,1/18/2004,1744,DCA,0,7,18,N223DZ,ontime
1030,DL,1029,LGA,214,1/18/2004,1748,DCA,0,7,18,N242DL,ontime
1230,DL,1230,LGA,214,1/18/2004,1752,DCA,0,7,18,N223DZ,delayed
1430,DL,1430,LGA,214,1/18/2004,1756,DCA,0,7,18,N242DL,ontime
1630,DL,1632,LGA,214,1/18/2004,1760,DCA,0,7,18,N223DZ,ontime
1830,DL,1843,LGA,214,1/18/2004,1764,DCA,0,7,18,N242DL,delayed
2030,DL,2029,LGA,214,1/18/2004,1768,DCA,0,7,18,N223DZ,ontime
1530,MQ,1549,JFK,213,1/18/2004,4752,DCA,0,7,18,N712MQ,delayed
600,MQ,552,JFK,213,1/18/2004,4760,DCA,0,7,18,N731MQ,delayed
925,MQ,919,JFK,213,1/18/2004,4771,DCA,0,7,18,N719MQ,ontime
1830,MQ,2023,JFK,213,1/18/2004,4784,DCA,0,7,18,N737MQ,delayed
1300,MQ,1330,LGA,214,1/18/2004,4964,DCA,0,7,18,N719MQ,delayed
1500,MQ,1540,LGA,214,1/18/2004,4968,DCA,0,7,18,N703MQ,delayed
1700,MQ,1818,LGA,214,1/18/2004,4972,DCA,0,7,18,N725MQ,delayed
1900,MQ,2004,LGA,214,1/18/2004,4976,DCA,0,7,18,N732MQ,delayed
850,UA,848,LGA,229,1/18/2004,846,IAD,0,7,18,N579UA,ontime
900,US,858,LGA,214,1/18/2004,2164,DCA,0,7,18,N744UW,ontime
1000,US,954,LGA,214,1/18/2004,2166,DCA,0,7,18,N763UW,ontime
1100,US,1102,LGA,214,1/18/2004,2168,DCA,0,7,18,N755UW,ontime
1200,US,1159,LGA,214,1/18/2004,2170,DCA,0,7,18,N736UW,ontime
1300,US,1257,LGA,214,1/18/2004,2172,DCA,0,7,18,N744UW,delayed
1400,US,1356,LGA,214,1/18/2004,2174,DCA,0,7,18,N763UW,ontime
1600,US,1555,LGA,214,1/18/2004,2178,DCA,0,7,18,N736UW,delayed
1800,US,1757,LGA,214,1/18/2004,2182,DCA,0,7,18,N763UW,ontime
1900,US,1855,LGA,214,1/18/2004,2184,DCA,0,7,18,N755UW,ontime
2000,US,1957,LGA,214,1/18/2004,2186,DCA,0,7,18,N736UW,ontime
2100,US,2055,LGA,214,1/18/2004,2188,DCA,0,7,18,N744UW,ontime
1030,RU,1057,EWR,169,1/18/2004,2303,BWI,1,7,18,N17984,delayed
1315,RU,1314,EWR,169,1/18/2004,2703,BWI,0,7,18,N15980,delayed
1455,RU,1528,EWR,169,1/18/2004,2403,BWI,0,7,18,N16501,delayed
1300,CO,1258,EWR,199,1/18/2004,1767,DCA,0,7,18,N14629,ontime
1630,CO,1754,EWR,199,1/18/2004,810,DCA,0,7,18,N37615,delayed
1900,CO,1959,EWR,199,1/18/2004,816,DCA,0,7,18,N16650,delayed
840,DH,834,EWR,213,1/18/2004,7299,IAD,0,7,18,N650BR,ontime
1710,DH,1900,EWR,213,1/18/2004,7302,IAD,0,7,18,N626BR,delayed
1245,DH,1246,EWR,213,1/18/2004,7303,IAD,0,7,18,N640BR,delayed
2120,DH,2117,EWR,213,1/18/2004,7304,IAD,0,7,18,N701BR,ontime
1500,RU,1630,EWR,213,1/18/2004,2156,IAD,0,7,18,N13124,delayed
1359,RU,1622,EWR,199,1/18/2004,2216,DCA,0,7,18,N14558,delayed
845,RU,841,EWR,213,1/18/2004,2254,IAD,0,7,18,N13929,ontime
930,RU,925,EWR,199,1/18/2004,2582,DCA,0,7,18,N27962,ontime
1455,OH,1455,JFK,184,1/19/2004,5935,BWI,0,1,19,N975CA,ontime
1640,DH,1636,JFK,213,1/19/2004,6155,DCA,0,1,19,N415FJ,ontime
1245,DH,1303,LGA,229,1/19/2004,7208,IAD,0,1,19,N647BR,ontime
1455,DH,1445,LGA,229,1/19/2004,7211,IAD,0,1,19,N671BR,ontime
1715,DH,1709,LGA,229,1/19/2004,7215,IAD,0,1,19,N648BR,ontime
2120,DH,10,LGA,229,1/19/2004,7684,IAD,0,1,19,N627BR,delayed
640,DH,847,LGA,229,1/19/2004,7790,IAD,0,1,19,N626BR,delayed
1040,DH,1035,LGA,229,1/19/2004,7792,IAD,0,1,19,N671BR,ontime
840,DH,833,JFK,228,1/19/2004,7800,IAD,0,1,19,N632BR,ontime
1240,DH,1237,JFK,228,1/19/2004,7806,IAD,0,1,19,N691BR,ontime
1455,DH,1454,JFK,228,1/19/2004,7808,IAD,0,1,19,N333UE,ontime
1645,DH,1641,JFK,228,1/19/2004,7810,IAD,0,1,19,N327UE,ontime
1715,DH,1710,JFK,228,1/19/2004,7812,IAD,0,1,19,N331UE,ontime
2120,DH,2121,JFK,228,1/19/2004,7814,IAD,0,1,19,N625BR,ontime
1610,DH,1603,JFK,228,1/19/2004,7816,IAD,0,1,19,N328UE,ontime
1455,DL,1506,JFK,213,1/19/2004,746,DCA,0,1,19,N910DL,delayed
730,DL,731,LGA,214,1/19/2004,1742,DCA,0,1,19,N242DL,ontime
