high_bid,seller_feedback,category,subcategory,brand
35,577,Business & Industrial,Desktop accessories,Staplers
3.25,29,Consumer Electronics,Calculators,Sharp_Calculator
14.5,45,Clothing shoes & accessories,Neck ties,Zegna_Tie
28,45,Clothing shoes & accessories,Neck ties,Brioni_Tie
1469.32,393,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
23100,19,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
1795,144,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
42.53,1084,Clothing shoes & accessories,Neck ties,Zegna_Tie
317,11,Jewelry & watches,Premium wristwatches,Cartier_Wristwatch
37,806,Health & Beauty,Hair Care,Hair_Dryer
4150,43,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
2075,43,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
2325,43,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
4592,43,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
4.25,1,Business & Industrial,Desktop accessories,Staplers
4250,630,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
26,329,Health & Beauty,Hair Care,Hair_Dryer
3100,0,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
11600,2,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
405,9,Jewelry & watches,Premium wristwatches,Cartier_Wristwatch
1600,280,Jewelry & watches,Premium wristwatches,Cartier_Wristwatch
825,4,Consumer Electronics,Telescopes,Celestron_Telescope
1225,281,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
3000,178,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
850,1,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
301.01,582,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
230.49,23,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
880,832,Jewelry & watches,Premium wristwatches,Cartier_Wristwatch
500,432,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
19.02,806,Health & Beauty,Hair Care,Hair_Dryer
800,9,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
11.49,298,Business & Industrial,Desktop accessories,Staplers
741,1458,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
2701,400,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
1125,205,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
34.86,1065,Business & Industrial,Desktop accessories,Staplers
200.01,0,Jewelry & watches,Premium wristwatches,Cartier_Wristwatch
17.13,1084,Business & Industrial,Desktop accessories,Staplers
2425,103,Jewelry & watches,Premium wristwatches,Cartier_Wristwatch
33.95,945,Business & Industrial,Microscopes,Bausch_and_Laumb_Microscope
810,311,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
1135.35,5,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
63,585,Business & Industrial,Desktop accessories,Staplers
29.89,585,Business & Industrial,Desktop accessories,Staplers
15,1437,Clothing shoes & accessories,Neck ties,Brioni_Tie
18,1437,Clothing shoes & accessories,Neck ties,Brioni_Tie
380,1280,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
1526,11,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
3050.25,5,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
1425,86,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
4550,12,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
1525,5,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
8.5,8,Health & Beauty,Hair Care,Hair_Dryer
450,98,Jewelry & watches,Premium wristwatches,Cartier_Wristwatch
14.5,574,Business & Industrial,Desktop accessories,Staplers
14,574,Business & Industrial,Desktop accessories,Staplers
2325,2,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
3061,151,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
9800,19,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
1777,0,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
4623.02,19,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
809.9,11,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
8.5,29,Health & Beauty,Hair Care,Hair_Dryer
2001.99,0,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
29,1178,Clothing shoes & accessories,Neck ties,Zegna_Tie
511,2,Consumer Electronics,Telescopes,Celestron_Telescope
2500,7,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
7095,698,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
2250,7,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
1495,86,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
20.5,21,Clothing shoes & accessories,Neck ties,Brioni_Tie
1225,55,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
2550,51,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
2125,51,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
370,98,Jewelry & watches,Premium wristwatches,Cartier_Wristwatch
1000,10,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
2326,69,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
5.77,1802,Clothing shoes & accessories,Neck ties,Zegna_Tie
27.01,1802,Clothing shoes & accessories,Neck ties,Brioni_Tie
14.01,3949,Business & Industrial,Desktop accessories,Staplers
635,733,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
56.16,549,Business & Industrial,Desktop accessories,Staplers
2900,215,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
5100,215,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
4450,7,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
406,1745,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
2258,1745,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
705,311,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
18.5,720,Business & Industrial,Desktop accessories,Staplers
2550,229,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
25.15,820,Health & Beauty,Hair Care,Hair_Dryer
12.99,1422,Business & Industrial,Desktop accessories,Staplers
275,421,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
365,467,Jewelry & watches,Premium wristwatches,Cartier_Wristwatch
31.01,1084,Clothing shoes & accessories,Neck ties,Brioni_Tie
146.61,1113,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
349.99,1233,Jewelry & watches,Premium wristwatches,Cartier_Wristwatch
1525,155,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
1894.78,17,Jewelry & watches,Premium wristwatches,Cartier_Wristwatch
550,17,Jewelry & watches,Premium wristwatches,Cartier_Wristwatch
13.59,588,Business & Industrial,Desktop accessories,Staplers
4100,281,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
2000,9,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
1600,281,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
15.49,256,Health & Beauty,Hair Care,Hair_Dryer
155,255,Jewelry & watches,Premium wristwatches,Cartier_Wristwatch
10.49,743,Clothing shoes & accessories,Neck ties,Zegna_Tie
2650,3,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
1925,891,Jewelry & watches,Premium wristwatches,Cartier_Wristwatch
2850,136,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
31,181,Business & Industrial,Desktop accessories,Tape_Dispenser
10.51,1341,Clothing shoes & accessories,Neck ties,Brioni_Tie
12.51,1341,Clothing shoes & accessories,Neck ties,Zegna_Tie
117.5,2,Business & Industrial,Microscopes,Bausch_and_Laumb_Microscope
204.49,431,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
535,665,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
1901,12,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
20.55,337,Clothing shoes & accessories,Neck ties,Brioni_Tie
456,98,Jewelry & watches,Premium wristwatches,Cartier_Wristwatch
402,98,Jewelry & watches,Premium wristwatches,Cartier_Wristwatch
890,367,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
9.5,1762,Business & Industrial,Desktop accessories,Staplers
700,203,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
450,256,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
550,203,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
355,1280,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
3250,1,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
18,2277,Clothing shoes & accessories,Neck ties,Zegna_Tie
4.28,1279,Clothing shoes & accessories,Neck ties,Zegna_Tie
26,188,Clothing shoes & accessories,Neck ties,Brioni_Tie
16.51,652,Clothing shoes & accessories,Neck ties,Zegna_Tie
27.01,188,Clothing shoes & accessories,Neck ties,Brioni_Tie
7,652,Clothing shoes & accessories,Neck ties,Zegna_Tie
435,234,Jewelry & watches,Premium wristwatches,Cartier_Wristwatch
24.95,1091,Clothing shoes & accessories,Neck ties,Zegna_Tie
33,1091,Clothing shoes & accessories,Neck ties,Zegna_Tie
50.96,1091,Clothing shoes & accessories,Neck ties,Zegna_Tie
1088.88,304,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
15.5,1053,Clothing shoes & accessories,Neck ties,Zegna_Tie
20.5,1053,Clothing shoes & accessories,Neck ties,Zegna_Tie
370,293,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
22.06,1053,Clothing shoes & accessories,Neck ties,Zegna_Tie
1800,1,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
623.26,110,Jewelry & watches,Premium wristwatches,Cartier_Wristwatch
710,135,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
1000,49,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
6000,4,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
560,402,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
1500,60,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
760,90,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
5479,130,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
26,884,Health & Beauty,Hair Care,Hair_Dryer
46.01,884,Health & Beauty,Hair Care,Hair_Dryer
26,1216,Clothing shoes & accessories,Neck ties,Zegna_Tie
7075,69,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
35.99,522,Business & Industrial,Desktop accessories,Staplers
31,522,Business & Industrial,Desktop accessories,Staplers
24.5,14,Health & Beauty,Hair Care,Hair_Dryer
38.64,202,Business & Industrial,Desktop accessories,Staplers
6800,29,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
5,23,Health & Beauty,Hair Care,Hair_Dryer
736,66,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
1025,281,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
510,280,Jewelry & watches,Premium wristwatches,Cartier_Wristwatch
8,26,Health & Beauty,Hair Care,Hair_Dryer
6000,95,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
2230,19,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
355,19,Jewelry & watches,Premium wristwatches,Cartier_Wristwatch
3450,238,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
36,240,Business & Industrial,Desktop accessories,Staplers
1290,35,Jewelry & watches,Premium wristwatches,Cartier_Wristwatch
28.5,1908,Health & Beauty,Hair Care,Hair_Dryer
810,1732,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
18.5,342,Business & Industrial,Desktop accessories,Staplers
1525,79,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
1799,78,Jewelry & watches,Premium wristwatches,Cartier_Wristwatch
1325,33,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
3760,151,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
10.01,164,Health & Beauty,Hair Care,Hair_Dryer
807,1806,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
7.49,1158,Health & Beauty,Hair Care,Hair_Dryer
23,884,Health & Beauty,Hair Care,Hair_Dryer
520,124,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
925,124,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
890,124,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
810,124,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
520,124,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
13000,12,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
1376,13,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
899,162,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
21,1,Health & Beauty,Hair Care,Hair_Dryer
510,1511,Jewelry & watches,Premium wristwatches,Cartier_Wristwatch
305,1511,Jewelry & watches,Premium wristwatches,Cartier_Wristwatch
1925,79,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
150,1511,Jewelry & watches,Premium wristwatches,Cartier_Wristwatch
499.99,1239,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
20.5,1096,Clothing shoes & accessories,Neck ties,Brioni_Tie
1025,14,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
1600,14,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
12600,199,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
971,6,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
4052,215,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
1025,14,Jewelry & watches,Premium wristwatches,Cartier_Wristwatch
1125,220,Jewelry & watches,Premium wristwatches,Cartier_Wristwatch
910,38,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
2900,12,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
1475,2,Jewelry & watches,Premium wristwatches,Cartier_Wristwatch
15.51,1005,Health & Beauty,Hair Care,Hair_Dryer
2025,0,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
3450,1134,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
4000,2,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
3505,0,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
1825,322,Jewelry & watches,Premium wristwatches,Cartier_Wristwatch
3400,0,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
4200,0,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
26,456,Clothing shoes & accessories,Neck ties,Zegna_Tie
3550,0,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
1325,217,Jewelry & watches,Premium wristwatches,Cartier_Wristwatch
2950,393,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
1400,898,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
10.5,0,Health & Beauty,Hair Care,Hair_Dryer
10.5,0,Health & Beauty,Hair Care,Hair_Dryer
10.5,0,Health & Beauty,Hair Care,Hair_Dryer
11.95,0,Health & Beauty,Hair Care,Hair_Dryer
2025,2,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
1925,393,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
6876,0,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
2080,31,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
3.22,450,Business & Industrial,Desktop accessories,Staplers
1200,51,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
170.27,5,Business & Industrial,Microscopes,Bausch_and_Laumb_Microscope
1225,3,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
1900,159,Jewelry & watches,Premium wristwatches,Cartier_Wristwatch
801.11,179,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
1600,179,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
1775,708,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
4900,90,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
895,373,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
1952,76,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
21.49,103,Business & Industrial,Desktop accessories,Staplers
27,187,Clothing shoes & accessories,Neck ties,Zegna_Tie
2375,76,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
13.02,6981,Clothing shoes & accessories,Neck ties,Zegna_Tie
1870,22,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
1200,8786,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
715,573,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
12.5,1249,Business & Industrial,Desktop accessories,Staplers
3000,56,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
831,14,Jewelry & watches,Premium wristwatches,Cartier_Wristwatch
841,14,Jewelry & watches,Premium wristwatches,Cartier_Wristwatch
393,787,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
8700,19,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
2499,40,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
430,174,Jewelry & watches,Premium wristwatches,Cartier_Wristwatch
3452,199,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
25,63,Business & Industrial,Desktop accessories,Staplers
4800,29,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
940,261,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
4900,393,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
3081,112,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
210,223,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
1550,81,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
19.13,1248,Business & Industrial,Desktop accessories,Staplers
1500,109,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
5000,121,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
247.26,227,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
7300,28,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
950,18,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
800,114,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
1826,81,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
1800,86,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
2550,0,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
10.99,222,Health & Beauty,Hair Care,Hair_Dryer
1225,60,Jewelry & watches,Premium wristwatches,Cartier_Wristwatch
7.8,654,Health & Beauty,Hair Care,Hair_Dryer
1525,161,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
31,884,Health & Beauty,Hair Care,Hair_Dryer
7400,4,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
702.88,88,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
16,197,Health & Beauty,Hair Care,Hair_Dryer
32,18,Clothing shoes & accessories,Neck ties,Brioni_Tie
400,333,Jewelry & watches,Premium wristwatches,Cartier_Wristwatch
411,4960,Business & Industrial,Microscopes,Bausch_and_Laumb_Microscope
34,1200,Clothing shoes & accessories,Neck ties,Zegna_Tie
108.27,1,Business & Industrial,Microscopes,Bausch_and_Laumb_Microscope
276.05,4,Jewelry & watches,Premium wristwatches,Cartier_Wristwatch
15.61,585,Business & Industrial,Desktop accessories,Staplers
20.55,2289,Clothing shoes & accessories,Neck ties,Zegna_Tie
24.5,92,Clothing shoes & accessories,Neck ties,Zegna_Tie
1599,480,Jewelry & watches,Premium wristwatches,Cartier_Wristwatch
21,92,Clothing shoes & accessories,Neck ties,Zegna_Tie
46,1762,Business & Industrial,Desktop accessories,Staplers
2600,396,Jewelry & watches,Premium wristwatches,Cartier_Wristwatch
13.5,60,Clothing shoes & accessories,Neck ties,Zegna_Tie
1040,573,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
11.35,60,Clothing shoes & accessories,Neck ties,Zegna_Tie
2025,573,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
760,573,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
15.5,0,Health & Beauty,Hair Care,Hair_Dryer
1225,9,Consumer Electronics,Telescopes,Celestron_Telescope
10.5,0,Health & Beauty,Hair Care,Hair_Dryer
11.5,215,Clothing shoes & accessories,Neck ties,Zegna_Tie
377.5,1293,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
1025,39,Jewelry & watches,Premium wristwatches,Cartier_Wristwatch
46.67,1097,Clothing shoes & accessories,Neck ties,Zegna_Tie
32.01,1097,Clothing shoes & accessories,Neck ties,Zegna_Tie
4050,215,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
10,98,Health & Beauty,Hair Care,Hair_Dryer
15.11,98,Health & Beauty,Hair Care,Hair_Dryer
9.47,267,Clothing shoes & accessories,Neck ties,Zegna_Tie
1375,51,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
1250,51,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
8750,247,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
2027,263,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
1375,51,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
2275.2,293,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
222.5,830,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
26.78,343,Business & Industrial,Desktop accessories,Staplers
930,2890,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
1826.01,0,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
850,261,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
2366.04,0,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
1925,0,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
2651,0,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
28.5,1908,Health & Beauty,Hair Care,Hair_Dryer
15.01,1908,Health & Beauty,Hair Care,Hair_Dryer
31.49,1107,Clothing shoes & accessories,Neck ties,Brioni_Tie
28,1107,Clothing shoes & accessories,Neck ties,Brioni_Tie
2400,1971,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
1425,20,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
5100,12,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
26,1220,Clothing shoes & accessories,Neck ties,Zegna_Tie
400,3815,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
420,305,Jewelry & watches,Premium wristwatches,Cartier_Wristwatch
1775,175,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
611,1721,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
6310,2928,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
2.14,70,Business & Industrial,Desktop accessories,Tape_Dispenser
4900,82,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
6.5,440,Consumer Electronics,Calculators,Sharp_Calculator
1800,25,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
83.35,1393,Clothing shoes & accessories,Neck ties,Zegna_Tie
405,0,Jewelry & watches,Premium wristwatches,Cartier_Wristwatch
2500,398,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
9,661,Clothing shoes & accessories,Neck ties,Zegna_Tie
35.99,219,Consumer Electronics,Calculators,Casio_Calculator
775,183,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
12.5,1439,Clothing shoes & accessories,Neck ties,Zegna_Tie
152.5,846,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
66,173,Health & Beauty,Hair Care,Hair_Dryer
265,234,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
3450,98,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
70,75,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
16,975,Health & Beauty,Hair Care,Hair_Dryer
15.5,975,Health & Beauty,Hair Care,Hair_Dryer
4.25,975,Health & Beauty,Hair Care,Hair_Dryer
2075,88,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
32,414,Clothing shoes & accessories,Neck ties,Zegna_Tie
2295,144,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
20.5,1759,Clothing shoes & accessories,Neck ties,Brioni_Tie
11.67,414,Clothing shoes & accessories,Neck ties,Zegna_Tie
21,414,Clothing shoes & accessories,Neck ties,Zegna_Tie
919,1239,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
1975,1,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
599.99,1239,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
32,1097,Clothing shoes & accessories,Neck ties,Zegna_Tie
2799,110,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
306,23,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
1425,0,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
30.99,62,Clothing shoes & accessories,Neck ties,Zegna_Tie
3050,3,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
49.53,14105,Business & Industrial,Desktop accessories,Staplers
10.75,2507,Business & Industrial,Desktop accessories,Tape_Dispenser
410,18,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
6650,402,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
1130,140,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
24,92,Clothing shoes & accessories,Neck ties,Zegna_Tie
28,92,Clothing shoes & accessories,Neck ties,Zegna_Tie
1025,80,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
630,392,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
1500,82,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
1100,701,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
1525,871,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
10.51,429,Business & Industrial,Desktop accessories,Staplers
26.51,98,Clothing shoes & accessories,Neck ties,Zegna_Tie
34,415,Clothing shoes & accessories,Neck ties,Zegna_Tie
26,415,Clothing shoes & accessories,Neck ties,Zegna_Tie
28,332,Health & Beauty,Hair Care,Hair_Dryer
3500,106,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
835,46,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
1000,196,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
33,785,Clothing shoes & accessories,Neck ties,Zegna_Tie
326,0,Jewelry & watches,Premium wristwatches,Cartier_Wristwatch
32,884,Health & Beauty,Hair Care,Hair_Dryer
47,884,Health & Beauty,Hair Care,Hair_Dryer
30,884,Health & Beauty,Hair Care,Hair_Dryer
40.87,3,Jewelry & watches,Premium wristwatches,Cartier_Wristwatch
26,3,Jewelry & watches,Premium wristwatches,Cartier_Wristwatch
565.55,763,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
586,455,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
15.5,1197,Luggage,Luggage bags,American_Tourister_Luggage
30,884,Health & Beauty,Hair Care,Hair_Dryer
46,884,Health & Beauty,Hair Care,Hair_Dryer
30,884,Health & Beauty,Hair Care,Hair_Dryer
247.5,289,Business & Industrial,Microscopes,Bausch_and_Laumb_Microscope
810,163,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
760,110,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
1395,182,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
340,1305,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
1268,125,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
320,353,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
307.5,353,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
475,0,Consumer Electronics,Telescopes,Celestron_Telescope
16,527,Clothing shoes & accessories,Neck ties,Zegna_Tie
202.5,125,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
5.87,325,Business & Industrial,Desktop accessories,Staplers
4000,7,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
1703,155,Jewelry & watches,Premium wristwatches,Rolex_Wristwatch
20.61,5,Health & Beauty,Hair Care,Hair_Dryer
3800,43,Jewelry & watches,Premium wristwatches,Cartier_Wristwatch
