s_code,s_city,e_code,e_city,coupon,new,vacation,SW,HI,s_income,e_income,s_pop,e_pop,slot,gate,distance,PAX,fare
*,Las Vegas           NV,*,Tampa               FL,1.67,3,Yes,Yes,2238.08,24575.00,23654.00,1197234,2195215,Free,Free,1989,3905,128.97
*,Los Angeles         CA,*,Tampa               FL,1.61,3,Yes,No,3873,24706.00,23654.00,9056076,2195215,Free,Free,2164,4065,224.21
*,Miami               FL,*,Tampa               FL,1,3,Yes,No,5791.78,21207.00,23654.00,2105604,2195215,Free,Free,194,7464,85.62
JFK,New York/Newark     NY,*,Tampa               FL,1.1,3,Yes,No,2422.98,32991.00,23654.00,8621121,2195215,Controlled,Free,1009,27103,123.89
LGA,New York/Newark     NY,*,Tampa               FL,1.1,3,Yes,No,2422.98,32991.00,23654.00,8621121,2195215,Controlled,Free,1009,27103,123.89
EWR,New York/Newark     NY,*,Tampa               FL,1.1,0,Yes,No,2422.98,32991.00,23654.00,8621121,2195215,Free,Constrained,1009,27103,123.89
*,Philadelphia/Camden PA,*,Tampa               FL,1.15,3,Yes,No,6172.24,27994.00,23654.00,4948339,2195215,Free,Free,932,8064,122.99
*,Pittsburgh          PA,*,Tampa               FL,1.29,3,Yes,No,7105.01,25054.00,23654.00,2374260,2195215,Free,Constrained,874,4715,119.84
*,St Louis            MO,*,Tampa               FL,1.19,3,Yes,Yes,4136.63,25824.00,23654.00,2549844,2195215,Free,Free,865,4749,135.76
*,Las Vegas           NV,*,Tucson              AZ,1.1,3,Yes,Yes,3552.11,24575.00,20375.00,1197234,766956,Free,Free,357,5658,49.77
*,Los Angeles         CA,*,Tucson              AZ,1.05,1,No,Yes,3098.74,24706.00,20375.00,9056076,766956,Free,Free,447,12808,49.02
*,San Diego           CA,*,Tucson              AZ,1.17,3,No,Yes,6167,23903.00,20375.00,2673620,766956,Free,Free,358,4307,54.96
*,Dallas/Fort Worth   TX,*,Tulsa               OK,1,3,No,Yes,4601.96,28637.00,22956.00,3036732,754013,Free,Free,239,11479,64.97
*,Houston             TX,*,Tulsa               OK,1.07,3,No,Yes,4959.21,27211.00,22956.00,3770125,754013,Free,Free,444,7782,100.36
*,Albuquerque         NM,IAD,Washington          DC,1.89,3,No,No,2225.74,22089.00,31981.00,668159,4549784,Free,Free,1643,3740,215.57
*,Albuquerque         NM,DCA,Washington          DC,1.89,3,No,No,2225.74,22089.00,31981.00,668159,4549784,Controlled,Free,1643,3740,215.57
*,Atlanta             GA,IAD,Washington          DC,1.12,3,No,No,6334.03,26993.00,31981.00,3532657,4549784,Free,Free,539,23531,166.67
*,Atlanta             GA,DCA,Washington          DC,1.12,3,No,No,6334.03,26993.00,31981.00,3532657,4549784,Controlled,Free,539,23531,166.67
*,Boston              MA,IAD,Washington          DC,1.04,3,No,No,5483.29,30124.00,31981.00,5787293,4549784,Free,Free,400,37715,132.79
*,Boston              MA,DCA,Washington          DC,1.04,3,No,No,5483.29,30124.00,31981.00,5787293,4549784,Controlled,Free,400,37715,132.79
ORD,Chicago             IL,IAD,Washington          DC,1.09,3,No,No,5560.73,29260.00,31981.00,7830332,4549784,Controlled,Free,591,27713,145.61
ORD,Chicago             IL,DCA,Washington          DC,1.09,3,No,No,5560.73,29260.00,31981.00,7830332,4549784,Controlled,Free,591,27713,145.61
MDW,Chicago             IL,IAD,Washington          DC,1.09,3,No,No,5560.73,29260.00,31981.00,7830332,4549784,Free,Free,591,27713,145.61
MDW,Chicago             IL,DCA,Washington          DC,1.09,3,No,No,5560.73,29260.00,31981.00,7830332,4549784,Controlled,Free,591,27713,145.61
*,Columbus            OH,IAD,Washington          DC,1.07,3,No,No,3289.86,24502.00,31981.00,125722,4549784,Free,Free,310,6583,100.95
*,Columbus            OH,DCA,Washington          DC,1.07,3,No,No,3289.86,24502.00,31981.00,125722,4549784,Controlled,Free,310,6583,100.95
*,Dallas/Fort Worth   TX,IAD,Washington          DC,1.16,3,No,No,6460.84,28637.00,31981.00,3036732,4549784,Free,Free,1185,14398,256.86
*,Dallas/Fort Worth   TX,DCA,Washington          DC,1.16,3,No,No,6460.84,28637.00,31981.00,3036732,4549784,Controlled,Free,1185,14398,256.86
*,Denver              CO,IAD,Washington          DC,1.33,3,No,No,7046.98,29055.00,31981.00,1862106,4549784,Free,Free,1470,12410,240.48
*,Denver              CO,DCA,Washington          DC,1.33,3,No,No,7046.98,29055.00,31981.00,1862106,4549784,Controlled,Free,1470,12410,240.48
*,Detroit             MI,IAD,Washington          DC,1.08,3,No,No,8369.88,26506.00,31981.00,4459144,4549784,Free,Constrained,391,7833,205.96
*,Detroit             MI,DCA,Washington          DC,1.08,3,No,No,8369.88,26506.00,31981.00,4459144,4549784,Controlled,Constrained,391,7833,205.96
*,Fort Lauderdale     FL,IAD,Washington          DC,1.31,3,Yes,No,5433.17,26752.00,31981.00,1440377,4549784,Free,Free,896,5935,127.67
*,Fort Lauderdale     FL,DCA,Washington          DC,1.31,3,Yes,No,5433.17,26752.00,31981.00,1440377,4549784,Controlled,Free,896,5935,127.67
*,Hartford            CT,IAD,Washington          DC,1.04,0,No,No,5796.38,30268.00,31981.00,1106780,4549784,Free,Free,315,7688,117.35
*,Hartford            CT,DCA,Washington          DC,1.04,3,No,No,5796.38,30268.00,31981.00,1106780,4549784,Controlled,Free,315,7688,117.35
*,Houston             TX,IAD,Washington          DC,1.36,3,No,No,4641.26,27211.00,31981.00,3770125,4549784,Free,Free,1213,4708,297.20
*,Houston             TX,DCA,Washington          DC,1.36,3,No,No,4641.26,27211.00,31981.00,3770125,4549784,Controlled,Free,1213,4708,297.20
*,Kansas City         MO,IAD,Washington          DC,1.42,3,No,No,4221.56,25450.00,31981.00,1694803,4549784,Free,Free,935,5252,182.56
*,Kansas City         MO,DCA,Washington          DC,1.42,3,No,No,4221.56,25450.00,31981.00,1694803,4549784,Controlled,Free,935,5252,182.56
*,Los Angeles         CA,IAD,Washington          DC,1.33,3,No,No,3680.6,24706.00,31981.00,9056076,4549784,Free,Free,2300,20007,303.82
*,Los Angeles         CA,DCA,Washington          DC,1.33,3,No,No,3680.6,24706.00,31981.00,9056076,4549784,Controlled,Free,2300,20007,303.82
*,Miami               FL,IAD,Washington          DC,1.15,3,Yes,No,5121.24,21207.00,31981.00,2105604,4549784,Free,Free,924,9176,147.80
*,Miami               FL,DCA,Washington          DC,1.15,3,Yes,No,5121.24,21207.00,31981.00,2105604,4549784,Controlled,Free,924,9176,147.80
*,Minneapolis/St Paul MN,IAD,Washington          DC,1.19,3,No,No,7968.63,28739.00,31981.00,2761118,4549784,Free,Constrained,916,8215,235.10
*,Minneapolis/St Paul MN,DCA,Washington          DC,1.19,3,No,No,7968.63,28739.00,31981.00,2761118,4549784,Controlled,Constrained,916,8215,235.10
*,New Orleans         LA,IAD,Washington          DC,1.46,3,No,No,2946.23,22038.00,31981.00,1308499,4549784,Free,Free,956,6208,164.30
*,New Orleans         LA,DCA,Washington          DC,1.46,3,No,No,2946.23,22038.00,31981.00,1308499,4549784,Controlled,Free,956,6208,164.30
JFK,New York/Newark     NY,IAD,Washington          DC,1,3,No,No,2487.89,32991.00,31981.00,8621121,4549784,Controlled,Free,217,63690,114.35
JFK,New York/Newark     NY,DCA,Washington          DC,1,3,No,No,2487.89,32991.00,31981.00,8621121,4549784,Controlled,Free,217,63690,114.35
LGA,New York/Newark     NY,IAD,Washington          DC,1,1,No,No,2487.89,32991.00,31981.00,8621121,4549784,Controlled,Free,217,63690,114.35
LGA,New York/Newark     NY,DCA,Washington          DC,1,3,No,No,2487.89,32991.00,31981.00,8621121,4549784,Controlled,Free,217,63690,114.35
EWR,New York/Newark     NY,IAD,Washington          DC,1,3,No,No,2487.89,32991.00,31981.00,8621121,4549784,Free,Constrained,217,63690,114.35
EWR,New York/Newark     NY,DCA,Washington          DC,1,3,No,No,2487.89,32991.00,31981.00,8621121,4549784,Controlled,Constrained,217,63690,114.35
*,Orlando             FL,IAD,Washington          DC,1.15,1,Yes,No,3081.34,22360.00,31981.00,1421287,4549784,Free,Free,760,14683,125.80
*,Orlando             FL,DCA,Washington          DC,1.15,3,Yes,No,3081.34,22360.00,31981.00,1421287,4549784,Controlled,Free,760,14683,125.80
*,Phoenix             AZ,IAD,Washington          DC,1.58,3,No,No,2295.23,23025.00,31981.00,2753373,4549784,Free,Free,1970,5190,279.83
*,Phoenix             AZ,DCA,Washington          DC,1.58,3,No,No,2295.23,23025.00,31981.00,2753373,4549784,Controlled,Free,1970,5190,279.83
*,San Diego           CA,IAD,Washington          DC,1.57,3,No,No,3329.81,23903.00,31981.00,2673620,4549784,Free,Free,2259,6724,273.83
*,San Diego           CA,DCA,Washington          DC,1.57,3,No,No,3329.81,23903.00,31981.00,2673620,4549784,Controlled,Free,2259,6724,273.83
*,San Francisco       CA,IAD,Washington          DC,1.37,3,No,No,6865.77,38813.00,31981.00,1653017,4549784,Free,Free,2428,17938,347.82
*,San Francisco       CA,DCA,Washington          DC,1.37,3,No,No,6865.77,38813.00,31981.00,1653017,4549784,Controlled,Free,2428,17938,347.82
*,Seattle/Tacoma      WA,IAD,Washington          DC,1.55,3,No,No,4358.51,30916.00,31981.00,2230831,4549784,Free,Free,2317,7614,281.06
*,Seattle/Tacoma      WA,DCA,Washington          DC,1.55,3,No,No,4358.51,30916.00,31981.00,2230831,4549784,Controlled,Free,2317,7614,281.06
*,St Louis            MO,IAD,Washington          DC,1.14,3,No,No,8117.12,25824.00,31981.00,2549844,4549784,Free,Free,699,4957,258.37
*,St Louis            MO,DCA,Washington          DC,1.14,3,No,No,8117.12,25824.00,31981.00,2549844,4549784,Controlled,Free,699,4957,258.37
*,Tampa               FL,IAD,Washington          DC,1.24,3,Yes,No,4580.05,23654.00,31981.00,2195215,4549784,Free,Free,815,8413,132.94
*,Tampa               FL,DCA,Washington          DC,1.24,3,Yes,No,4580.05,23654.00,31981.00,2195215,4549784,Controlled,Free,815,8413,132.94
*,Atlanta             GA,*,West Palm Beach     FL,1.01,3,Yes,No,6017.66,26993.00,37375.00,3532657,991717,Free,Free,546,7788,104.11
*,Boston              MA,*,West Palm Beach     FL,1.32,3,Yes,No,4771.66,30124.00,37375.00,5787293,991717,Free,Free,1193,8170,127.83
ORD,Chicago             IL,*,West Palm Beach     FL,1.26,3,Yes,No,2040.42,29260.00,37375.00,7830332,991717,Controlled,Free,1134,5449,145.53
MDW,Chicago             IL,*,West Palm Beach     FL,1.26,3,Yes,No,2040.42,29260.00,37375.00,7830332,991717,Free,Free,1134,5449,145.53
*,Hartford            CT,*,West Palm Beach     FL,1.36,3,Yes,No,3951.55,30268.00,37375.00,1106780,991717,Free,Free,1125,5243,130.15
JFK,New York/Newark     NY,*,West Palm Beach     FL,1.08,3,Yes,No,2216.7,32991.00,37375.00,8621121,991717,Controlled,Free,1030,34324,129.63
LGA,New York/Newark     NY,*,West Palm Beach     FL,1.08,3,Yes,No,2216.7,32991.00,37375.00,8621121,991717,Controlled,Free,1030,34324,129.63
EWR,New York/Newark     NY,*,West Palm Beach     FL,1.08,0,Yes,No,2216.7,32991.00,37375.00,8621121,991717,Free,Constrained,1030,34324,129.63
*,Philadelphia/Camden PA,*,West Palm Beach     FL,1.17,3,Yes,No,6797.8,27994.00,37375.00,4948339,991717,Free,Free,960,6016,124.87
IAD,Washington          DC,*,West Palm Beach     FL,1.28,3,Yes,No,5566.43,31981.00,37375.00,4549784,991717,Free,Free,858,4877,129.62
DCA,Washington          DC,*,West Palm Beach     FL,1.28,3,Yes,No,5566.43,31981.00,37375.00,4549784,991717,Controlled,Free,858,4877,129.62
