total_value,tax,LOT_SQFT,year_built,gross_area,living_area,floors,rooms,bedrooms,full_bath,half_bath,kitchen,fireplace,remodel
389.1,4894,4973,1946,2704,1506,1.5,7,2,2,1,1,2,None
438.452,5515,6050,1918,4056,2480,2.5,10,5,1,1,1,0,None
460.3,5790,9315,1955,3486,1539,1,9,4,3,0,1,1,None
449.6,5655,6825,1893,3724,2000,2.5,7,4,1,1,1,1,None
555.2,6984,5000,1930,3371,2505,2,8,4,3,0,1,0,Recent
637.8,8023,9052,1930,4113,2731,2,7,3,2,1,1,2,None
343,4314,4876,1958,2080,944,1,6,3,1,0,1,2,None
603.1,7587,10307,1958,4651,2904,1,9,3,3,0,1,2,None
353.7,4449,5248,1930,3300,1415,1,5,2,1,0,1,1,None
358.3,4507,7127,1900,2433,1302,1.5,5,2,1,0,1,0,None
439.5,5528,8027,1957,2410,1266,1,7,3,1,1,1,1,None
380.2,4782,5900,1950,2532,1306,1.5,9,3,2,1,1,1,None
394.2,4959,6971,1935,3024,1920,2,7,3,1,1,1,1,None
357.1,4492,5834,1950,2332,1568,2,7,3,1,1,1,1,Recent
648.4,8156,7125,1910,5048,2726,2,10,4,3,1,1,2,Recent
672.6,8461,14282,1880,5062,2822,2,11,5,1,2,1,2,None
525.62,6612,4730,1910,4662,2852,2,10,4,2,1,1,1,Recent
397.3,4998,5000,1920,2864,1752,2,8,3,1,1,1,0,None
366.5,4610,7125,1957,2200,1361,1,7,3,1,1,1,1,None
382,4805,4750,1885,4115,2214,1.5,7,3,1,1,1,1,None
580.2,7298,4750,1913,5250,2862,2,8,5,3,0,1,1,Old
347.2,4367,5000,1925,2316,1365,2,7,3,1,0,1,1,None
441.6,5555,5000,1924,3991,2262,2,7,3,1,1,1,1,Recent
501.5,6308,6257,1938,3473,2020,2,8,3,2,1,1,1,Recent
407.7,5128,5537,1925,2796,1825,2,8,4,1,1,1,0,Old
400.8,5042,5500,1920,3092,1702,2,8,4,1,1,1,1,None
427.3,5375,6120,1920,3866,2168,2,10,3,1,1,1,1,None
483.3,6079,7013,1920,4049,2270,2,8,5,2,1,1,1,None
325.4,4093,4080,1950,2577,1169,1,6,2,2,0,1,1,Recent
397.8,5004,6050,1921,2772,1770,2,7,4,1,0,1,1,None
463.2,5827,5846,1935,2652,1752,2,7,3,1,0,1,1,None
495.7,6235,8187,1946,2902,1791,2,7,4,2,1,1,1,None
610,7673,7148,1930,4555,2451,2,7,3,1,1,1,1,None
314.6,3957,3410,1969,1907,1080,2,6,3,1,1,1,1,None
445.8,5608,5500,1920,2650,1596,2,9,4,1,1,1,0,None
481.8,6061,7640,1920,3267,1998,2,8,4,1,1,1,1,None
547.2,6883,12029,1950,5258,3325,1,7,4,3,1,1,1,None
395.7,4977,4875,1920,2746,1768,2,7,3,1,1,1,1,None
332.5,4182,5090,1905,3360,1933,2,9,6,1,1,1,0,None
358.1,4504,5000,1920,2285,1520,2,8,3,1,0,1,1,None
551.9,6942,7550,1880,3587,2286,2,6,3,1,0,1,1,Old
415.1,5221,5296,1940,2673,1394,1.5,8,3,1,1,1,1,Recent
451.4,5678,5250,1923,3140,1423,1.5,6,3,1,1,1,1,None
362.8,4564,6250,1920,3522,1788,1.5,6,2,1,1,1,1,None
353.6,4448,4369,1950,2464,1325,1,6,3,1,1,1,1,None
409.9,5156,6930,1940,2704,1608,2,6,3,1,1,1,1,None
393.7,4952,7005,1935,2922,1500,2,7,3,1,1,1,1,None
415.5,5226,7797,1940,2472,1380,2,6,3,1,1,1,2,None
393.8,4954,5000,1940,2540,1456,2,6,3,1,1,1,0,Recent
426.6,5366,5000,1924,3456,1602,1,8,4,2,0,1,1,None
580.7,7305,6050,1925,3418,2117,2,7,4,2,0,1,1,Recent
408.8,5142,6535,1935,2748,1544,2,7,3,1,0,1,1,None
354.4,4458,4750,1914,1963,1274,2,6,3,1,0,1,1,None
540.2,6795,5835,2001,4338,2419,2,7,3,1,1,1,1,None
339.6,4272,6657,1953,2636,1232,1,6,3,1,1,1,1,None
399.5,5025,4830,1898,3130,1978,2,8,4,2,0,1,1,None
530.5,6673,5500,1938,3025,1791,2,7,3,1,1,1,1,None
353.9,4452,6269,1955,2880,1320,1,5,2,1,0,1,0,None
556.9,7005,12765,1956,3356,1550,1,8,3,1,2,1,1,None
393.5,4950,7348,1940,2471,1568,2,7,3,1,1,1,1,None
428.4,5389,6255,1940,2553,1494,2,7,3,1,1,1,1,None
326.6,4108,5135,1940,2112,1056,1,5,2,1,0,1,1,None
393.6,4951,5827,1920,3093,1726,2,6,4,1,1,1,0,None
384,4830,5500,1920,2632,1656,2,7,3,1,0,1,1,None
386.9,4867,5454,1925,2586,1576,2,8,3,1,0,1,1,None
365.9,4603,4750,1925,2504,1536,2,7,3,1,0,1,1,None
405.7,5103,5000,1925,2532,1380,2,6,3,1,1,1,1,None
407.2,5122,6086,1957,2628,1820,1,7,3,1,1,1,1,None
437,5497,4560,1890,3378,2039,2,8,4,1,1,1,1,None
318.7,4009,4445,1955,2188,1080,1,5,3,2,0,1,1,None
373.3,4696,5000,1904,2498,1456,2,6,3,1,1,1,1,None
366.1,4605,5250,1920,2263,1396,2,7,4,1,1,1,1,None
454.4,5716,8177,1920,3431,2091,2,7,3,1,0,1,1,None
463.8,5834,6669,1940,2596,1536,2,7,3,1,1,1,1,None
397.7,5003,7259,1933,2972,1710,2,6,3,1,1,1,0,None
426.1,5360,4726,1880,2647,1706,2,7,4,1,1,1,0,None
352.2,4430,5250,1923,2847,1423,1.5,5,2,1,1,1,1,None
522.7,6575,7125,1900,3472,1886,2,7,3,1,0,1,1,None
416.5,5239,6380,1925,2796,1716,2,8,4,1,1,1,1,None
353.7,4449,6250,1928,2396,1320,2,6,3,1,0,1,1,None
495.3,6230,4750,1930,3800,2187,2,8,4,1,1,1,0,Old
393.8,4954,4750,1929,2258,1308,2,7,3,1,0,1,1,Recent
341.5,4296,5915,1935,2738,1842,2,7,3,1,1,1,1,None
394.9,4967,7000,1930,2379,1188,2,6,3,1,1,1,0,Recent
613.1,7712,7254,2004,4516,2415,2,9,4,2,1,1,1,None
404.5,5088,6920,1947,3438,1547,1.5,6,3,1,1,1,1,None
361.9,4552,5000,1960,2978,1518,1.5,6,3,1,1,1,1,Recent
370.8,4664,5000,1940,2514,1354,1.5,6,3,1,1,1,1,None
375,4717,5000,1930,2874,1724,2,6,3,1,0,1,0,None
485.1,6102,7700,1925,2615,1736,2,7,3,1,0,1,1,Recent
442.5,5566,6000,1930,3083,1985,2,9,3,1,0,1,0,None
386.6,4863,5000,1920,2802,1512,2,7,3,1,1,1,1,None
387.8,4878,5250,1920,2227,1500,2,7,3,1,1,1,1,None
608,7648,4590,2005,5615,2611,2,9,4,2,1,1,1,None
409.7,5154,7643,1954,2965,1668,1,7,3,1,1,1,1,None
403.9,5081,5500,1930,3221,1880,2,7,3,1,1,1,1,None
359.9,4527,6143,1940,2629,1188,1,6,3,1,1,1,1,None
381.3,4796,5160,1930,2731,1564,2,7,4,1,1,1,0,Recent
405.8,5104,5500,1930,2932,1636,2,7,4,1,0,1,1,Old
461.2,5801,5000,1925,3423,1816,2,9,3,1,1,1,1,None
524.4,6596,7219,1927,3437,1920,2,5,3,1,2,1,1,None
425.4,5351,5500,1910,3231,1940,2,7,4,1,1,1,1,None
519.7,6537,5700,1885,3876,2246,2,10,5,1,1,1,0,None
346.9,4364,5000,1920,2372,1396,2,7,3,1,1,1,1,None
378.7,4764,5454,1920,2695,1608,2,7,3,1,1,1,1,None
426.2,5361,5876,1935,2965,1801,2,7,3,1,1,1,1,Recent
459.5,5780,6000,1930,2998,1665,2,7,3,2,0,1,1,Recent
472.2,5940,10370,1930,3980,1813,1,7,3,1,2,1,1,None
438.9,5521,6250,1920,3006,2064,2,7,3,2,1,1,1,Old
319.6,4020,6827,1959,2486,1055,1,5,2,1,0,1,1,None
401.2,5047,5250,1929,2772,1732,2,7,3,1,1,1,1,None
379.7,4776,7000,1930,2907,1850,2,8,3,1,0,1,0,None
396.7,4990,6000,1929,2604,1720,2,7,3,1,0,1,1,None
385,4843,5000,1890,2476,1523,2,7,4,1,1,1,1,None
329.7,4147,4305,1950,2508,1123,1,6,3,2,0,1,1,None
374.2,4707,3910,1965,2176,1605,1,6,2,2,0,1,1,Recent
401.7,5053,8545,1925,2864,1476,2,6,3,1,0,1,0,None
352.1,4429,5000,1920,2190,1266,2,6,3,1,0,1,1,None
419.6,5278,6000,1929,2786,1778,2,7,3,1,1,1,1,Old
394.8,4966,8279,1950,3200,1425,1,8,3,1,1,1,2,None
390.3,4909,5500,1930,2986,1710,2,7,3,1,1,1,0,None
470.4,5917,7402,1950,3120,1634,1,6,3,1,1,1,1,Recent
297.8,3746,5160,1954,2255,1008,1,6,2,1,0,1,1,None
368.6,4636,5434,1910,2373,1332,2,7,4,1,1,1,0,None
417.7,5254,6254,1938,2466,1574,2,7,3,1,1,1,1,Recent
307.1,3863,5835,1957,2418,1306,1.5,7,3,1,1,1,0,None
348.1,4379,7068,1950,2472,1123,1,7,2,1,0,1,1,None
409.2,5147,5500,1966,2340,1500,2,6,3,1,1,1,1,None
410.8,5167,5465,1925,3205,1806,2,7,3,1,1,1,1,None
423.8,5331,7124,1936,2852,1578,2,7,3,1,1,1,1,Recent
282.2,3550,7000,1954,1608,768,1,4,2,1,0,1,1,None
710.2,8934,10500,1892,5124,2908,2,10,5,4,0,1,1,Recent
458.4,5766,4620,1910,3346,1921,2,8,4,2,0,1,1,Recent
359.8,4526,7064,1959,2106,992,1,5,2,1,0,1,1,None
412.3,5186,4750,1920,3854,2184,2,8,4,1,1,1,1,Old
408.9,5143,4750,1890,4028,2207,2,8,4,1,0,1,1,Recent
341.1,4291,5000,1920,3159,1468,1,5,2,1,0,1,1,None
484.4,6093,5000,1925,2516,1521,2,7,3,1,1,1,1,None
471.6,5932,8652,1935,3212,2072,2,7,3,1,1,1,1,Recent
406,5107,7660,1950,2252,960,1,12,2,1,0,1,1,None
306.3,3853,3668,1920,1532,972,2,5,2,1,0,1,1,None
429.2,5399,5675,1938,3055,1912,2,7,3,1,1,1,1,None
598.8,7532,4750,1911,4737,2563,2,9,6,2,1,1,1,Recent
370.5,4660,6000,1925,2509,1520,2,6,3,1,1,1,1,None
446.7,5619,7498,1946,2860,1680,1.5,8,4,1,1,1,1,None
391.8,4928,6020,1962,2510,1470,1,7,3,1,1,1,1,None
384,4830,5777,1958,2610,1284,1,5,2,1,1,1,2,None
375.8,4727,5454,1920,2570,1552,2,9,3,1,1,1,1,None
412.6,5190,5876,1938,3181,1971,2,8,4,1,1,1,1,None
399.3,5023,7218,1930,2978,1692,2,7,3,1,1,1,0,None
396.2,4984,4637,1898,3704,2020,2,8,4,1,0,1,0,None
398.9,5018,5000,1953,2966,1812,2,8,4,2,0,1,0,None
421.9,5307,5400,1920,2430,1424,2,7,3,2,1,1,1,None
507.2,6380,7667,1964,3111,2389,1,7,3,1,2,1,1,None
371.4,4672,4732,1957,2229,1066,1,5,2,1,1,1,1,None
315.4,3967,8341,1950,2038,954,1,5,2,1,0,1,0,None
351.7,4424,4650,1950,3424,1523,1,6,2,1,0,1,0,None
398.1,5008,5000,1920,3270,1828,2,8,4,1,1,1,0,Old
439.6,5530,9000,1923,2936,1888,2,7,3,1,0,1,1,None
457.1,5750,6000,1930,3240,1928,2,8,3,1,1,1,1,None
354.2,4455,5500,1940,1950,1188,2,6,3,1,0,1,1,None
383.4,4823,5579,1913,2628,1479,2,7,4,1,1,1,0,None
414.7,5216,6245,1920,3228,1950,2,7,3,1,0,1,1,None
415.2,5223,6254,1935,2752,1929,2,7,3,1,1,1,1,None
359.1,4517,6345,1950,2310,1080,1,6,3,1,1,1,0,None
378.7,4764,4750,1920,2530,1318,1.5,6,3,1,1,1,1,None
475.1,5976,5000,1923,3053,1761,2,7,3,1,2,1,0,Recent
364.5,4585,7878,1950,2059,902,1,4,2,1,1,1,0,None
371.5,4673,5250,1940,2277,1152,2,6,3,1,0,1,1,None
352.6,4435,4750,1910,3332,1771,1.5,7,3,1,0,1,1,None
308.2,3877,3694,1925,1690,1008,2,5,2,1,0,1,0,None
380.4,4785,5841,1930,2654,1518,2,7,3,1,0,1,0,None
354.7,4462,6250,1929,2222,1248,2,6,3,1,0,1,1,Old
414.4,5213,6165,1930,3033,1831,2,7,3,1,1,1,1,None
430.5,5415,8533,1920,2717,1614,2,7,3,1,1,1,0,None
383.2,4820,5000,1927,3290,1615,1.5,5,2,1,0,1,0,None
544.9,6854,5000,1907,3914,2095,2,8,4,3,1,1,1,Recent
388.7,4889,6000,1930,2675,1737,2,6,3,1,0,1,1,None
414.1,5209,7400,1919,2924,1712,2,7,3,1,0,1,1,None
409.5,5151,4680,1895,3490,1890,2,6,2,2,1,1,0,None
414.5,5214,4665,1896,4188,2302,2,8,3,1,1,2,0,None
447.8,5633,5353,1904,3250,1872,2,7,3,1,1,1,1,Recent
380.4,4785,5982,1930,2809,1550,2,6,3,1,0,1,0,None
475.7,5984,6400,1950,4107,2293,1.5,9,4,2,0,1,1,Old
375.8,4727,7889,1950,2694,1190,1,6,3,1,0,1,0,None
473.2,5952,5400,1920,3385,1880,2,7,3,2,0,1,1,Recent
378.2,4757,5985,1958,2344,1112,1,5,2,1,1,1,1,None
344.6,4335,5500,1940,1782,1188,2,7,3,1,0,1,1,None
419.1,5272,5115,1930,3183,1858,2,7,4,1,1,1,0,None
421.7,5304,6100,1920,2880,1842,2,8,4,1,2,1,1,None
396.5,4987,5926,1910,2886,1856,2,7,4,1,1,1,1,None
418.7,5267,6000,1930,3526,1998,2,6,3,1,0,1,1,Old
309,3887,3673,1925,1695,1008,2,5,2,1,0,1,0,None
410.8,5167,3748,1920,2230,1348,2,6,3,1,1,1,1,None
539.1,6781,6255,1938,3808,2336,2,8,4,2,1,1,1,Recent
351.7,4424,6250,1927,2071,1280,2,6,2,1,0,1,1,Recent
468.8,5897,4750,1895,3784,2180,2,8,4,1,1,1,1,Recent
359.6,4523,4750,1910,2062,1304,2,6,3,1,1,1,0,None
368,4629,5250,1938,2025,1152,2,6,3,1,0,1,1,None
370.4,4659,4461,1927,2185,1350,2,9,4,1,0,1,0,None
383.9,4829,4370,1927,1944,1200,2,5,2,1,1,1,1,Recent
399.4,5024,5025,1920,2638,1610,2,7,3,1,1,1,1,None
387.6,4876,6000,1929,2654,1650,2,7,4,1,0,1,1,None
323.5,4069,4750,1923,2008,1178,2,6,3,1,1,1,1,None
379.3,4771,5000,1920,3284,1764,1.5,7,3,1,0,1,1,None
736.7,9267,13960,1880,5358,3452,2.5,12,5,4,0,2,1,Old
498.4,6269,6922,1920,3567,1932,2,7,3,1,1,1,1,None
538.2,6770,5845,1925,2946,2248,2,8,4,2,1,1,1,Recent
389.8,4903,7200,1950,3023,1221,1,5,2,1,0,1,1,None
384.3,4834,5520,1924,2743,1641,2,7,3,1,0,1,1,None
573.6,7215,13597,1950,5616,2536,1,5,3,2,1,1,1,None
401.3,5048,5000,1925,2485,1726,2,5,3,1,1,1,0,Recent
408.7,5141,6000,1930,3054,1827,2,8,3,1,1,1,1,None
413.6,5203,5000,1928,2913,1702,2,8,3,1,1,1,1,None
481.3,6054,7527,1954,3841,2280,2,7,3,1,1,1,2,Old
420.6,5291,5300,1940,3605,2022,2,7,3,1,1,1,1,None
385.2,4845,5632,1925,2530,1634,2,7,3,1,0,1,1,None
484.5,6095,5353,1920,3272,2090,2,8,3,2,1,1,1,Recent
427,5371,7785,1933,3267,1802,2,7,3,1,1,1,1,None
368.1,4630,7322,1950,2442,1014,1,5,3,1,1,1,1,Old
456.6,5744,7040,1950,2970,1708,2,7,3,1,2,1,1,None
416.1,5234,5107,1935,2611,1702,2,7,4,1,1,1,1,Recent
522.7,6575,6048,1938,3134,2006,2,7,3,2,1,1,2,None
357.2,4493,6000,1920,2283,1404,2,7,3,1,0,1,1,None
298.2,3751,4029,1950,2238,1104,1,6,3,1,1,1,0,None
432.4,5439,5929,1925,2967,1716,2,7,3,2,1,1,1,None
375.8,4727,6200,1925,2354,1504,2,7,3,1,1,1,0,None
406.9,5118,5768,1930,2628,1628,2,7,3,1,1,1,0,Recent
369.6,4649,4750,1925,1864,1152,2,6,3,1,0,1,1,None
419.7,5279,5000,1910,3363,1919,2,8,3,2,1,1,0,Recent
321,4038,3500,1920,2378,1408,2,7,4,1,0,1,1,None
385.1,4844,4717,1925,2870,1663,2,7,4,1,1,1,0,None
384.2,4833,5500,1928,2325,1380,2,7,3,1,0,1,1,None
459.7,5783,6097,1930,3718,2032,2,8,3,1,1,1,0,None
426.5,5365,8470,1950,2830,1271,1,5,3,1,1,1,1,None
428.8,5394,4740,1910,4156,2221,2,9,5,1,1,1,2,Recent
525.7,6613,7122,1914,4740,2625,2,8,4,1,1,1,0,Recent
413.2,5198,7833,1940,3012,1792,2,7,3,1,1,1,1,None
416.4,5238,4800,1950,2186,1431,2,7,3,1,1,1,1,None
511.3,6432,5460,1920,2962,2208,2,10,3,2,1,1,0,Recent
389.3,4897,6500,1920,2455,1392,2,6,3,2,0,1,0,None
306.3,3853,5300,1954,2578,1227,1,6,3,1,1,1,1,None
387.3,4872,5122,1940,2180,1232,2,6,3,1,0,1,0,None
449.6,5655,7001,1909,3489,1625,1,7,4,2,0,1,0,Recent
375.6,4725,5250,1940,2120,1288,2,6,3,1,1,1,1,Old
351.9,4426,4750,1929,2115,1302,2,6,3,1,0,1,0,None
457.2,5751,7125,1920,4020,2338,2,9,6,1,1,1,1,None
415.4,5225,5000,1928,2725,1717,2,6,3,1,1,1,1,Recent
398,5006,6016,1925,3240,1842,2,8,4,1,1,1,1,None
439.6,5530,5300,1920,3104,1848,2,8,3,1,1,1,1,None
386.2,4858,6160,1920,2561,1494,2,7,3,1,0,1,1,Old
515.8,6488,5884,1938,3296,2276,2,7,3,1,1,1,1,None
406.5,5113,7036,1945,2518,1449,2,7,3,1,1,1,1,Old
450.1,5662,4750,1928,3125,1861,2,9,5,1,1,1,1,None
399.6,5026,5915,1925,3044,1948,2,8,4,1,1,1,1,Recent
492.4,6194,6567,1995,3011,1872,2,7,3,2,1,1,0,None
448.9,5647,7213,1920,3497,2061,2,10,4,2,0,1,1,None
445.9,5609,6251,1955,3418,2013,2,7,3,2,0,1,1,None
340.6,4284,4770,1928,2150,1344,2,7,3,1,1,1,0,None
333.6,4196,4000,1920,2220,1316,2,6,3,1,0,1,1,None
498,6264,5928,1935,2771,1664,2,6,3,1,1,1,1,None
460.8,5796,10072,1959,3084,1566,1,7,3,2,1,1,1,None
443.5,5579,8423,1949,2160,1176,2,7,3,1,1,1,1,None
568.7,7154,4775,1914,4350,2754,2.5,10,5,3,1,1,1,Recent
417.2,5248,5600,1950,3162,1860,2,8,3,1,1,1,1,Recent
383.9,4829,6866,1945,2688,1354,1.5,7,4,2,0,1,1,None
587.2,7386,9042,1995,3236,1976,2,7,3,2,2,1,1,None
393.5,4950,7015,1930,2364,1502,2,7,3,1,1,1,1,Recent
363.1,4567,4750,1929,2120,1360,2,7,3,1,1,1,1,None
356.7,4487,5000,1935,2104,1308,2,6,3,1,1,1,1,None
376.5,4736,5500,1928,2639,1554,2,7,3,1,0,1,1,None
468.9,5898,5500,1920,3288,2076,2,8,3,1,0,1,0,Recent
479.4,6030,5900,1920,3272,1871,2,8,4,1,1,1,1,None
388.9,4892,4750,1940,2537,1442,2,7,3,2,0,1,0,None
389.3,4897,5333,1935,2314,1260,2,7,3,1,1,1,1,None
355.4,4470,4000,1920,2532,1528,2,8,4,1,0,1,0,None
422.9,5320,3894,1920,2945,1707,2,7,3,1,1,1,1,None
380.8,4790,4177,1920,2592,1664,2,7,3,1,0,1,1,Old
368.3,4633,5640,1945,2544,1354,1.5,5,2,1,0,1,1,None
361.3,4545,4750,1928,2392,1456,2,8,3,1,1,1,0,None
391.1,4920,5900,1925,3246,1842,2,8,4,1,0,1,1,Recent
345.6,4347,4770,1920,2076,1288,2,6,3,1,0,1,0,None
306.9,3860,4840,1960,2128,1064,1,5,2,1,0,1,1,None
397.2,4996,5000,1959,3184,1476,1,5,2,2,0,1,1,None
388.2,4883,4500,1920,2280,1554,2,8,4,1,1,1,1,None
606.5,7629,5957,1927,4662,2722,2,7,4,1,2,1,1,Old
352.8,4438,6246,1955,2278,987,1,6,2,1,0,1,1,None
671.9,8452,13407,1955,4138,2720,1,7,3,2,1,2,1,None
382.7,4814,4947,1925,2692,1661,2,6,3,1,1,1,1,None
450.7,5669,4500,1925,3092,1870,2,9,4,1,1,1,1,Recent
455.6,5731,6091,1920,3639,2242,2,7,3,2,0,1,1,None
408.8,5142,8236,1925,2964,1850,2,8,4,1,0,1,1,None
374.2,4707,4460,1930,2466,1618,2,6,3,1,0,1,1,None
465.2,5852,4196,1920,1892,1792,2,7,4,1,1,1,1,Recent
382.5,4811,6341,1940,2567,1531,2,7,4,1,1,1,1,None
388.5,4887,6367,1950,2823,1649,2,6,4,1,1,1,1,None
371,4667,7700,1900,2333,1391,2,6,3,1,0,1,0,None
407.4,5125,7926,1941,2544,1606,2,7,3,1,0,1,1,None
371.6,4674,7020,1938,2795,1580,2,8,4,1,1,1,0,None
441.8,5557,4750,1929,2358,1500,2,7,3,1,1,1,1,Old
353.3,4444,4280,1925,2400,1224,1.5,8,3,1,0,1,1,None
339.4,4269,3588,1962,2628,1204,1,6,3,1,0,1,0,Recent
465.3,5853,6162,1995,2640,1632,2,10,3,2,1,1,1,None
357.4,4496,4593,1914,2226,1356,2,6,3,1,0,1,1,None
355,4465,4000,1927,2324,1420,2,9,3,1,0,1,0,None
370.3,4658,5000,1920,2648,1238,1.5,6,3,1,0,1,1,None
482.2,6066,7005,1920,3522,2096,2,10,5,2,1,1,1,None
371.3,4670,5500,1928,2221,1250,2,6,3,1,0,1,1,None
361.8,4551,6740,1940,2620,1701,2,7,4,1,1,1,1,None
385.5,4849,4902,1954,2672,1584,2,7,3,1,1,1,1,Old
354.3,4457,4222,1936,2212,1347,2,7,3,1,1,1,1,Recent
476.3,5991,5500,1925,2936,1836,2,8,4,1,1,1,1,Recent
492.6,6196,6139,1935,2864,1852,2,8,4,1,1,1,1,None
382.4,4810,6720,1910,2036,1176,2,6,3,1,0,1,1,None
380.8,4790,6208,1965,2657,1310,1,6,3,1,1,1,1,None
347.2,4367,5000,1920,2437,1476,2,8,3,1,1,1,1,None
450.2,5663,5477,1910,3306,1960,2,8,3,1,1,1,0,None
644.4,8106,9947,1955,4114,2947,1,9,4,2,0,1,2,None
377,4742,4830,1909,2455,1505,2,6,3,1,1,1,0,None
401.7,5053,5337,1916,2312,1384,2,6,3,1,1,1,1,None
528.5,6648,9046,1995,3648,2208,2,8,4,2,2,1,1,None
357.6,4498,4797,1929,2698,1411,2,7,3,1,0,1,0,None
377.2,4745,6276,1930,2750,1918,2,9,4,2,0,1,1,None
474.6,5970,4857,1915,4048,2291,2,10,4,1,1,1,1,None
293.3,3689,6240,1955,2066,987,1,5,2,1,0,1,1,None
414.3,5211,5000,1920,2868,1716,2,7,4,1,1,1,0,None
368.2,4631,5100,1950,2560,1250,1,5,3,1,0,1,1,None
421.2,5298,6190,1950,3165,1447,1,7,3,2,0,1,1,None
374.3,4708,5000,1940,2117,1274,2,7,3,1,1,1,1,None
300.3,3777,6050,1925,2092,936,1,5,2,1,0,1,1,None
700.7,8814,7991,1998,4372,3544,2,9,4,2,1,1,1,None
422.2,5311,8350,1954,2666,1841,1,5,3,1,0,1,0,None
424,5333,4750,1928,2448,1464,2,7,3,1,0,1,1,None
341.4,4294,4000,1928,2573,1544,2,7,3,1,0,1,0,Old
423.2,5323,6343,1926,3340,1856,2,6,3,2,1,1,1,None
492.2,6191,6001,1996,3018,1872,2,11,4,2,1,1,1,None
407.1,5121,5125,1930,2395,1344,2,7,4,1,1,1,0,Recent
615.5,7742,7763,1938,3678,2304,2,7,3,2,0,1,1,Recent
414.5,5214,7705,1956,3398,1561,1.5,6,2,1,1,1,0,None
431,5421,4222,1936,2840,1594,2,7,3,1,0,1,1,None
356.7,4487,5282,1950,3050,1450,1,7,3,1,0,1,1,None
448.7,5644,5000,1920,2932,1837,2.5,8,5,2,1,1,1,Recent
423.2,5323,6525,1900,3081,1768,2,8,3,2,0,1,1,Recent
298.1,3750,6402,1950,2736,1210,1,6,3,1,0,1,2,None
410.5,5164,5000,1910,3476,1928,2,7,4,1,1,1,0,None
399.8,5029,5247,1920,3215,1867,2,10,4,1,1,1,0,None
407.3,5123,7011,1925,2888,1752,2,6,3,2,1,1,1,None
356.4,4483,4860,1928,2196,1232,2,6,3,1,0,1,0,None
349,4390,4825,1930,2136,1242,2,6,3,1,0,1,0,None
386.1,4857,4887,1914,1864,1120,2,5,2,1,0,1,0,Old
402.8,5067,5500,1916,2415,1426,2,6,3,1,0,1,1,None
399.9,5030,5500,1920,2846,1716,2,8,3,1,1,1,1,None
404,5082,5500,1930,2874,1752,2,6,3,1,1,1,0,None
396.6,4989,7077,1930,2610,1590,2,6,3,1,0,1,1,None
451.6,5681,7015,1930,3684,2128,2,8,4,1,1,1,1,None
354.3,4457,4000,1924,2986,1694,2,7,3,1,0,1,1,None
406.4,5112,5000,1920,3072,1779,2,6,3,1,0,1,1,Recent
402.8,5067,4907,1929,2288,1464,2,6,3,1,0,1,1,None
432.7,5443,6267,1935,3024,1872,2,7,3,1,1,1,1,Old
371.8,4677,7010,1925,1944,1248,2,6,3,1,1,1,1,Recent
342.7,4311,4222,1936,2020,1248,2,6,3,1,1,1,1,None
385.1,4844,5000,1920,2736,1704,2,7,3,1,1,1,1,None
394.6,4964,6055,1950,2988,1832,2,7,3,1,1,1,1,None
333.6,4196,5120,1928,2244,1400,2,7,3,1,1,1,0,None
330.1,4152,4507,1950,2388,1134,1,6,2,1,0,1,0,None
376.8,4740,5000,1930,2303,1344,2,6,3,1,1,1,1,None
675.3,8495,8001,2005,4684,2976,2,9,4,3,0,1,1,None
274.3,3450,4755,1945,2624,1176,1,5,2,1,1,1,1,None
437.1,5498,3839,1933,2922,1330,1,7,3,2,0,1,1,Recent
482.5,6069,6800,1936,2826,1624,2,7,3,1,1,1,1,None
363.3,4570,4937,1931,2347,1452,2,7,3,1,0,1,1,None
369.7,4650,6440,1940,3638,1602,1,6,2,1,0,1,1,None
667.6,8398,9386,2004,4371,2794,2,9,4,2,1,1,1,None
364.6,4586,10203,1956,3098,1493,1,7,2,1,1,1,1,None
370.3,4658,4752,1939,3661,1671,1,7,2,2,0,1,1,Recent
373.3,4696,5000,1925,2406,1458,2,7,4,1,1,1,1,None
320.5,4031,4890,1930,2002,1260,2,6,3,1,0,1,0,None
386.3,4859,4925,1934,2391,1562,2,6,3,1,1,1,1,Recent
439.8,5532,4500,1930,3026,1699,2,8,4,1,1,1,1,Recent
407.7,5128,4500,1929,3495,1960,2,9,5,1,1,1,1,None
360.3,4532,4500,1925,2680,1200,1,6,3,1,1,1,1,None
402.1,5058,4852,1925,2204,1336,2,7,3,1,1,1,1,None
334.2,4204,4946,1920,2347,1404,2,8,3,1,1,1,1,None
361.8,4551,5000,1950,2397,1470,2,6,3,1,1,1,1,None
371.3,4670,5000,1930,3176,1436,1,6,3,1,0,1,1,Recent
374,4704,5500,1929,2379,1426,2,7,3,1,0,1,1,None
342.7,4311,5000,1950,2158,1378,2,7,3,1,1,1,1,Recent
276.6,3479,2126,1845,1719,958,1.5,7,3,1,0,1,0,None
255.7,3216,3440,1910,1508,710,1,5,2,1,0,1,0,Old
687.9,8653,9364,2004,4228,3022,2,8,3,2,1,1,1,None
358.6,4511,4222,1944,2160,1352,2,6,3,1,1,1,1,None
447.9,5634,5000,1920,3917,2012,2,11,4,1,1,1,0,None
285.4,3590,5205,1950,1808,864,1,4,2,1,0,1,1,None
