customer_number,clothing_division,housewares_division,health_products_division,automotive_division,personal_electronics_division,computers_division,garden_division,novelty_gift_division,jewelry_division
183533173,0,0,1,0,0,0,0,0,0
183599836,0,1,1,1,0,0,1,1,0
183681063,0,0,1,1,0,0,0,0,1
183707942,0,0,1,0,1,0,0,0,0
183713270,0,1,1,1,1,0,1,1,1
183762863,0,0,1,0,0,0,0,0,0
183868397,0,0,1,0,1,0,0,0,0
183893700,0,0,1,0,0,0,0,0,0
183907294,0,0,1,0,1,0,0,0,1
183931849,0,1,1,0,1,0,0,0,0
183999895,0,1,1,0,1,0,1,0,1
184168789,0,1,1,0,1,0,0,1,0
184248128,0,1,1,0,0,0,0,0,0
184274363,0,0,1,0,0,0,0,0,0
184318491,0,1,1,0,1,0,0,0,1
184411874,0,0,1,0,1,1,0,0,1
184427722,0,0,1,1,1,0,1,0,0
184474708,0,1,1,0,1,0,0,1,0
184515625,0,0,1,0,0,0,0,0,0
184536340,0,1,1,0,1,0,0,1,1
184586915,0,1,1,0,1,0,1,0,0
184601441,0,0,1,0,0,0,0,0,0
184629897,0,1,1,0,0,0,1,1,0
184646677,0,1,1,1,1,0,1,1,0
184767275,0,1,1,0,1,0,0,0,0
184795136,0,0,1,1,1,0,0,0,1
184835395,0,0,1,0,0,0,0,0,0
184886604,0,0,1,0,0,0,0,0,0
184965382,0,0,1,0,1,0,0,0,1
184982932,0,0,1,0,1,0,1,0,0
184993624,0,0,1,0,0,0,0,0,0
185032356,0,0,1,0,1,0,0,0,0
185070653,1,1,1,0,0,1,0,0,1
185093663,0,1,1,0,0,0,1,0,0
185137718,0,0,1,0,0,0,0,0,1
185271228,1,0,1,0,1,0,1,1,0
185374089,0,0,1,0,0,0,0,0,0
185393394,0,0,1,0,0,0,0,0,0
185524683,0,1,1,0,1,0,0,0,0
185613320,0,1,1,0,0,0,0,0,0
185851771,0,0,1,0,0,0,0,0,0
186035945,0,0,1,0,0,0,1,0,0
186122784,0,0,1,0,0,0,0,0,1
186140414,0,1,1,0,0,0,0,0,0
186161444,0,0,1,0,0,0,0,0,0
186351904,0,0,1,0,1,0,0,0,0
186444253,0,1,1,0,1,0,0,0,1
186572525,0,1,1,0,1,0,1,0,1
186611711,0,1,1,0,1,0,0,0,0
186673570,0,0,1,0,1,0,0,0,1
186698015,0,0,1,0,0,0,1,0,0
186716668,0,0,1,0,0,0,0,0,0
186729588,0,0,1,0,1,0,0,1,0
186837852,0,1,1,0,0,0,0,1,1
186866869,0,1,1,0,1,0,0,0,1
186889853,0,1,1,0,1,0,0,0,1
186970646,0,1,1,0,0,0,0,0,0
187003819,0,1,1,1,1,0,1,0,1
187075858,0,0,1,0,1,0,0,0,0
187135082,0,0,1,1,0,0,0,0,0
187178777,0,1,1,0,0,0,0,0,1
187222849,0,0,1,0,0,0,0,0,0
187323381,0,0,1,0,0,0,0,0,1
187331335,0,0,1,1,1,0,1,0,1
187371653,0,1,1,1,1,0,1,0,1
187463708,0,0,1,0,0,0,0,0,0
187480199,0,0,1,0,0,1,0,0,1
187522859,0,0,1,0,1,0,1,0,0
187529466,0,0,1,0,1,0,0,0,1
187638192,0,1,1,1,1,0,1,0,1
187645908,0,0,1,0,0,0,1,0,0
187657051,0,1,1,0,0,0,1,0,1
187714456,0,1,1,1,1,0,1,0,1
187729405,0,1,1,0,0,0,0,0,1
187741590,0,0,1,0,0,0,0,0,0
187766415,0,1,1,0,1,0,0,0,1
187837349,0,1,1,1,1,1,0,0,1
187868088,0,0,1,0,1,0,0,0,0
187994868,0,0,1,0,1,0,0,0,0
188031041,0,1,1,0,0,0,0,0,1
188115257,0,1,1,0,0,1,0,0,1
188189146,0,0,1,0,0,0,0,0,0
188239925,0,1,1,0,1,0,1,0,0
188269377,0,0,1,0,1,0,1,0,0
188276984,0,0,1,0,0,0,0,0,0
188332696,0,0,1,0,0,0,0,0,0
188359988,0,1,1,0,1,0,0,0,1
188433528,0,0,1,0,1,0,0,0,0
188452197,0,0,1,0,0,0,1,1,1
188495840,0,1,1,1,0,0,1,0,1
188597017,0,0,1,1,0,0,1,1,1
188645782,0,1,1,0,1,0,0,0,0
188669816,0,0,1,0,1,0,0,0,0
188835490,0,0,1,0,0,0,0,0,0
188880827,0,1,1,0,1,0,0,0,0
188907448,0,1,1,0,0,0,1,1,0
188921183,0,0,1,0,1,0,0,0,0
188952790,0,0,1,0,1,0,0,0,1
188963839,0,0,1,0,1,0,0,0,0
188986210,0,1,1,0,1,0,1,0,0
189001365,0,0,1,1,1,0,0,0,0
189308851,0,0,1,0,0,0,0,0,0
189336860,0,0,1,0,0,0,0,1,0
189386691,0,1,1,1,0,0,1,1,1
189440845,0,0,1,0,1,0,0,0,0
189448608,0,0,1,0,0,1,0,0,0
189495864,0,0,1,0,0,0,0,1,1
189630817,0,0,1,0,0,1,0,0,1
189789787,0,0,1,0,0,0,0,0,0
189831555,0,0,1,0,1,0,0,0,0
189877608,0,0,1,1,0,0,1,0,1
189967888,0,0,1,0,0,0,0,0,0
190085357,0,1,1,1,1,0,1,0,1
190139733,1,0,1,0,1,0,0,0,0
190173252,0,0,1,0,0,0,0,0,0
190288381,0,0,1,0,1,0,0,0,0
190292243,0,0,1,0,1,0,1,0,0
190353599,0,0,1,0,0,0,0,0,0
190382424,0,0,1,1,0,0,0,1,0
190387969,0,0,1,0,1,0,0,1,0
190412924,0,0,1,0,0,0,0,0,0
190458463,0,0,1,0,1,0,0,0,0
190500785,0,1,1,1,1,0,1,1,0
190511568,0,1,1,0,1,0,0,0,0
190530667,0,0,1,1,1,0,1,0,1
190581280,0,0,1,0,0,0,0,0,0
190601419,0,0,1,0,0,0,0,0,1
190659896,0,0,1,0,0,0,0,0,0
190742767,0,0,1,0,1,0,0,0,0
190776054,0,0,1,1,0,0,0,0,0
190812149,0,0,1,0,0,0,0,0,1
190837302,0,0,1,0,1,0,0,1,0
190878702,0,1,1,0,1,0,0,0,0
190952655,0,0,1,0,0,0,0,0,0
190964676,0,1,1,0,1,0,0,0,1
190991299,0,0,1,0,0,0,0,0,0
191035138,0,0,1,0,0,0,0,0,0
191093905,0,0,1,0,0,0,0,0,0
191116458,0,1,1,0,1,0,1,0,1
191219765,0,0,1,0,0,0,0,0,0
191256015,0,0,1,0,1,0,0,0,1
191277516,0,0,1,0,0,0,0,0,0
191351907,0,0,1,0,1,0,0,0,0
191365345,0,0,1,0,0,1,1,0,0
191376227,0,0,1,0,0,0,0,0,1
191395516,0,0,1,0,0,0,1,0,1
191436765,0,0,1,0,1,0,0,1,1
191452341,0,0,1,0,1,0,0,1,0
191557297,0,1,1,0,1,0,0,0,1
191595446,0,1,1,0,0,0,0,0,0
191717420,0,0,1,0,0,0,0,1,0
191744895,0,1,1,0,1,0,1,1,1
191759984,0,1,1,0,0,0,1,0,0
191796549,0,0,1,0,0,0,0,0,1
191826049,0,1,1,0,1,0,0,1,1
191868017,0,1,1,0,1,0,1,0,1
191905280,0,1,1,0,1,0,1,1,1
191906478,0,0,1,1,0,0,1,0,0
191953421,1,1,1,0,1,0,0,0,0
191978741,0,0,1,0,1,0,0,0,0
192023935,0,0,1,0,0,0,0,0,1
192081735,0,0,1,0,1,0,0,0,0
192119659,0,0,1,0,1,0,0,0,0
192137131,0,0,1,0,0,0,1,0,0
192165983,0,0,1,0,0,0,0,1,0
192351328,0,0,1,1,0,0,0,0,1
192370567,0,1,1,0,1,0,0,1,0
192450310,0,0,1,0,1,0,0,0,0
192469591,0,1,1,0,1,0,1,0,0
192490811,0,0,1,0,0,0,0,0,0
192524635,0,0,1,0,1,0,1,0,0
192562684,0,0,1,0,0,0,0,0,0
192592699,0,0,1,0,1,0,0,0,0
192656510,0,0,1,0,0,0,0,0,0
192699353,0,1,1,0,0,0,0,0,0
192719912,0,0,1,0,0,0,1,0,0
192818748,0,0,1,0,0,0,0,0,1
192930618,0,1,1,0,0,0,0,0,1
192988202,0,0,1,0,1,0,0,0,0
192989325,0,0,1,0,1,0,0,0,0
193014826,0,0,1,0,1,0,0,0,0
193083474,0,0,1,0,1,0,0,0,0
193144698,0,1,1,1,0,0,0,0,1
193181609,0,0,1,0,0,0,0,0,0
193243268,0,1,1,0,1,0,1,1,0
193282837,0,0,1,0,0,0,1,0,0
193307097,0,0,1,0,1,0,0,0,0
193381266,0,0,1,0,1,0,0,0,0
193404381,0,0,1,0,1,0,0,0,0
193493269,0,0,1,0,1,0,1,1,1
193509171,0,0,1,0,1,0,1,0,0
193551074,0,1,1,0,1,0,0,1,1
193591682,0,1,1,0,1,0,1,0,1
193644499,0,1,1,0,1,0,0,1,1
193660123,0,0,1,0,0,0,0,0,0
193663358,0,0,1,0,1,0,0,0,0
193699196,0,1,1,0,1,0,0,0,0
193724739,0,0,1,0,1,0,0,0,0
193735958,0,0,1,0,0,0,0,0,0
193789849,0,1,1,0,1,0,0,1,0
193863578,0,0,1,0,0,0,0,0,1
193883790,1,1,1,1,1,0,1,1,1
193889433,0,0,1,0,1,0,0,0,1
193935822,0,0,1,1,0,0,1,0,0
193969151,0,0,1,0,0,0,0,0,1
193987963,0,1,1,0,0,0,0,0,0
194030987,0,0,1,0,0,0,0,0,0
194056065,0,1,1,0,1,0,0,0,0
194172920,0,0,1,0,0,0,0,0,1
194217204,0,0,1,0,0,0,0,0,0
194221016,0,0,1,0,1,0,0,1,0
194425062,0,1,1,0,0,0,0,0,0
194660452,1,0,1,0,0,1,0,0,1
194738860,0,1,1,0,1,0,0,0,0
194766846,0,1,1,0,0,0,0,0,1
194942256,0,0,1,0,1,0,0,0,0
195030143,0,0,1,0,0,0,0,0,0
195070446,0,0,1,0,0,0,0,0,0
195110044,0,0,1,0,0,0,0,0,0
195147236,0,1,1,1,1,0,0,0,1
195239884,0,0,1,0,0,0,0,1,0
195317052,0,1,1,0,0,0,0,0,0
195346929,0,0,1,0,1,0,0,0,1
195373600,0,0,1,1,1,0,1,0,0
195382494,0,0,1,0,0,0,0,1,1
195386487,0,0,1,0,0,0,0,1,1
195544689,0,0,1,0,0,0,1,0,0
195625934,0,1,1,0,1,0,1,0,1
195641626,0,1,1,0,1,0,0,0,1
195671227,1,1,1,0,1,0,1,0,1
195795455,0,0,1,0,0,0,0,0,0
195811070,0,0,1,0,0,0,0,0,1
195882998,0,1,1,1,1,0,1,1,0
195960513,0,1,1,0,1,0,0,1,1
195978010,0,0,1,0,0,0,0,0,0
196078471,0,0,1,0,1,0,0,0,1
196094353,0,0,1,0,1,0,0,0,0
196108591,0,0,1,0,1,0,0,0,0
196153217,0,1,1,1,0,1,0,0,1
196208565,0,0,1,0,0,0,0,0,0
196267926,0,0,1,0,0,0,0,1,0
196285506,0,0,1,0,1,0,1,0,0
196336440,0,0,1,0,1,0,0,1,0
196386478,0,1,1,0,0,0,0,0,0
196448724,0,0,1,1,0,0,0,0,0
196473219,0,0,1,0,0,0,0,0,0
196495162,0,1,1,0,0,0,0,0,0
196505549,0,0,1,0,0,0,0,0,0
196565949,0,0,1,0,1,0,0,0,0
196616445,0,1,1,0,0,0,1,1,0
196638225,0,1,1,0,0,0,0,0,0
196675128,0,1,1,0,0,0,0,0,0
196731053,0,0,1,0,0,0,0,0,1
196838981,0,0,1,0,1,0,0,0,1
196885743,0,0,1,0,1,0,0,0,0
196914253,0,0,1,0,0,0,0,0,0
196926760,0,0,1,0,1,0,1,0,0
196946560,0,0,1,0,1,0,0,1,1
196958631,0,1,1,0,1,0,0,0,0
197036551,0,0,1,0,1,0,0,0,0
197079619,0,0,1,0,0,0,0,0,0
197102395,0,0,1,0,0,0,0,0,0
197280670,0,0,1,0,0,0,0,0,0
197320047,0,0,1,0,1,0,0,0,1
197343643,0,0,1,0,1,0,0,0,0
197418650,0,0,1,0,0,0,0,0,0
197440019,0,1,1,0,1,0,0,0,1
197442098,0,1,1,0,1,1,0,0,1
197453327,0,0,1,0,0,0,0,0,0
197460405,0,0,1,0,1,1,0,0,1
197494404,0,1,1,0,1,0,0,0,0
197513492,0,0,1,0,1,0,1,0,0
197555089,0,0,1,0,0,0,0,0,0
197564396,1,1,1,0,1,0,0,1,1
197620917,0,0,1,0,0,0,0,0,0
197689938,0,0,1,0,1,0,0,0,1
197705775,0,1,1,0,0,1,0,1,0
197709835,0,1,1,0,1,0,0,1,0
197718141,0,0,1,0,0,0,0,1,1
197747645,0,1,1,0,1,0,0,0,0
197762180,0,0,1,0,0,0,0,0,0
197774151,0,1,1,1,1,0,1,0,1
197814726,0,1,1,0,1,0,1,0,0
197836893,0,0,1,0,1,0,0,0,0
197879802,0,0,1,0,0,0,1,0,0
197896160,0,0,1,0,0,0,0,0,0
198011702,0,0,1,0,1,0,0,0,0
198065930,1,1,1,0,1,0,0,1,0
198069221,0,1,1,0,0,0,0,1,0
198194755,0,1,1,0,0,0,0,1,0
198206096,0,0,1,0,1,0,0,0,0
198244147,0,1,1,1,1,0,0,1,1
198269458,0,0,1,0,0,0,0,1,0
198371288,0,0,1,1,1,0,0,0,0
198431538,0,0,1,1,1,0,0,0,1
198461428,0,0,1,1,0,0,1,0,0
198476665,1,1,1,0,1,0,0,1,1
198480188,0,0,1,0,0,0,1,0,0
198576522,0,1,1,0,1,0,1,0,0
198593238,0,1,1,0,1,1,0,1,1
198606295,0,1,1,0,1,0,0,0,1
198632747,0,1,1,0,1,0,0,0,1
198685505,0,1,1,0,1,0,0,0,1
198706889,0,1,1,0,1,0,0,0,1
198761736,0,1,1,0,1,0,0,0,1
198768731,0,0,1,0,0,0,0,0,1
198824492,0,0,1,0,0,0,1,0,0
198837684,0,0,1,1,0,0,1,0,0
198886590,0,0,1,0,1,0,0,0,0
198905374,0,1,1,0,0,1,0,0,0
198908154,0,0,1,0,0,0,1,0,0
198915100,0,1,1,0,0,0,0,0,0
198935926,0,0,1,0,1,0,0,1,1
198990541,0,0,1,0,0,0,0,0,0
199009234,0,1,1,0,1,0,1,1,0
199014622,0,0,1,0,0,0,1,0,0
199033382,0,0,1,0,0,0,0,0,0
199076613,0,1,1,0,1,0,0,0,1
199091885,0,0,1,0,0,0,0,0,0
199177833,0,1,1,0,1,0,0,1,0
199347469,0,0,1,0,1,0,0,0,0
199452558,0,0,1,0,0,0,0,0,0
199511221,0,1,1,0,0,1,0,0,1
199513391,0,0,1,0,1,0,0,0,0
199533944,0,0,1,0,0,0,0,0,1
199538752,0,0,1,0,0,0,0,0,0
199562901,0,1,1,0,1,0,0,0,1
199595992,0,0,1,0,0,0,0,0,0
199607334,0,0,1,0,0,0,0,0,0
199781477,0,0,1,1,0,0,1,0,0
199796871,0,1,1,0,0,0,0,0,0
199900291,0,0,1,0,0,0,0,0,0
199916701,0,1,1,1,1,0,1,1,1
200153724,0,1,1,0,0,0,0,0,0
200318137,0,1,1,0,1,0,0,1,0
200323343,0,1,1,0,1,0,0,1,0
200523124,0,0,1,0,1,0,0,0,1
200539203,0,0,1,0,1,0,0,0,1
200554392,0,0,1,0,1,0,0,0,0
200598654,0,1,1,0,1,0,1,0,1
200672848,0,1,1,0,1,0,0,1,1
200759009,0,0,1,0,0,0,1,1,0
200776789,0,0,1,0,0,0,0,0,0
200852507,0,1,1,0,0,0,0,0,0
200868750,0,0,1,0,1,0,1,0,0
200911279,0,0,1,0,1,0,0,0,0
200922375,0,0,1,0,1,0,0,0,0
200970002,0,0,1,0,1,0,0,0,0
200992915,0,0,1,0,0,0,0,0,0
201026044,0,0,1,0,1,0,1,0,1
201049392,0,1,1,0,1,0,0,0,0
201066289,0,0,1,0,1,0,0,0,0
201101441,0,1,1,0,1,0,0,0,1
201140886,0,0,1,0,0,0,0,0,0
201157971,0,0,1,0,0,0,1,0,0
201230513,0,0,1,0,0,0,0,0,0
201256591,0,0,1,0,0,0,0,0,1
201300399,0,1,1,0,1,0,0,1,1
201331451,0,1,1,0,1,0,1,0,0
201380771,0,1,1,0,1,0,0,1,1
201412152,0,1,1,1,0,0,1,0,0
201421609,0,0,1,0,0,0,0,0,0
201647104,0,1,1,0,1,0,1,1,1
201704202,0,0,1,0,1,0,0,0,0
201781614,0,1,1,0,1,0,0,0,0
201798469,0,0,1,0,1,0,0,1,0
201882529,0,0,1,0,0,0,0,0,0
201996055,0,0,1,0,0,1,0,0,0
202018438,0,0,1,0,0,0,0,0,1
202049185,0,0,1,0,1,0,0,0,0
202144960,0,1,1,0,0,0,0,1,1
202236139,0,1,1,0,0,0,1,1,0
202240099,0,1,1,0,0,0,0,0,0
202310827,0,0,1,0,0,0,0,0,0
202401907,0,1,1,0,1,0,0,1,1
202424743,0,0,1,0,1,0,0,0,0
202486312,0,0,1,0,0,0,0,1,0
202611414,0,0,1,0,0,0,0,0,1
202682134,0,0,1,0,1,0,0,0,0
202741302,0,1,1,0,1,0,0,1,1
202844015,0,0,1,0,0,0,0,0,0
202871034,0,1,1,0,0,0,0,0,0
202960431,0,0,1,0,0,0,0,0,0
202965869,0,1,1,1,1,0,1,0,0
203055934,0,1,1,0,1,0,1,0,0
203178116,0,0,1,0,1,0,0,0,0
203256326,0,0,1,0,1,0,0,1,0
203338991,1,1,1,0,1,0,1,0,1
203351416,0,1,1,0,1,0,0,1,0
203362959,0,0,1,0,0,0,0,0,1
203385802,0,0,1,0,0,0,1,0,0
203405386,1,1,1,0,1,0,1,1,1
203434147,0,1,1,0,1,0,1,0,1
203443551,0,1,1,0,1,0,1,1,0
203558523,0,0,1,0,1,0,0,0,0
203606843,0,0,1,0,1,0,1,0,0
203642905,0,1,1,0,0,0,0,0,0
203704457,0,0,1,0,1,0,0,1,0
203716006,0,0,1,0,0,0,0,0,1
203753512,0,0,1,0,0,0,0,0,0
203791728,0,1,1,0,0,0,0,0,0
203819933,0,0,1,0,1,0,0,0,1
203841937,0,1,1,0,0,0,0,1,0
203873039,0,1,1,0,0,1,1,0,0
203906813,0,1,1,0,1,0,1,1,1
203931910,0,0,1,0,0,0,0,0,0
203959010,0,0,1,0,0,0,0,0,0
204008999,0,0,1,0,1,0,0,0,0
204052682,0,0,1,0,1,0,1,0,0
204111462,0,0,1,0,0,0,0,0,0
204134407,0,0,1,0,0,0,0,0,0
204138820,0,0,1,1,1,0,1,0,0
204150478,0,0,1,0,1,0,1,0,0
204291272,0,0,1,1,0,0,1,0,0
204314199,0,1,1,0,1,0,0,0,0
204341762,0,1,1,1,1,0,0,1,0
204368526,0,1,1,0,1,0,0,0,1
204456131,0,0,1,0,0,0,0,0,0
204596191,0,0,1,0,1,0,0,0,0
204636609,0,0,1,0,1,0,0,0,0
204680649,0,1,1,0,0,0,0,0,0
204712228,0,0,1,0,0,0,0,0,1
204764658,0,0,1,0,0,0,0,0,0
204794648,0,0,1,0,0,0,0,0,0
204817696,0,1,1,0,1,0,0,0,1
204868533,0,0,1,0,0,0,0,0,0
204906317,0,1,1,0,0,0,0,0,0
204936751,0,1,1,0,1,0,0,0,1
204951404,0,0,1,0,0,0,1,0,0
205016454,0,1,1,0,1,0,0,1,1
205049828,0,0,1,0,1,0,0,0,0
205144439,0,1,1,0,0,0,0,1,0
205233141,0,0,1,0,0,0,1,0,1
205351083,0,0,1,0,1,0,0,0,0
205364441,0,1,1,0,1,0,0,0,0
205443849,1,1,1,0,1,0,1,0,1
205456833,0,0,1,0,0,0,1,0,0
205655871,0,0,1,0,1,0,0,0,0
205701881,0,0,1,0,0,0,0,1,0
205710189,0,0,1,0,0,0,1,1,0
205838188,0,0,1,0,0,0,0,0,0
205883598,0,0,1,0,1,0,0,0,1
205909328,0,0,1,0,0,0,0,0,0
205929656,0,0,1,0,1,0,0,0,0
205934367,0,1,1,0,0,0,0,0,0
205957442,0,1,1,1,1,0,0,1,0
205958812,0,1,1,0,0,0,0,0,0
206022956,0,0,1,0,0,0,0,0,0
206048084,0,1,1,0,1,0,0,1,0
206052839,0,0,1,0,0,0,1,0,0
206089518,0,0,1,0,1,0,0,0,0
206157893,0,0,1,0,1,0,0,0,0
206170359,0,1,1,0,1,1,0,0,1
206184517,0,0,1,0,0,0,0,0,0
206308843,0,0,1,0,1,0,0,0,1
206317869,0,0,1,0,1,0,0,1,0
206347072,0,0,1,0,0,0,0,0,1
206401374,0,1,1,1,0,0,0,0,1
206469231,0,0,1,0,0,0,0,0,0
206494858,0,1,1,0,0,0,1,0,0
206537581,0,0,1,1,0,0,1,0,1
206561714,0,0,1,0,0,0,0,0,0
206610032,0,0,1,0,0,0,0,0,0
206630246,0,1,1,0,1,0,1,0,0
206634321,0,0,1,0,1,0,0,1,1
206652034,0,0,1,0,0,0,1,0,0
206668865,0,1,1,0,1,0,0,0,0
206679862,0,1,1,0,1,0,0,0,0
206697799,0,0,1,0,1,0,0,0,0
206718355,0,1,1,0,0,0,0,0,0
206726879,0,0,1,1,1,0,0,0,1
206761389,0,0,1,0,1,0,0,0,0
206847717,0,1,1,0,1,0,1,1,0
207099540,0,1,1,0,0,0,0,0,0
207190315,0,0,1,0,0,0,1,0,0
207208075,0,0,1,0,1,0,0,1,1
207316753,0,0,1,1,0,0,0,0,0
207393265,0,0,1,0,0,0,0,0,0
207410770,0,1,1,1,1,0,0,1,1
207438938,0,1,1,1,1,0,0,1,0
207494196,0,0,1,0,1,0,0,0,0
207572868,0,1,1,0,0,0,0,0,0
207580127,0,0,1,0,0,0,0,0,1
207642513,0,0,1,1,0,0,1,1,0
207813692,0,0,1,0,0,0,0,0,0
207903113,0,1,1,0,1,0,1,0,0
207907288,0,1,1,0,0,0,0,0,0
208132548,0,1,1,1,1,0,0,1,1
208182006,0,0,1,0,0,0,1,0,0
208208389,0,1,1,0,1,0,0,0,1
208257584,0,0,1,0,0,0,0,0,0
208304659,0,0,1,0,1,0,0,1,0
208335000,0,1,1,0,1,0,0,0,1
208351593,1,1,1,0,1,0,0,0,0
208389536,0,0,1,0,0,0,0,0,0
208410977,0,0,1,0,1,0,0,1,0
208420026,0,0,1,0,1,0,1,1,1
208561639,0,0,1,0,0,0,0,0,0
208613323,0,0,1,0,0,0,1,0,0
208711978,0,0,1,0,0,0,0,0,0
208732461,0,0,1,0,1,0,1,0,1
208931535,0,0,1,0,1,0,1,1,1
208940312,0,1,1,0,0,0,0,1,0
209062256,0,0,1,0,1,0,0,0,1
209087329,0,0,1,0,0,0,1,0,0
209191949,0,0,1,0,1,0,1,0,0
209214683,0,1,1,0,1,0,0,0,1
209293349,0,0,1,0,0,0,0,0,1
209360171,0,0,1,0,1,0,0,0,0
209393321,0,0,1,0,1,0,0,1,0
209435148,0,1,1,0,0,0,0,0,0
209528405,0,0,1,0,0,0,0,0,0
209531615,0,0,1,0,1,0,0,1,0
209645324,0,0,1,0,0,0,1,1,0
209647247,0,0,1,0,0,0,0,0,0
209666015,0,1,1,0,0,0,0,0,1
209698497,0,0,1,0,0,0,0,0,0
209780279,0,0,1,1,0,0,1,1,0
209795632,0,1,1,0,1,0,0,1,1
209839679,0,0,1,0,1,0,0,0,0
209868223,0,0,1,0,0,0,0,0,0
210039780,0,1,1,0,0,0,0,0,1
210047478,0,0,1,0,0,0,0,0,0
210146718,0,1,1,1,1,0,1,1,1
210180501,0,0,1,0,0,0,1,0,0
210189890,0,1,1,0,1,0,0,1,0
210377891,0,0,1,0,0,0,0,0,0
210392478,0,0,1,0,0,0,0,0,0
210394664,0,1,1,0,0,1,1,0,1
210521142,0,0,1,0,1,0,0,0,0
210551388,0,0,1,0,0,0,0,0,1
210560561,0,0,1,0,0,0,0,0,0
210600367,0,0,1,0,0,0,0,0,0
210651402,0,0,1,0,1,0,0,1,0
210734455,0,1,1,0,0,0,0,0,1
210743944,0,0,1,0,0,0,0,0,0
210772232,0,1,1,0,1,0,0,0,0
210863916,0,0,1,0,1,0,0,0,0
210911954,0,1,1,0,0,0,0,0,1
211010079,0,0,1,0,1,0,0,1,0
211019518,0,0,1,1,0,1,1,0,0
211076229,0,0,1,0,0,0,0,0,0
211106265,0,1,1,0,1,0,0,0,0
211191176,0,1,1,0,0,0,0,0,0
211289038,0,0,1,0,1,0,0,1,0
211314786,0,1,1,0,1,0,0,1,1
211383724,0,0,1,0,1,0,0,1,0
211486816,0,0,1,0,0,0,0,0,1
211500954,0,0,1,0,1,0,0,1,0
211559851,0,0,1,0,0,1,0,0,0
211580212,0,1,1,0,0,0,0,0,0
211719141,0,1,1,0,1,1,0,1,1
211739693,0,0,1,0,1,0,0,0,0
211746482,0,1,1,0,1,0,1,1,0
211836960,0,1,1,0,1,0,0,0,0
211839345,0,0,1,0,1,0,0,1,0
211847496,0,0,1,0,0,0,0,1,0
211896881,0,0,1,0,0,0,0,0,0
212031389,0,0,1,0,0,0,0,0,0
212058960,0,1,1,0,1,0,0,1,0
212089247,0,0,1,0,1,0,1,0,0
212111462,0,0,1,0,0,0,0,0,0
212136584,0,0,1,0,0,0,0,0,0
212188130,0,1,1,0,0,0,0,0,0
212197396,0,0,1,0,0,0,0,0,0
212239032,0,0,1,0,1,0,1,0,1
212275481,0,1,1,1,1,0,1,0,1
212287403,0,0,1,0,0,0,1,0,1
212305858,0,1,1,0,1,0,0,0,1
212339410,0,0,1,0,1,0,0,0,0
212379341,1,1,1,0,0,1,0,0,1
212454169,0,0,1,0,1,0,1,0,0
212508345,0,0,1,0,0,0,0,0,0
212559389,0,1,1,0,1,0,0,0,1
212573232,0,1,1,1,0,0,0,0,1
212623102,0,0,1,0,1,0,0,0,0
212673644,0,0,1,0,0,0,0,0,0
212681530,0,0,1,1,0,0,1,1,1
212734800,0,1,1,0,0,0,0,0,1
212763031,0,0,1,0,0,0,0,0,0
212811533,0,0,1,0,0,0,1,0,1
212867139,0,0,1,0,0,0,0,0,0
212875074,0,0,1,0,1,0,0,0,0
212895122,0,0,1,0,1,0,0,0,0
212910632,0,1,1,0,1,0,0,0,1
212927834,0,0,1,0,1,0,1,1,0
212956007,0,0,1,0,0,1,0,0,0
212998751,0,1,1,0,1,0,0,0,0
213027964,0,0,1,0,1,0,0,1,0
213038920,0,1,1,0,1,1,1,1,1
213089972,0,0,1,0,0,0,0,1,0
213115983,0,0,1,0,0,0,0,0,0
213130859,0,1,1,0,0,0,0,0,1
213143720,1,1,1,0,1,0,0,0,1
213180813,0,0,1,0,0,0,0,0,0
213271430,0,1,1,0,0,0,1,0,0
213278757,0,1,1,0,1,0,1,1,0
213298698,0,0,1,0,0,0,0,0,0
213322696,0,0,1,0,0,0,0,0,0
213416753,0,1,1,0,1,0,0,0,1
213427545,1,1,1,1,0,0,0,0,1
213462971,0,0,1,0,1,0,0,0,0
213504384,0,0,1,1,1,0,1,0,1
213560675,0,0,1,0,0,0,0,0,0
213660384,0,0,1,0,1,0,1,0,0
213682784,0,0,1,0,0,0,0,0,0
213729411,0,0,1,0,0,0,1,0,0
213755846,0,0,1,0,1,0,0,0,0
213797780,0,1,1,0,1,0,0,0,1
213803604,0,1,1,1,0,0,0,0,1
213869613,0,1,1,0,0,0,0,0,0
213904477,0,0,1,0,0,0,0,0,1
214033029,0,0,1,0,1,0,1,0,0
214036469,0,0,1,0,1,0,1,0,0
214055428,0,0,1,0,0,0,0,0,0
214102956,0,0,1,0,0,0,0,0,1
214201105,0,1,1,0,0,0,0,0,0
214365439,0,1,1,0,1,0,1,1,0
214465544,0,1,1,0,1,0,0,1,1
214513277,0,0,1,0,0,0,0,0,0
214575953,0,0,1,0,1,0,0,0,0
214641177,0,0,1,1,1,0,1,0,0
214712358,0,0,1,0,0,0,0,0,0
214742660,0,0,1,0,0,0,1,0,0
214752388,0,0,1,0,0,1,0,1,1
214824344,0,1,1,0,0,0,1,1,0
214850075,0,0,1,0,1,0,0,0,1
214910473,0,1,1,0,0,0,0,0,0
215041302,0,0,1,0,1,0,0,0,0
215083189,0,1,1,0,1,0,0,0,1
215097098,0,0,1,0,0,0,0,0,0
215191065,0,1,1,0,1,0,1,0,0
215268517,0,0,1,1,1,0,0,0,0
