sequence_number,US,source_a,source_c,source_b,source_d,source_e,source_m,source_o,source_h,source_r,source_s,source_t,source_u,source_p,source_x,source_w,freq,last_update_days_ago,1st_update_days_ago,web_order,Gender=male,address_is_res,purchase,spending
804,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2626,2626,1,1,0,1,25
805,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2375,2375,1,1,0,1,145
806,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2779,2779,1,1,0,0,0
807,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2887,3125,0,1,1,1,159
808,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,834,868,1,1,1,0,0
809,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2796,2796,0,0,0,0,0
810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1464,1466,0,1,0,0,0
811,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3369,3369,1,0,0,0,0
812,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2590,2590,1,1,0,1,163
813,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,905,905,0,1,0,1,81
814,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1379,1392,1,0,1,0,0
815,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3394,3394,0,0,0,0,0
816,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2571,2702,0,0,0,1,174
817,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,841,1099,0,0,1,0,0
818,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3401,3401,1,0,0,0,0
819,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3502,3502,0,1,0,0,0
820,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2417,2417,1,1,0,1,270
821,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3158,3158,0,1,0,1,34
822,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2387,2387,0,1,1,0,0
823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,155,155,0,1,0,1,164
824,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3507,3507,0,1,0,0,0
825,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3746,3746,0,1,0,0,0
826,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,807,2758,1,0,0,1,114
827,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1890,1890,0,0,0,0,0
828,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3251,3251,1,1,0,1,15
829,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3269,3269,0,1,0,1,31
830,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,218,2278,1,0,0,1,581
831,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,930,930,0,1,1,0,0
832,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,890,890,1,1,0,0,0
833,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1710,1750,1,1,1,0,0
834,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2786,2786,0,1,0,0,0
835,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,918,3479,0,1,0,1,1441
836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,920,920,1,1,0,0,0
837,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1240,2758,0,1,0,1,232
838,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3694,3694,0,1,0,0,0
839,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4005,4127,0,1,0,1,141
840,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1618,1654,1,0,1,1,40
841,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1882,1932,0,0,1,0,0
842,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1646,1715,0,1,1,0,0
843,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3573,4036,0,0,0,1,440
844,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1962,1968,0,0,1,0,0
845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1589,1589,1,0,0,0,0
846,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1277,1277,1,0,0,1,164
847,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3852,3852,0,1,0,0,0
848,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3024,3024,0,0,0,0,0
849,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3107,3107,0,0,0,0,0
850,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3944,3944,1,1,0,1,49
851,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,801,1865,1,1,0,1,253
852,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1759,1879,1,1,1,1,130
853,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2999,2999,1,1,0,1,160
854,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1794,3101,1,1,0,1,525
855,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2975,2984,0,0,0,1,160
856,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,610,2402,0,0,1,1,317
857,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3446,3446,0,1,0,0,0
858,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,862,862,0,1,0,0,0
859,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3397,3397,1,0,0,0,0
860,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,869,869,0,1,0,0,0
861,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1261,1261,1,0,1,0,0
862,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1752,3013,0,1,0,1,160
863,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3822,3822,1,0,0,1,65
864,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3047,3047,1,1,1,0,0
865,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,744,833,0,1,1,0,0
866,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1827,1827,1,1,0,0,0
867,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3536,3541,0,1,0,1,128
868,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1121,2016,1,1,0,1,247
869,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3852,3852,1,1,0,1,128
870,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,608,608,0,1,0,0,0
871,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2018,2047,0,1,0,1,161
872,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2744,2744,0,0,0,0,0
873,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1240,2404,1,1,0,1,54
874,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,834,855,0,0,1,0,0
875,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2438,3768,1,0,1,1,227
876,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2487,2487,0,0,0,0,0
877,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2117,2117,0,1,0,1,161
878,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2138,2138,1,0,1,0,0
879,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3522,3522,0,0,0,0,0
880,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2009,2059,0,1,0,1,230
881,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3694,3694,0,1,0,0,0
882,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2418,2436,0,0,0,1,263
883,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1095,3746,1,0,1,0,0
884,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3747,3747,0,1,0,0,0
885,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3158,3158,0,0,0,0,0
886,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,162,162,0,0,0,0,0
887,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1780,1792,1,0,1,1,130
888,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2893,3251,0,1,0,1,160
889,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3680,3680,1,0,0,0,0
890,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1646,1710,0,0,1,0,0
891,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2901,2901,0,0,0,0,0
892,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2863,2863,0,1,1,0,0
893,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,332,2052,1,1,0,1,410
894,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1465,2138,0,0,0,1,228
895,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,822,3019,0,0,0,1,421
896,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,216,651,1,0,0,1,43
897,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,834,869,1,0,1,0,0
898,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2544,2544,1,0,0,1,130
899,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2912,2913,1,1,0,1,96
900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17,17,0,1,0,0,0
901,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1752,1774,1,0,1,0,0
902,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2508,2508,0,0,0,1,9
903,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,868,868,1,1,0,0,0
904,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2900,2900,1,0,0,0,0
905,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1030,3269,1,0,0,1,819
906,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3578,3746,1,0,1,1,130
907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,891,891,1,1,0,1,163
908,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2968,2968,1,1,0,0,0
909,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2962,3250,0,0,0,1,68
910,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2728,2728,0,0,0,0,0
911,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1232,1232,0,1,0,0,0
912,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3171,3171,0,1,0,1,260
913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1107,1107,0,0,0,0,0
914,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3454,3454,0,0,0,0,0
915,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2527,3758,0,0,0,1,10
916,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3201,3311,0,0,0,0,0
917,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3822,3822,0,1,0,1,128
918,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1794,2648,1,1,0,1,107
919,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,281,4005,1,0,0,1,1443
920,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3944,3944,1,1,0,0,0
921,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2742,2742,0,0,0,0,0
922,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3641,3641,0,1,0,0,0
923,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2814,2921,0,0,0,1,162
924,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2107,2107,1,0,0,1,130
925,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3425,3425,1,1,0,0,0
926,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1218,1218,1,1,0,1,44
927,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,400,2998,1,1,0,1,522
928,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3746,3746,0,0,0,0,0
929,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2842,3883,1,0,0,1,1393
930,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,486,1849,0,1,1,1,266
931,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3445,3458,0,0,0,0,0
932,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3680,3680,0,0,0,0,0
933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1190,1190,0,1,0,1,205
934,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1011,2492,0,1,1,1,471
935,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55,55,0,0,0,0,0
936,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3747,3747,0,0,0,0,0
937,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2053,2053,0,0,0,1,345
938,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2765,2765,0,0,0,0,0
939,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3354,3354,1,1,0,0,0
940,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4036,4036,0,0,0,0,0
941,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3356,3405,0,1,0,0,0
942,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3249,3249,0,1,0,0,0
943,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3522,3522,1,1,0,0,0
944,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2742,2742,0,0,0,0,0
945,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3678,3678,1,1,0,0,0
946,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2530,2625,0,0,0,1,136
947,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2900,2900,0,1,0,0,0
948,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4096,4096,0,0,1,1,97
949,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1638,1638,1,1,0,1,30
950,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2962,3230,1,0,0,1,162
951,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3339,3339,0,1,0,0,0
952,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4096,4096,1,0,0,1,128
953,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3237,3237,0,0,0,0,0
954,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1288,1288,1,0,1,1,30
955,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1502,3066,0,0,1,1,347
956,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3206,3206,0,1,0,0,0
957,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3548,3548,1,1,0,0,0
958,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2072,2100,0,1,0,1,105
959,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,91,1472,1,0,0,1,1370
960,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2533,2533,1,1,0,1,9
961,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3680,3680,0,1,0,0,0
962,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2284,3822,1,0,0,1,271
963,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2735,2735,0,1,0,0,0
964,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2799,2848,1,0,0,1,104
965,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,744,4065,0,1,1,1,128
966,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3791,3791,0,1,0,0,0
967,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,216,216,1,0,0,1,8
968,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1556,1556,1,1,0,1,46
969,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2404,2404,0,0,0,1,114
970,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2143,2179,0,1,1,0,0
971,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2100,2100,0,0,0,0,0
972,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2382,2382,0,1,0,0,0
973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,659,659,1,1,0,1,58
974,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2849,2849,1,1,0,0,0
975,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,871,3746,0,1,0,1,496
976,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2677,2677,0,1,0,0,0
977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1137,1323,0,1,0,1,292
978,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1752,1774,0,0,1,0,0
979,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3222,3222,0,0,0,1,33
980,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,220,2892,0,0,0,1,1227
981,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,701,2022,1,1,0,1,290
982,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2487,2487,1,1,0,0,0
983,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3791,3791,0,1,1,1,98
984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,427,427,0,1,0,1,56
985,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3394,3394,0,1,0,0,0
986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,919,919,0,1,0,0,0
987,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,715,3914,1,1,1,1,129
988,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3746,3746,0,1,0,0,0
989,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3521,3669,1,1,0,1,331
990,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3278,3278,0,0,0,0,0
991,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3746,3746,1,1,0,0,0
992,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3229,3229,1,1,0,1,279
993,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2648,2648,0,0,0,1,46
994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,868,868,1,0,0,1,43
995,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3684,3684,0,1,0,0,0
996,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,442,2040,1,0,0,1,350
997,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2768,2768,0,1,0,0,0
998,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1130,3459,1,0,1,1,559
999,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2828,2828,1,1,0,1,100
1000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3522,3522,0,0,0,0,0
1001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3403,3403,1,1,0,0,0
1002,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3242,3242,0,0,0,0,0
1003,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2200,2256,0,1,1,1,161
1004,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3024,3024,0,1,0,0,0
1005,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1010,1010,1,0,0,0,0
1006,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1242,2107,0,0,1,1,165
1007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,834,855,0,0,1,0,0
1008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,469,2499,0,0,0,1,338
1009,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,2016,0,1,0,1,54
1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1379,1438,0,1,0,1,143
1011,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2361,3199,1,1,1,0,0
1012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,427,427,0,1,0,0,0
1013,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2773,2773,1,1,0,0,0
1014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,791,791,1,1,0,1,68
1015,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3433,3433,0,1,0,0,0
1016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3548,3548,0,0,0,0,0
1017,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1801,1823,1,1,1,0,0
1018,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1710,1743,0,1,1,1,311
1019,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,198,198,0,0,0,0,0
1020,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1879,2725,0,1,1,1,164
1021,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2438,2478,1,1,0,1,104
1022,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2024,1,1,0,0,0
1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1095,1095,0,1,1,0,0
1024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1836,1836,1,1,0,1,130
1025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,549,701,0,0,0,1,215
1026,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2052,2457,1,0,0,1,355
1027,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3706,3706,0,1,0,1,228
1028,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3360,3360,1,0,0,1,128
1029,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2240,3536,0,1,1,1,189
1030,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2802,2802,0,0,0,0,0
1031,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1577,1577,0,1,0,0,0
1032,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1052,1052,1,1,0,1,40
1033,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1122,2681,0,0,1,1,425
1034,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3680,3680,1,1,0,0,0
1035,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,534,2400,0,0,0,1,361
1036,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,109
1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,492,1373,0,1,0,1,43
1038,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2285,2285,1,0,0,0,0
1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2781,2781,0,1,0,0,0
1040,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,472,2102,1,1,0,1,229
1041,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2768,2768,0,1,0,0,0
1042,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2464,3944,1,1,0,1,86
1043,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3403,3403,0,1,0,0,0
1044,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2977,2977,1,1,0,1,160
1045,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,469,792,1,1,0,1,377
1046,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3566,3566,1,1,0,1,229
1047,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2389,2529,0,1,0,1,385
1048,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2249,2249,1,1,0,1,146
1049,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4096,4096,1,1,0,1,229
1050,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2977,2977,0,1,0,0,0
1051,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2794,2794,1,0,0,0,0
1052,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1618,1653,0,0,1,0,0
1053,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3067,3067,0,0,0,1,229
1054,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3822,3822,1,0,0,0,0
1055,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,513,513,1,1,0,1,119
1056,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,442,1134,0,0,0,1,138
1057,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,471,2348,0,1,1,1,623
1058,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1962,1968,1,0,1,0,0
1059,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1800,1800,0,0,1,0,0
1060,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1340,3045,1,0,0,1,262
1061,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1451,1451,0,0,0,0,0
1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,912,912,0,0,0,1,551
1063,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2752,2752,0,1,1,1,35
1064,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1379,2927,1,0,1,1,63
1065,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1415,1436,0,0,1,0,0
1066,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,380,3642,1,1,0,1,450
1067,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3791,3791,0,0,0,0,0
1068,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1261,1261,1,0,1,1,44
1069,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1379,1401,0,0,1,1,193
1070,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2072,2100,0,1,0,0,0
