row#,user_id,vehicle_model_id,package_id,travel_type_id,from_area_id,to_area_id,from_city_id,to_city_id,from_date,to_date,online_booking,mobile_site_booking,booking_created,from_lat,from_long,to_lat,to_long,car_cancellation
7438,43234,12,,2,789,585,15,,9/21/13 5:16,9/21/13 5:21,1,0,9/20/13 20:43,12.9634,77.60343,12.97677,77.5727,0
7439,42840,12,,2,585,362,15,,9/21/13 3:50,9/21/13 4:07,1,0,9/20/13 20:49,12.97677,77.5727,12.89468,77.62489,0
7440,32460,12,,2,1373,393,15,,9/20/13 23:02,9/21/13 0:08,1,0,9/20/13 20:52,13.037255,77.58166,13.19956,77.70688,0
7441,43238,12,,2,296,122,15,,9/21/13 9:50,9/21/13 10:33,1,0,9/20/13 21:01,12.96662,77.59868,12.99682,77.60436,1
7442,43239,28,,1,1010,,15,131,9/21/13 0:57,9/22/13 23:59,0,0,9/20/13 22:04,12.96691,77.74935,,,0
7443,43245,12,,2,767,293,15,,9/21/13 8:09,9/21/13 9:16,0,0,9/20/13 22:30,12.9122,77.51043,12.849482,77.663187,0
7444,43247,65,,2,1036,393,15,,9/21/13 11:31,9/21/13 13:45,0,0,9/20/13 22:58,12.925568,77.580568,13.19956,77.70688,0
7445,43250,12,,2,585,1333,15,,9/21/13 5:16,9/21/13 6:18,0,0,9/20/13 23:24,12.97677,77.5727,12.895675,77.602293,0
7446,43251,12,,2,142,393,15,,9/21/13 5:02,9/21/13 6:21,1,0,9/20/13 23:29,12.91281,77.60923,13.19956,77.70688,0
7447,43253,12,,1,466,,15,196,9/21/13 7:55,9/21/13 23:59,1,0,9/21/13 0:09,13.017436,77.64458,,,0
7448,43256,12,,2,949,585,15,,9/21/13 5:02,9/21/13 5:43,0,0,9/21/13 0:44,12.98275,77.61582,12.97677,77.5727,0
7449,43257,12,,2,393,1054,15,,9/21/13 10:04,9/21/13 13:15,0,1,9/21/13 3:05,13.19956,77.70688,12.90184,77.581587,0
7450,42981,12,,2,768,949,15,,9/21/13 4:33,9/21/13 5:11,0,0,9/21/13 4:05,12.98999,77.55332,12.98275,77.61582,0
7451,43260,12,4,3,136,,,,9/21/13 9:36,9/21/13 19:30,0,0,9/21/13 8:34,12.90796,77.62418,,,0
7452,27304,12,,2,767,466,15,,9/21/13 10:19,9/21/13 12:02,1,0,9/21/13 8:44,12.9122,77.51043,13.017436,77.64458,0
7453,43261,24,,2,1328,585,15,,9/21/13 18:57,9/21/13 20:34,0,0,9/21/13 8:46,12.958808,77.649047,12.97677,77.5727,0
7454,43266,12,,2,308,393,15,,9/21/13 10:48,9/21/13 11:59,1,0,9/21/13 9:12,12.99049,77.69798,13.19956,77.70688,0
7455,43269,12,,2,1191,393,15,,9/23/13 0:57,9/23/13 2:13,1,0,9/21/13 10:09,13.03017,77.56684,13.19956,77.70688,0
7456,43270,89,,2,410,393,15,,9/21/13 13:12,9/21/13 14:24,0,0,9/21/13 10:22,13.05121,77.54113,13.19956,77.70688,0
7457,33484,89,3,3,1315,,,,9/21/13 16:04,9/21/13 23:00,1,0,9/21/13 10:48,12.934446,77.629882,,,0
7458,43275,12,4,3,603,,,,9/21/13 14:24,9/22/13 0:30,0,0,9/21/13 11:18,12.97357,77.61043,,,0
7459,43280,12,,2,212,393,15,,9/21/13 13:55,9/21/13 14:34,1,0,9/21/13 11:55,12.99474,77.60797,13.19956,77.70688,0
7460,43282,12,1,3,117,,,,9/21/13 15:36,9/21/13 18:05,1,0,9/21/13 12:07,12.86966,77.62737,,,0
7461,19792,12,3,3,542,,,,9/21/13 15:07,9/21/13 22:00,0,0,9/21/13 13:42,12.93823,77.62289,,,0
7462,43294,12,,2,458,393,15,,9/23/13 16:33,9/23/13 18:13,1,0,9/21/13 13:47,13.00037,77.72746,13.19956,77.70688,0
7463,43107,12,,2,572,1037,15,,9/21/13 18:00,9/21/13 18:54,0,0,9/21/13 13:55,12.91873,77.61494,12.934048,77.580568,1
7464,43294,12,,2,458,393,15,,9/23/13 4:33,9/23/13 5:43,1,0,9/21/13 13:55,13.00037,77.72746,13.19956,77.70688,0
7465,30290,12,,2,1054,1037,15,,9/21/13 19:40,9/21/13 20:33,0,0,9/21/13 15:05,12.90184,77.581587,12.934048,77.580568,0
7466,36353,12,,2,1263,1010,15,,9/21/13 23:45,9/22/13 0:15,0,0,9/21/13 16:12,12.96897,77.59456,12.96691,77.74935,0
7467,43310,12,,2,393,410,15,,9/23/13 7:40,9/23/13 9:06,1,0,9/21/13 16:42,13.19956,77.70688,13.05121,77.54113,0
7468,43313,87,,2,1286,393,15,,9/21/13 23:45,9/22/13 1:20,1,0,9/21/13 17:06,12.973448,77.62032,13.19956,77.70688,0
7469,43323,12,,2,488,585,15,,9/22/13 9:36,9/22/13 10:48,0,0,9/21/13 18:53,12.959979,77.647998,12.97677,77.5727,0
7470,43324,90,,2,167,396,15,,9/21/13 18:57,9/21/13 20:21,0,0,9/21/13 18:53,12.99036,77.58913,12.92073,77.66482,0
7471,31216,65,2,3,172,,15,,9/22/13 9:36,9/22/13 18:30,1,0,9/21/13 19:50,12.97091,77.6305,,,0
7472,43330,12,,2,1395,363,15,,9/22/13 7:12,9/22/13 7:54,0,1,9/21/13 20:19,13.005603,77.628214,12.99287,77.71662,0
7473,43336,12,,2,1384,1056,15,,9/22/13 19:26,9/22/13 20:39,1,0,9/21/13 21:44,13.02853,77.54625,12.919199,77.60931,0
7474,43337,12,,2,1365,625,15,,9/22/13 0:28,9/22/13 1:16,0,0,9/21/13 21:53,12.845653,77.677925,12.95431,77.6553,0
7475,43338,12,,1,448,,15,108,9/22/13 6:00,9/22/13 23:59,0,0,9/21/13 22:11,12.92732,77.63575,,,0
7476,43353,24,,2,393,492,15,,10/12/13 7:12,10/12/13 9:48,1,0,9/22/13 7:24,13.19956,77.70688,12.851218,77.521664,0
7477,43363,12,,2,542,393,15,,9/22/13 15:36,9/22/13 17:24,0,0,9/22/13 9:31,12.93823,77.62289,13.19956,77.70688,0
7478,43364,89,,2,977,393,15,,9/22/13 19:26,9/22/13 20:39,0,0,9/22/13 9:36,12.969933,77.533286,13.19956,77.70688,0
7479,31903,12,,2,1034,1384,15,,9/22/13 18:00,9/22/13 18:56,0,1,9/22/13 11:29,13.047926,77.597766,13.02853,77.54625,0
7480,26131,12,,2,450,393,15,,9/23/13 5:16,9/23/13 6:31,1,0,9/22/13 13:12,12.9334,77.62652,13.19956,77.70688,0
7481,43374,89,,2,393,89,15,,9/22/13 23:45,9/23/13 1:29,0,0,9/22/13 13:22,13.19956,77.70688,12.96519,77.71932,1
7482,21377,12,3,3,271,,,,9/22/13 16:04,9/22/13 19:17,1,0,9/22/13 13:46,12.95641,77.64076,,,0
7483,38575,28,,2,1106,393,15,,9/23/13 4:48,9/23/13 6:04,1,0,9/22/13 14:40,12.93331,77.56666,13.19956,77.70688,0
7484,43383,65,,1,393,,15,29,9/23/13 14:24,9/28/13 23:59,0,0,9/22/13 15:46,13.19956,77.70688,,,0
7485,41058,12,,2,1281,1383,15,,9/22/13 23:02,9/22/13 23:15,1,0,9/22/13 15:49,12.934634,77.611283,12.930451,77.685822,0
7486,43388,89,,2,92,393,15,,9/23/13 5:31,9/23/13 6:32,0,0,9/22/13 17:31,12.99569,77.6835,13.19956,77.70688,0
7487,43389,12,,2,561,393,15,,9/23/13 4:04,9/23/13 5:05,1,0,9/22/13 17:44,13.00983,77.62967,13.19956,77.70688,0
7488,41354,12,1,3,115,,,,9/23/13 12:57,9/23/13 17:01,1,0,9/22/13 19:04,12.99319,77.54472,,,0
7489,29648,12,6,3,58,,,,9/24/13 6:57,9/24/13 11:00,0,0,9/22/13 19:12,12.88963,77.60119,,,0
7490,29648,12,6,3,1084,,,,9/26/13 7:26,9/26/13 11:30,0,0,9/22/13 19:15,12.892657,77.581866,,,0
7491,29648,12,6,3,571,,,,9/25/13 7:26,9/25/13 11:30,0,0,9/22/13 19:20,12.95185,77.69642,,,0
7492,29648,12,6,3,1084,,,,9/24/13 7:26,9/24/13 11:30,0,0,9/22/13 19:28,12.892657,77.581866,,,0
7493,29648,12,6,3,150,,,,9/24/13 7:55,9/24/13 12:00,0,0,9/22/13 19:32,12.89724,77.61065,,,0
7494,29648,12,6,3,994,,,,9/27/13 7:12,9/27/13 11:15,0,0,9/22/13 19:34,12.93965,77.74657,,,0
7495,29648,12,,2,1015,542,,,9/25/13 8:09,9/25/13 12:15,0,0,9/22/13 19:35,12.93086,77.57769,12.93823,77.62289,0
7496,29648,12,6,3,1257,,,,9/25/13 8:09,9/25/13 12:15,0,0,9/22/13 19:37,12.934477,77.611284,,,0
7497,29648,12,6,3,1257,,,,9/26/13 8:09,9/26/13 12:15,0,0,9/22/13 19:37,12.934477,77.611284,,,0
7498,28917,12,2,3,758,,,,9/23/13 9:07,9/23/13 18:00,0,1,9/22/13 20:03,12.98768,77.59851,,,0
7499,34741,12,,2,1248,585,15,,9/23/13 5:45,,1,0,9/22/13 20:41,12.978945,77.574849,12.97677,77.5727,0
7500,25665,89,,2,791,448,15,,9/23/13 8:09,9/23/13 9:26,1,0,9/22/13 22:52,13.00453,77.61717,12.92732,77.63575,0
7501,40758,12,,2,1350,452,15,,9/23/13 5:31,9/23/13 6:07,1,0,9/22/13 23:41,12.909202,77.5662,12.95278,77.59088,0
7502,43402,12,,2,592,393,15,,9/23/13 7:26,9/23/13 8:54,0,0,9/23/13 0:46,12.9073,77.63526,13.19956,77.70688,0
7503,25993,12,,2,142,1384,15,,9/23/13 6:28,9/23/13 7:17,1,0,9/23/13 1:34,12.91281,77.60923,13.02853,77.54625,0
7504,29648,12,6,3,1232,,,,9/23/13 8:09,9/23/13 10:14,0,0,9/23/13 1:34,12.88019,77.64558,,,0
7505,20169,12,,2,1384,1262,15,,9/23/13 11:02,9/23/13 13:11,0,0,9/23/13 8:54,13.02853,77.54625,12.81575,77.68465,0
7506,43407,12,,2,1303,561,15,,9/23/13 11:31,9/23/13 12:22,0,0,9/23/13 9:55,12.971195,77.607078,13.00983,77.62967,0
7507,43412,12,2,3,603,,,,9/23/13 13:26,9/23/13 22:30,1,0,9/23/13 11:23,12.97357,77.61043,,,0
7508,28535,28,2,3,25,,,,9/23/13 13:26,9/23/13 22:30,0,0,9/23/13 11:28,12.98059,77.57475,,,0
7509,43349,85,,2,1297,1393,15,,9/23/13 13:26,9/23/13 15:29,0,0,9/23/13 12:23,12.966049,77.598575,13.19966,77.70688,0
7510,43430,12,,2,293,1323,15,,9/23/13 18:57,9/23/13 19:16,0,0,9/23/13 16:15,12.849482,77.663187,12.869805,77.653211,0
7511,43430,12,,2,293,1323,15,,9/24/13 18:57,9/24/13 19:53,0,0,9/23/13 16:16,12.849482,77.663187,12.869805,77.653211,0
7512,43431,65,3,3,393,,,,9/29/13 15:36,9/29/13 22:30,0,0,9/23/13 16:17,13.19956,77.70688,,,0
7513,43431,24,,2,1321,393,15,,10/1/13 3:50,10/1/13 5:13,0,0,9/23/13 16:19,12.987445,77.616958,13.19956,77.70688,0
7514,42985,12,,2,776,220,15,,9/24/13 9:07,9/24/13 10:01,0,0,9/23/13 17:28,13.01508,77.67796,12.99722,77.62003,0
7515,43439,12,1,3,62,,,,9/23/13 18:28,9/23/13 23:30,0,0,9/23/13 18:01,12.92433,77.65006,,,0
7516,40613,12,,2,1068,149,15,,9/23/13 21:36,9/23/13 22:10,1,0,9/23/13 18:42,13.044009,77.606805,12.93022,77.56039,0
7517,43447,12,,2,1384,1052,15,,9/24/13 5:02,9/24/13 5:42,0,0,9/23/13 20:34,13.02853,77.54625,12.912695,77.576265,0
7518,43451,12,,2,413,1037,15,,9/23/13 22:48,9/23/13 23:08,1,0,9/23/13 21:12,12.92171,77.59017,12.934048,77.580568,1
7519,29648,12,6,3,1232,,,,9/24/13 8:09,9/24/13 12:15,0,0,9/23/13 22:04,12.88019,77.64558,,,0
7520,33594,12,,2,172,83,15,,9/24/13 7:55,9/24/13 8:58,1,0,9/23/13 22:44,12.97091,77.6305,12.92415,77.67229,0
7521,42928,12,,2,455,393,15,,9/24/13 6:00,9/24/13 7:55,0,0,9/23/13 23:08,12.999874,77.67812,13.19956,77.70688,0
7522,42025,12,,2,297,691,15,,9/24/13 7:12,9/24/13 8:29,0,0,9/23/13 23:25,12.99789,77.61488,12.93611,77.60751,0
7523,20570,12,,2,689,1068,15,,9/24/13 9:36,9/24/13 10:37,0,0,9/24/13 0:39,12.97672,77.64927,13.044009,77.606805,0
7524,35281,12,,2,1101,1365,15,,9/24/13 7:40,9/24/13 8:40,0,0,9/24/13 5:30,12.93652,77.54481,12.845653,77.677925,0
7525,43469,12,,2,112,1384,15,,9/24/13 17:31,9/24/13 18:36,0,0,9/24/13 9:01,12.93331,77.56666,13.02853,77.54625,0
7526,42944,12,,2,1078,393,15,,9/24/13 12:57,9/24/13 14:12,0,0,9/24/13 9:29,12.992123,77.581667,13.19956,77.70688,0
7527,43476,12,,2,61,25,15,,9/24/13 17:16,9/24/13 18:37,0,0,9/24/13 11:41,12.96298,77.71229,12.98059,77.57475,0
7528,43478,12,1,3,271,,,,9/24/13 12:43,9/24/13 17:45,0,0,9/24/13 12:03,12.95641,77.64076,,,0
7529,43481,89,,2,393,1383,15,,9/27/13 10:33,9/27/13 12:32,1,0,9/24/13 12:28,13.19956,77.70688,12.930451,77.685822,0
7530,29648,12,6,3,392,,,,9/24/13 16:19,9/24/13 20:15,0,0,9/24/13 12:29,12.986284,77.735245,,,0
7531,43484,12,,1,1075,,15,55,9/26/13 11:02,9/26/13 23:59,0,0,9/24/13 12:56,12.973464,77.618473,,,0
7532,43487,12,,2,137,393,15,,9/24/13 15:07,9/24/13 17:13,0,0,9/24/13 13:30,12.81575,77.68465,13.19956,77.70688,0
7533,33002,12,,2,269,1026,15,,9/24/13 18:00,9/24/13 19:44,0,0,9/24/13 14:41,12.9744,77.69183,13.10482,77.57631,0
7534,43491,12,1,3,1165,,,,9/24/13 21:36,9/25/13 2:30,0,0,9/24/13 14:44,12.990947,77.687112,,,0
7535,43492,12,,2,1384,293,15,,9/25/13 16:48,9/25/13 18:20,0,0,9/24/13 14:52,13.02853,77.54625,12.849482,77.663187,0
7536,43494,12,,2,1111,1384,15,,9/24/13 17:45,9/24/13 19:06,0,0,9/24/13 15:35,12.90796,77.62418,13.02853,77.54625,0
7537,12442,89,,2,1330,585,15,,9/24/13 20:38,9/24/13 22:41,0,0,9/24/13 16:42,12.953434,77.70651,12.97677,77.5727,0
7538,43502,65,,1,393,,15,32,9/27/13 16:33,9/27/13 0:00,1,0,9/24/13 16:54,13.19956,77.70688,,,0
7539,43507,24,,2,293,1384,15,,9/24/13 20:24,9/24/13 23:04,1,0,9/24/13 17:09,12.849482,77.663187,13.02853,77.54625,0
7540,43510,85,,2,142,1384,15,,9/24/13 21:07,9/24/13 23:03,0,0,9/24/13 17:27,12.91281,77.60923,13.02853,77.54625,0
7541,6650,24,,2,1399,1198,15,,9/27/13 2:24,9/27/13 2:55,0,0,9/24/13 17:48,12.944965,77.683676,12.95431,77.6553,0
7542,41535,12,,2,571,585,15,,9/24/13 19:55,9/24/13 21:40,1,0,9/24/13 18:30,12.95185,77.69642,12.97677,77.5727,0
7543,43518,12,,2,278,463,15,,9/24/13 21:21,9/24/13 22:15,1,0,9/24/13 18:38,13.00472,77.55381,12.96037,77.58132,0
7544,29349,89,,2,1054,1331,15,,9/25/13 9:21,9/25/13 9:52,0,0,9/24/13 19:00,12.90184,77.581587,12.896203,77.598108,0
7545,43523,12,,2,994,1371,15,,9/25/13 13:40,9/25/13 14:35,1,0,9/24/13 19:32,12.93965,77.74657,13.000418,77.674835,0
7546,28639,12,,2,1384,1038,15,,9/25/13 10:04,9/25/13 11:13,1,0,9/24/13 19:51,13.02853,77.54625,12.981266,77.637162,0
7547,43527,12,2,3,1308,,,,9/25/13 8:24,9/25/13 17:30,0,0,9/24/13 20:26,12.98413,77.600371,,,0
7548,43141,12,,2,1056,393,15,,9/25/13 3:36,9/25/13 4:32,0,0,9/24/13 21:40,12.919199,77.60931,13.19956,77.70688,0
7549,43534,12,,2,585,1056,15,,9/25/13 7:40,9/25/13 8:24,1,0,9/24/13 22:32,12.97677,77.5727,12.919199,77.60931,0
7550,43535,12,1,3,722,,,,9/25/13 7:26,9/25/13 12:30,0,1,9/24/13 22:42,12.91567,77.55465,,,0
7551,43543,12,,2,968,393,15,,9/25/13 3:36,9/25/13 4:08,0,0,9/25/13 0:42,12.96555,77.61912,13.19956,77.70688,0
7552,20570,12,,2,689,1068,15,,9/25/13 11:31,9/25/13 12:37,0,0,9/25/13 0:59,12.97672,77.64927,13.044009,77.606805,0
7553,35281,12,,2,1101,1365,15,,9/25/13 7:40,9/25/13 9:20,0,0,9/25/13 4:00,12.93652,77.54481,12.845653,77.677925,0
7554,34955,12,,2,1089,585,15,,9/26/13 17:31,9/26/13 18:56,1,0,9/25/13 8:16,12.99517,77.731147,12.97677,77.5727,0
7555,43411,12,1,3,217,,,,9/25/13 9:50,9/25/13 14:45,0,0,9/25/13 8:29,13.0011,77.6235,,,0
7556,43552,85,,2,393,1240,15,,9/25/13 16:04,9/25/13 17:03,0,0,9/25/13 9:34,13.19956,77.70688,12.97251,77.61954,0
7557,43553,65,7,3,1038,,,,9/26/13 9:07,9/26/13 19:00,0,0,9/25/13 10:08,12.981266,77.637162,,,0
7558,43555,12,2,3,1281,,,,9/25/13 11:16,9/25/13 17:22,0,0,9/25/13 10:39,12.934634,77.611283,,,0
7559,32302,12,1,3,156,,,,9/25/13 14:24,9/25/13 14:34,1,0,9/25/13 11:40,13.02622,77.70143,,,0
7560,40302,28,,2,1181,1262,15,,9/26/13 6:57,9/26/13 8:23,0,0,9/25/13 15:48,12.97896,77.67345,12.81575,77.68465,0
7561,43574,12,1,3,1010,,,,9/25/13 18:00,9/25/13 23:00,0,0,9/25/13 16:17,12.96691,77.74935,,,0
7562,43575,12,,2,1174,1390,15,,9/25/13 18:00,9/25/13 18:37,1,0,9/25/13 16:24,12.959979,77.647998,12.969368,77.641302,1
7563,5990,12,,2,571,1010,15,,9/25/13 19:55,9/25/13 20:05,0,0,9/25/13 16:39,12.95185,77.69642,12.96691,77.74935,0
7564,43593,12,,2,85,393,15,,9/26/13 3:36,9/26/13 4:48,1,0,9/25/13 20:20,12.95755,77.71803,13.19956,77.70688,0
7565,37303,12,2,3,455,,,,9/26/13 8:09,9/26/13 17:15,0,0,9/25/13 21:03,12.999874,77.67812,,,0
7566,43596,12,,2,1297,1192,15,,9/26/13 6:28,9/26/13 7:02,0,0,9/25/13 21:11,12.966049,77.598575,12.97677,77.5727,0
7567,29648,12,6,3,373,,,,9/26/13 8:24,9/26/13 8:56,0,0,9/25/13 21:32,12.87153,77.60206,,,0
7568,29648,12,6,3,571,,,,9/26/13 7:40,9/26/13 11:45,0,0,9/25/13 21:39,12.95185,77.69642,,,0
7569,29648,12,,2,89,392,15,,9/26/13 8:24,9/26/13 9:08,0,0,9/25/13 21:51,12.96519,77.71932,12.986284,77.735245,0
7570,43597,90,,2,1063,393,15,,9/26/13 6:00,9/26/13 8:27,1,0,9/25/13 22:04,12.934477,77.611284,13.19956,77.70688,0
7571,27023,12,1,3,1230,,,,9/26/13 6:57,9/26/13 11:46,0,0,9/25/13 22:33,13.02239,77.59492,,,0
7572,20570,24,,2,689,1068,15,,9/26/13 9:36,9/26/13 10:36,0,0,9/26/13 0:33,12.97672,77.64927,13.044009,77.606805,0
7573,35281,12,,2,1101,1365,15,,9/26/13 7:26,9/26/13 9:05,0,0,9/26/13 3:31,12.93652,77.54481,12.845653,77.677925,0
7574,30326,12,,2,393,1150,15,,9/26/13 12:14,9/26/13 13:46,0,0,9/26/13 7:01,13.19956,77.70688,12.99287,77.71662,1
7575,37412,12,3,3,499,,,,9/27/13 6:14,9/27/13 13:15,0,0,9/26/13 7:46,12.88973,77.64865,,,0
7576,43611,89,,2,1084,393,15,,9/26/13 12:28,9/26/13 14:31,0,0,9/26/13 8:33,12.892657,77.581866,13.19956,77.70688,0
7577,42500,12,,2,1399,1133,15,,9/26/13 17:16,9/26/13 17:44,1,0,9/26/13 9:28,12.944965,77.683676,12.9744,77.69183,0
7578,43621,12,6,3,1217,,15,,9/26/13 13:12,9/26/13 17:15,0,0,9/26/13 11:42,13.04937,77.51179,,,0
7579,43622,12,,2,344,731,15,,9/26/13 12:57,9/26/13 14:38,0,0,9/26/13 11:50,12.94788,77.67092,13.04937,77.51179,0
7580,43042,89,1,3,167,,,,9/26/13 18:00,9/26/13 23:00,0,0,9/26/13 12:24,12.99036,77.58913,,,0
7581,28824,85,,2,1147,789,15,,10/3/13 6:57,10/3/13 7:35,0,0,9/26/13 12:46,13.03064,77.6491,12.9634,77.60343,0
7582,28824,12,,2,1147,789,15,,10/8/13 6:57,10/8/13 8:20,0,0,9/26/13 12:46,13.03064,77.6491,12.9634,77.60343,0
7583,43631,12,,2,1165,585,15,,9/27/13 18:14,9/27/13 20:25,1,0,9/26/13 14:13,12.990947,77.687112,12.97677,77.5727,1
7584,43641,12,,2,393,488,15,,9/27/13 19:12,9/27/13 20:00,1,0,9/26/13 15:16,13.19956,77.70688,12.959979,77.647998,0
7585,43647,12,,2,417,168,15,,9/27/13 5:02,9/27/13 5:38,1,0,9/26/13 18:42,12.96539,77.65863,12.99313,77.59828,0
7586,21901,85,,2,58,1297,15,,9/26/13 22:33,9/26/13 23:31,1,0,9/26/13 19:04,12.88963,77.60119,12.966049,77.598575,0
7587,43652,12,,1,393,,15,49,9/28/13 10:33,9/29/13 0:00,0,0,9/26/13 19:22,13.19956,77.70688,,,0
7588,43654,12,,2,168,1038,15,,9/26/13 22:19,9/26/13 22:59,0,0,9/26/13 19:26,12.99313,77.59828,12.981266,77.637162,0
7589,43511,12,,2,393,1378,15,,9/26/13 23:02,9/27/13 0:30,0,1,9/26/13 19:58,13.19956,77.70688,12.827912,77.679642,0
7590,43660,89,1,3,1390,,,,9/27/13 6:57,9/27/13 12:00,0,0,9/26/13 20:50,12.969368,77.641302,,,0
7591,43663,12,,2,1010,393,15,,9/27/13 6:00,9/27/13 7:19,0,0,9/26/13 21:37,12.96691,77.74935,13.19956,77.70688,0
7592,43667,12,,2,1053,1068,15,,9/27/13 7:40,9/27/13 9:13,1,0,9/26/13 22:40,12.912799,77.589784,13.044009,77.606805,0
7593,43675,12,,2,25,1333,15,,9/27/13 10:04,9/27/13 11:16,0,0,9/27/13 8:09,12.98059,77.57475,12.895675,77.602293,0
7594,1256,12,1,3,58,,,,9/27/13 10:04,9/27/13 15:00,0,0,9/27/13 8:24,12.88963,77.60119,,,0
7595,23957,12,,2,768,1338,15,,9/27/13 11:02,9/27/13 11:32,0,0,9/27/13 9:42,12.98999,77.55332,13.03017,77.56684,0
7596,5969,89,,2,450,243,15,,9/27/13 10:48,9/27/13 13:10,0,0,9/27/13 9:49,12.9334,77.62652,13.24373,77.70915,0
7597,43683,12,2,3,393,,,,9/27/13 14:24,9/27/13 18:47,0,1,9/27/13 10:35,13.19956,77.70688,,,0
7598,43685,24,,2,625,585,15,,9/28/13 6:28,9/28/13 7:06,1,0,9/27/13 10:49,12.95431,77.6553,12.97677,77.5727,0
7599,43691,12,,2,1099,393,15,,9/27/13 12:57,9/27/13 14:45,1,0,9/27/13 11:18,12.93652,77.54481,13.19956,77.70688,0
7600,37467,12,,2,1095,585,15,,9/28/13 7:26,9/28/13 8:47,1,0,9/27/13 11:33,12.92415,77.67229,12.97677,77.5727,0
7601,27335,12,,2,83,849,15,,9/27/13 16:04,9/27/13 16:53,0,0,9/27/13 11:55,12.92415,77.67229,12.95434,77.60072,0
7602,43695,12,,2,61,585,15,,9/27/13 17:31,9/27/13 18:52,1,0,9/27/13 12:03,12.96298,77.71229,12.97677,77.5727,1
7603,43509,12,,2,396,147,15,,10/21/13 18:00,10/21/13 19:01,0,0,9/27/13 12:23,12.92073,77.66482,12.977544,77.6688,0
7604,43509,89,,2,396,147,15,,10/23/13 18:00,10/23/13 19:14,0,0,9/27/13 12:23,12.92073,77.66482,12.977544,77.6688,0
7605,43509,12,,2,396,147,15,,10/29/13 18:00,10/29/13 19:11,0,0,9/27/13 12:25,12.92073,77.66482,12.977544,77.6688,0
7606,31364,12,,2,1112,1021,15,,9/28/13 12:43,9/28/13 14:00,1,0,9/27/13 12:28,12.91281,77.60923,13.02853,77.54625,0
7607,22245,89,1,3,112,,,,9/27/13 18:14,9/27/13 23:15,1,0,9/27/13 12:42,12.93331,77.56666,,,0
7608,32599,12,1,3,1010,,,,9/27/13 18:28,9/27/13 23:30,0,0,9/27/13 13:09,12.96691,77.74935,,,0
7609,43698,12,,2,1106,585,15,,9/28/13 5:02,9/28/13 5:33,1,0,9/27/13 13:42,12.93331,77.56666,12.97677,77.5727,0
7610,33882,12,,2,410,1026,15,,10/3/13 14:09,10/3/13 15:06,0,0,9/27/13 14:03,13.05121,77.54113,13.10482,77.57631,0
7611,43184,89,,2,142,1393,15,,9/28/13 15:07,9/28/13 16:49,0,0,9/27/13 14:21,12.91281,77.60923,13.19966,77.70688,0
7612,32023,12,,2,293,376,15,,10/10/13 16:33,10/10/13 17:22,0,0,9/27/13 14:24,12.849482,77.663187,12.90245,77.66081,1
7613,32023,24,,2,293,376,15,,10/17/13 17:16,10/17/13 17:54,0,0,9/27/13 14:24,12.849482,77.663187,12.90245,77.66081,0
7614,32023,12,,2,293,376,15,,10/22/13 17:16,10/22/13 18:07,0,0,9/27/13 14:25,12.849482,77.663187,12.90245,77.66081,0
7615,27458,12,,2,1330,1285,15,,10/1/13 9:07,10/1/13 10:10,0,0,9/27/13 14:32,12.953434,77.70651,12.993032,77.661494,0
7616,27458,12,,2,1330,1285,15,,10/3/13 9:07,10/3/13 10:06,0,0,9/27/13 14:33,12.953434,77.70651,12.993032,77.661494,0
7617,27458,12,,2,1330,1285,15,,10/5/13 9:07,10/5/13 9:39,0,0,9/27/13 14:33,12.953434,77.70651,12.993032,77.661494,0
7618,27458,12,,2,1330,1285,15,,10/8/13 9:07,10/8/13 10:10,0,0,9/27/13 14:33,12.953434,77.70651,12.993032,77.661494,0
7619,27458,12,,2,1330,1285,15,,10/9/13 9:07,10/9/13 10:10,0,0,9/27/13 14:33,12.953434,77.70651,12.993032,77.661494,0
7620,27458,12,,2,1330,1285,15,,10/12/13 9:07,10/12/13 9:42,0,0,9/27/13 14:33,12.953434,77.70651,12.993032,77.661494,0
7621,27458,12,,2,1330,1285,15,,10/17/13 9:50,10/17/13 10:55,0,0,9/27/13 14:33,12.953434,77.70651,12.993032,77.661494,0
7622,27458,12,,2,1330,1285,15,,10/19/13 9:36,10/19/13 10:40,0,0,9/27/13 14:33,12.953434,77.70651,12.993032,77.661494,0
7623,27458,12,,2,1330,1285,15,,10/24/13 9:50,10/24/13 10:26,0,0,9/27/13 14:34,12.953434,77.70651,12.993032,77.661494,0
7624,27458,12,,2,1330,1285,15,,10/25/13 9:21,10/25/13 11:09,0,0,9/27/13 14:34,12.953434,77.70651,12.993032,77.661494,0
7625,27458,12,,2,1285,1330,15,,10/1/13 17:02,10/1/13 17:43,0,0,9/27/13 14:35,12.993032,77.661494,12.953434,77.70651,0
7626,43703,12,,2,105,393,15,,9/28/13 1:12,9/28/13 2:09,0,0,9/27/13 14:37,13.01766,77.64503,13.19956,77.70688,0
7627,27458,24,,2,1285,1330,15,,10/9/13 17:02,10/9/13 17:58,0,0,9/27/13 14:37,12.993032,77.661494,12.953434,77.70651,0
7628,27458,89,,2,1285,1330,15,,10/17/13 17:02,10/17/13 17:43,0,0,9/27/13 14:38,12.993032,77.661494,12.953434,77.70651,0
7629,27458,12,,2,1285,1330,15,,10/5/13 14:38,10/5/13 15:30,0,0,9/27/13 14:40,12.993032,77.661494,12.953434,77.70651,0
